OLIS-3D-ASCII	SySl1112	
375	1.15E-02	
376	1.19E-02	
377	1.22E-02	
378	1.24E-02	
379	1.26E-02	
380	0.012739776	
381	1.28E-02	
382	1.29E-02	
383	1.29E-02	
384	1.28E-02	
385	1.27E-02	
386	1.26E-02	
387	1.26E-02	
388	1.26E-02	
389	1.26E-02	
390	1.26E-02	
391	1.26E-02	
392	1.27E-02	
393	1.27E-02	
394	1.28E-02	
395	1.28E-02	
396	1.29E-02	
397	1.30E-02	
398	1.31E-02	
399	1.32E-02	
400	1.34E-02	
401	1.36E-02	
402	1.38E-02	
403	1.39E-02	
404	1.42E-02	
405	1.44E-02	
406	1.47E-02	
407	1.51E-02	
408	1.55E-02	
409	1.59E-02	
410	1.63E-02	
411	1.66E-02	
412	1.70E-02	
413	0.01734439	
414	1.77E-02	
415	1.80E-02	
416	1.83E-02	
417	1.85E-02	
418	1.87E-02	
419	1.89E-02	
420	1.91E-02	
421	1.93E-02	
422	1.95E-02	
423	1.97E-02	
424	1.98E-02	
425	2.00E-02	
426	2.02E-02	
427	0.020407687	
428	2.06E-02	
429	2.08E-02	
430	2.11E-02	
431	2.14E-02	
432	2.17E-02	
433	2.20E-02	
434	2.23E-02	
435	2.25E-02	
436	2.28E-02	
437	2.29E-02	
438	2.31E-02	
439	0.023093181	
440	2.31E-02	
441	2.29E-02	
442	2.28E-02	
443	2.25E-02	
444	2.22E-02	
445	2.17E-02	
446	2.12E-02	
447	0.020736884	
448	2.02E-02	
449	1.97E-02	
450	1.92E-02	
451	1.87E-02	
452	0.018310316	
453	0.017936477	
454	0.017580062	
455	1.73E-02	
456	1.70E-02	
457	1.67E-02	
458	1.65E-02	
459	1.63E-02	
460	1.62E-02	
461	1.60E-02	
462	1.59E-02	
463	1.58E-02	
464	1.57E-02	
465	1.55E-02	
466	1.54E-02	
467	1.52E-02	
468	0.015095931	
469	1.50E-02	
470	1.49E-02	
471	1.48E-02	
472	1.48E-02	
473	1.48E-02	
474	0.014741365	
475	1.47E-02	
476	1.48E-02	
477	1.48E-02	
478	1.49E-02	
479	1.49E-02	
480	1.50E-02	
481	1.51E-02	
482	1.52E-02	
483	1.53E-02	
484	1.54E-02	
485	1.54E-02	
486	1.54E-02	
487	1.54E-02	
488	1.53E-02	
489	1.53E-02	
490	1.52E-02	
491	1.51E-02	
492	1.50E-02	
493	1.49E-02	
494	1.47E-02	
495	1.45E-02	
496	1.44E-02	
497	0.014178312	
498	1.40E-02	
499	1.38E-02	
500	1.36E-02	
501	1.34E-02	
502	1.32E-02	
503	0.013049078	
504	1.29E-02	
505	1.27E-02	
506	1.26E-02	
507	1.25E-02	
508	1.24E-02	
509	1.23E-02	
510	1.22E-02	
511	1.21E-02	
512	1.21E-02	
513	0.012068352	
514	0.012047066	
515	1.21E-02	
516	1.20E-02	
517	1.20E-02	
518	1.20E-02	
519	1.19E-02	
520	1.18E-02	
521	0.011610663	
522	1.15E-02	
523	1.13E-02	
524	1.11E-02	
525	1.08E-02	
526	1.05E-02	
527	1.03E-02	
528	9.92E-03	
529	9.58E-03	
530	9.21E-03	
531	8.81E-03	
532	8.41E-03	
533	8.00E-03	
534	7.60E-03	
535	7.22E-03	
536	6.81E-03	
537	6.42E-03	
538	6.04E-03	
539	5.66E-03	
540	5.29E-03	
541	4.94E-03	
542	4.62E-03	
543	4.30E-03	
544	4.01E-03	
545	3.74E-03	
546	3.50E-03	
547	3.28E-03	
548	3.07E-03	
549	2.87E-03	
550	2.69E-03	
551	2.52E-03	
552	2.36E-03	
553	2.23E-03	
554	2.12E-03	
555	2.00E-03	
556	1.89E-03	
557	1.82E-03	
558	1.74E-03	
559	1.67E-03	
560	1.62E-03	
561	1.56E-03	
562	1.53E-03	
563	1.49E-03	
564	1.47E-03	
565	1.45E-03	
566	1.43E-03	
567	1.43E-03	
568	1.43E-03	
569	1.44E-03	
570	1.44E-03	
571	0.001460554	
572	1.49E-03	
573	1.50E-03	
574	1.52E-03	
575	1.53E-03	
576	1.54E-03	
577	1.56E-03	
578	1.58E-03	
579	1.62E-03	
580	1.64E-03	
581	1.66E-03	
582	1.70E-03	
583	1.73E-03	
584	1.76E-03	
585	1.78E-03	
586	1.81E-03	
587	1.82E-03	
588	1.83E-03	
589	1.84E-03	
590	1.84E-03	
591	1.85E-03	
592	1.85E-03	
593	1.85E-03	
594	1.86E-03	
595	1.86E-03	
596	1.86E-03	
597	1.86E-03	
598	1.87E-03	
599	1.84E-03	
600	1.85E-03	
601	1.84E-03	
602	1.86E-03	
603	1.88E-03	
604	1.91E-03	
605	1.95E-03	
606	2.01E-03	
607	2.06E-03	
608	2.13E-03	
609	2.21E-03	
610	2.29E-03	
611	2.35E-03	
612	2.45E-03	
613	2.53E-03	
614	2.63E-03	
615	2.72E-03	
616	2.80E-03	
617	2.87E-03	
618	2.93E-03	
619	3.00E-03	
620	3.08E-03	
621	3.14E-03	
622	3.19E-03	
623	3.23E-03	
624	3.29E-03	
625	3.33E-03	
626	3.37E-03	
627	3.39E-03	
628	3.40E-03	
629	3.41E-03	
630	3.41E-03	
631	3.43E-03	
632	3.42E-03	
633	3.40E-03	
634	3.37E-03	
635	3.33E-03	
636	3.29E-03	
637	3.25E-03	
638	3.20E-03	
639	3.15E-03	
640	3.10E-03	
641	3.07E-03	
642	3.05E-03	
643	3.04E-03	
644	3.02E-03	
645	3.00E-03	
646	3.02E-03	
647	3.04E-03	
648	3.07E-03	
649	3.12E-03	
650	3.18E-03	
651	3.26E-03	
652	3.35E-03	
653	3.50E-03	
654	3.69E-03	
655	3.89E-03	
656	4.13E-03	
657	4.42E-03	
658	4.78E-03	
659	5.18E-03	
660	5.62E-03	
661	6.13E-03	
662	6.68E-03	
663	7.28E-03	
664	7.90E-03	
665	8.55E-03	
666	9.27E-03	
667	9.97E-03	
668	1.06E-02	
669	1.12E-02	
670	1.19E-02	
671	1.25E-02	
672	1.30E-02	
673	1.36E-02	
674	1.41E-02	
675	1.46E-02	
676	1.50E-02	
677	1.54E-02	
678	1.58E-02	
679	1.62E-02	
680	1.63E-02	
681	1.64E-02	
682	1.63E-02	
683	1.60E-02	
684	1.56E-02	
685	1.50E-02	
686	1.42E-02	
687	1.33E-02	
688	1.24E-02	
689	1.14E-02	
690	1.05E-02	
691	9.58E-03	
692	8.72E-03	
693	0.007893771	
694	7.13E-03	
695	6.46E-03	
696	5.91E-03	
697	5.42E-03	
698	4.91E-03	
699	4.49E-03	
700	4.09E-03	
701	3.71E-03	
702	3.49E-03	
703	3.30E-03	
704	3.05E-03	
705	2.84E-03	
706	2.64E-03	
707	2.43E-03	
708	2.21E-03	
709	1.97E-03	
710	0.001705643	
