OLIS-3D-ASCII	SySl1196					
375	4.17E-03					
376	4.15E-03					
377	4.16E-03					
378	4.19E-03					
379	4.24E-03					
380	4.31E-03					
381	4.38E-03					
382	4.46E-03					
383	4.55E-03					
384	4.58E-03					
385	0.00465818					
386	4.76E-03					
387	4.77E-03					
388	4.81E-03					
389	4.79E-03					
390	4.73E-03					
391	4.76E-03					
392	4.70E-03					
393	4.67E-03					
394	4.68E-03					
395	4.67E-03					
396	4.70E-03					
397	4.74E-03					
398	4.79E-03					
399	4.82E-03					
400	4.82E-03					
401	4.81E-03					
402	4.82E-03					
403	4.86E-03					
404	4.84E-03					
405	4.84E-03					
406	4.88E-03					
407	4.87E-03					
408	4.86E-03					
409	4.89E-03					
410	4.91E-03					
411	4.94E-03					
412	4.96E-03					
413	4.96E-03					
414	5.01E-03					
415	5.04E-03					
416	5.07E-03					
417	5.09E-03					
418	5.10E-03					
419	5.10E-03					
420	5.11E-03					
421	5.10E-03					
422	5.11E-03					
423	5.08E-03					
424	5.06E-03					
425	5.05E-03					
426	5.05E-03					
427	5.06E-03					
428	5.06E-03					
429	5.05E-03					
430	5.05E-03					
431	5.07E-03					
432	5.07E-03					
433	5.06E-03					
434	5.09E-03					
435	5.09E-03					
436	5.10E-03					
437	5.10E-03					
438	5.11E-03					
439	5.10E-03					
440	5.06E-03					
441	5.03E-03					
442	0.004997699					
443	4.94E-03					
444	4.86E-03					
445	4.78E-03					
446	4.70E-03					
447	4.62E-03					
448	4.51E-03					
449	4.43E-03					
450	4.36E-03					
451	4.30E-03					
452	4.26E-03					
453	4.20E-03					
454	4.16E-03					
455	4.11E-03					
456	4.06E-03					
457	4.02E-03					
458	3.98E-03					
459	3.94E-03					
460	3.88E-03					
461	3.85E-03					
462	3.81E-03					
463	3.77E-03					
464	3.74E-03					
465	3.70E-03					
466	3.67E-03					
467	3.63E-03					
468	3.59E-03					
469	3.56E-03					
470	3.53E-03					
471	3.48E-03					
472	3.44E-03					
473	3.41E-03					
474	3.37E-03					
475	3.34E-03					
476	3.31E-03					
477	3.29E-03					
478	3.27E-03					
479	3.26E-03					
480	3.25E-03					
481	3.24E-03					
482	3.23E-03					
483	3.22E-03					
484	3.22E-03					
485	3.23E-03					
486	3.25E-03					
487	3.27E-03					
488	3.28E-03					
489	3.30E-03					
490	3.29E-03					
491	3.31E-03					
492	3.29E-03					
493	3.28E-03					
494	3.27E-03					
495	3.26E-03					
496	3.26E-03					
497	3.26E-03					
498	3.27E-03					
499	3.26E-03					
500	3.25E-03					
501	3.25E-03					
502	3.24E-03					
503	3.21E-03					
504	3.17E-03					
505	3.14E-03					
506	3.11E-03					
507	3.07E-03					
508	3.06E-03					
509	3.02E-03					
510	2.99E-03					
511	2.97E-03					
512	2.95E-03					
513	2.93E-03					
514	2.91E-03					
515	2.89E-03					
516	2.87E-03					
517	2.84E-03					
518	2.81E-03					
519	2.78E-03					
520	2.76E-03					
521	2.72E-03					
522	2.69E-03					
523	2.66E-03					
524	2.61E-03					
525	2.58E-03					
526	2.55E-03					
527	2.51E-03					
528	2.48E-03					
529	2.43E-03					
530	2.39E-03					
531	2.35E-03					
532	2.31E-03					
533	2.27E-03					
534	2.23E-03					
535	2.19E-03					
536	2.16E-03					
537	2.15E-03					
538	2.11E-03					
539	2.08E-03					
540	2.07E-03					
541	2.04E-03					
542	2.03E-03					
543	2.02E-03					
544	2.01E-03					
545	1.99E-03					
546	0.001971641					
547	1.96E-03					
548	1.96E-03					
549	1.96E-03					
550	1.95E-03					
551	1.94E-03					
552	1.94E-03					
553	1.93E-03					
554	1.93E-03					
555	1.94E-03					
556	1.95E-03					
557	1.96E-03					
558	1.98E-03					
559	1.98E-03					
560	2.01E-03					
561	2.02E-03					
562	2.04E-03					
563	2.03E-03					
564	2.04E-03					
565	2.04E-03					
566	2.03E-03					
567	0.002048331					
568	2.05E-03					
569	2.04E-03					
570	2.03E-03					
571	1.99E-03					
572	1.95E-03					
573	1.89E-03					
574	1.83E-03					
575	1.75E-03					
576	1.68E-03					
577	1.59E-03					
578	1.50E-03					
579	1.42E-03					
580	1.34E-03					
581	1.27E-03					
582	1.22E-03					
583	1.16E-03					
584	1.12E-03					
585	1.09E-03					
586	1.07E-03					
587	1.07E-03					
588	1.05E-03					
589	1.02E-03					
590	9.86E-04					
591	9.55E-04					
592	9.40E-04					
593	9.14E-04					
594	8.97E-04					
595	8.81E-04					
596	8.69E-04					
597	8.77E-04					
598	8.84E-04					
599	8.86E-04					
600	8.76E-04					
601	8.68E-04					
602	8.64E-04					
603	8.58E-04					
604	8.46E-04					
605	8.39E-04					
606	8.31E-04					
607	8.42E-04					
608	8.51E-04					
609	8.69E-04					
610	8.76E-04					
611	8.75E-04					
612	8.79E-04					
613	8.91E-04					
614	9.15E-04					
615	9.30E-04					
616	9.38E-04					
617	9.41E-04					
618	9.31E-04					
619	9.26E-04					
620	9.23E-04					
621	9.17E-04					
622	9.19E-04					
623	9.15E-04					
624	9.24E-04					
625	9.47E-04					
626	9.67E-04					
627	9.98E-04					
628	1.01E-03					
629	1.02E-03					
630	1.01E-03					
631	1.01E-03					
632	1.01E-03					
633	1.01E-03					
634	9.96E-04					
635	9.65E-04					
636	9.42E-04					
637	9.23E-04					
638	9.01E-04					
639	9.00E-04					
640	8.90E-04					
641	9.10E-04					
642	9.16E-04					
643	9.26E-04					
644	9.62E-04					
645	9.76E-04					
646	9.87E-04					
647	9.86E-04					
648	9.93E-04					
649	1.01E-03					
650	1.01E-03					
651	1.02E-03					
652	1.01E-03					
653	1.03E-03					
654	1.04E-03					
655	1.07E-03					
656	1.11E-03					
657	1.16E-03					
658	1.21E-03					
659	1.29E-03					
660	1.34E-03					
661	1.43E-03					
662	1.51E-03					
663	1.59E-03					
664	1.66E-03					
665	1.72E-03					
666	1.80E-03					
667	1.89E-03					
668	1.97E-03					
669	2.07E-03					
670	2.15E-03					
671	2.22E-03					
672	2.29E-03					
673	2.39E-03					
674	2.48E-03					
675	2.55E-03					
676	2.62E-03					
677	2.67E-03					
678	2.75E-03					
679	2.80E-03					
680	2.82E-03					
681	2.83E-03					
682	2.78E-03					
683	2.71E-03					
684	2.66E-03					
685	2.54E-03					
686	2.41E-03					
687	2.25E-03					
688	2.11E-03					
689	1.93E-03					
690	1.79E-03					
691	1.63E-03					
692	1.50E-03					
693	1.39E-03					
694	1.29E-03					
