OLIS-3D-ASCII	SySl1111		
375	7.97E-03		
376	8.28E-03		
377	8.52E-03		
378	8.70E-03		
379	8.84E-03		
380	8.93E-03		
381	9.00E-03		
382	9.08E-03		
383	9.07E-03		
384	9.14E-03		
385	9.16E-03		
386	9.15E-03		
387	9.20E-03		
388	9.24E-03		
389	9.25E-03		
390	9.34E-03		
391	9.37E-03		
392	9.48E-03		
393	9.57E-03		
394	9.68E-03		
395	9.72E-03		
396	9.85E-03		
397	9.99E-03		
398	1.01E-02		
399	1.03E-02		
400	1.04E-02		
401	0.010548971		
402	1.07E-02		
403	1.09E-02		
404	1.12E-02		
405	1.14E-02		
406	1.16E-02		
407	1.19E-02		
408	1.22E-02		
409	1.24E-02		
410	1.27E-02		
411	0.013008084		
412	1.32E-02		
413	0.01346438		
414	1.37E-02		
415	1.39E-02		
416	1.41E-02		
417	1.42E-02		
418	1.44E-02		
419	1.45E-02		
420	1.46E-02		
421	1.48E-02		
422	1.50E-02		
423	1.51E-02		
424	1.52E-02		
425	1.53E-02		
426	0.015485204		
427	1.56E-02		
428	0.015800363		
429	1.59E-02		
430	1.61E-02		
431	1.63E-02		
432	1.65E-02		
433	0.01661071		
434	0.016724234		
435	1.68E-02		
436	1.69E-02		
437	1.69E-02		
438	1.69E-02		
439	1.69E-02		
440	1.68E-02		
441	0.016599747		
442	1.64E-02		
443	1.62E-02		
444	1.59E-02		
445	1.55E-02		
446	1.52E-02		
447	1.48E-02		
448	1.45E-02		
449	0.014159913		
450	1.38E-02		
451	1.35E-02		
452	0.013204691		
453	1.30E-02		
454	1.28E-02		
455	0.012595165		
456	0.012472425		
457	1.23E-02		
458	1.22E-02		
459	1.21E-02		
460	1.20E-02		
461	1.19E-02		
462	1.17E-02		
463	1.16E-02		
464	1.15E-02		
465	1.13E-02		
466	1.12E-02		
467	1.10E-02		
468	0.010840035		
469	1.07E-02		
470	1.05E-02		
471	1.03E-02		
472	1.01E-02		
473	9.94E-03		
474	9.76E-03		
475	9.62E-03		
476	9.48E-03		
477	9.37E-03		
478	9.26E-03		
479	9.18E-03		
480	9.13E-03		
481	9.09E-03		
482	9.10E-03		
483	9.12E-03		
484	9.14E-03		
485	9.17E-03		
486	9.22E-03		
487	9.27E-03		
488	9.32E-03		
489	9.36E-03		
490	9.40E-03		
491	9.43E-03		
492	9.45E-03		
493	9.46E-03		
494	9.47E-03		
495	9.45E-03		
496	9.39E-03		
497	9.33E-03		
498	9.23E-03		
499	9.10E-03		
500	8.93E-03		
501	8.75E-03		
502	8.57E-03		
503	8.36E-03		
504	8.14E-03		
505	7.91E-03		
506	7.67E-03		
507	7.42E-03		
508	7.16E-03		
509	6.90E-03		
510	6.64E-03		
511	6.36E-03		
512	6.07E-03		
513	5.80E-03		
514	5.56E-03		
515	5.33E-03		
516	5.09E-03		
517	4.87E-03		
518	4.64E-03		
519	4.44E-03		
520	4.23E-03		
521	4.03E-03		
522	3.84E-03		
523	3.66E-03		
524	3.47E-03		
525	3.32E-03		
526	3.18E-03		
527	3.06E-03		
528	2.94E-03		
529	2.82E-03		
530	2.70E-03		
531	2.58E-03		
532	2.47E-03		
533	2.36E-03		
534	2.27E-03		
535	2.18E-03		
536	2.09E-03		
537	2.03E-03		
538	1.96E-03		
539	1.89E-03		
540	1.82E-03		
541	1.76E-03		
542	1.70E-03		
543	1.63E-03		
544	0.001598498		
545	1.55E-03		
546	1.52E-03		
547	1.48E-03		
548	1.45E-03		
549	1.43E-03		
550	1.40E-03		
551	1.39E-03		
552	1.39E-03		
553	1.39E-03		
554	1.40E-03		
555	1.40E-03		
556	1.42E-03		
557	1.43E-03		
558	1.44E-03		
559	1.45E-03		
560	1.46E-03		
561	1.48E-03		
562	1.50E-03		
563	1.54E-03		
564	1.58E-03		
565	1.61E-03		
566	1.64E-03		
567	1.66E-03		
568	1.70E-03		
569	1.75E-03		
570	1.80E-03		
571	1.84E-03		
572	1.89E-03		
573	1.94E-03		
574	1.99E-03		
575	2.02E-03		
576	2.08E-03		
577	2.13E-03		
578	2.16E-03		
579	2.21E-03		
580	2.25E-03		
581	2.30E-03		
582	2.36E-03		
583	2.41E-03		
584	2.47E-03		
585	2.51E-03		
586	2.57E-03		
587	2.61E-03		
588	2.66E-03		
589	2.70E-03		
590	2.74E-03		
591	2.77E-03		
592	2.80E-03		
593	2.82E-03		
594	2.84E-03		
595	2.87E-03		
596	2.91E-03		
597	2.94E-03		
598	2.98E-03		
599	3.02E-03		
600	3.06E-03		
601	3.12E-03		
602	3.18E-03		
603	3.25E-03		
604	3.34E-03		
605	3.42E-03		
606	3.50E-03		
607	3.59E-03		
608	3.66E-03		
609	3.74E-03		
610	3.81E-03		
611	3.88E-03		
612	3.97E-03		
613	4.07E-03		
614	4.15E-03		
615	4.24E-03		
616	4.33E-03		
617	4.41E-03		
618	4.48E-03		
619	4.55E-03		
620	4.61E-03		
621	4.68E-03		
622	4.73E-03		
623	4.77E-03		
624	4.81E-03		
625	4.84E-03		
626	4.85E-03		
627	4.88E-03		
628	4.89E-03		
629	4.89E-03		
630	4.89E-03		
631	4.90E-03		
632	4.91E-03		
633	4.90E-03		
634	4.90E-03		
635	4.87E-03		
636	4.83E-03		
637	4.81E-03		
638	4.76E-03		
639	4.71E-03		
640	4.64E-03		
641	4.58E-03		
642	4.50E-03		
643	4.41E-03		
644	4.32E-03		
645	4.22E-03		
646	4.14E-03		
647	4.05E-03		
648	3.97E-03		
649	3.89E-03		
650	3.83E-03		
651	3.79E-03		
652	3.75E-03		
653	3.75E-03		
654	3.76E-03		
655	3.82E-03		
656	3.91E-03		
657	4.02E-03		
658	4.17E-03		
659	4.35E-03		
660	4.55E-03		
661	4.79E-03		
662	5.07E-03		
663	5.38E-03		
664	5.72E-03		
665	6.07E-03		
666	6.45E-03		
667	6.82E-03		
668	7.18E-03		
669	7.52E-03		
670	7.87E-03		
671	8.19E-03		
672	8.50E-03		
673	8.82E-03		
674	9.11E-03		
675	9.42E-03		
676	9.68E-03		
677	9.86E-03		
678	1.00E-02		
679	1.01E-02		
680	1.01E-02		
681	1.00E-02		
682	9.82E-03		
683	9.50E-03		
684	9.08E-03		
685	8.61E-03		
686	8.03E-03		
687	7.42E-03		
688	6.74E-03		
689	6.13E-03		
690	5.52E-03		
691	4.95E-03		
692	4.48E-03		
693	4.01E-03		
694	0.003555146		
695	3.13E-03		
696	2.76E-03		
697	2.44E-03		
698	2.18E-03		
699	1.87E-03		
700	1.60E-03		
701	1.41E-03		
702	1.29E-03		
703	1.09E-03		
704	1.05E-03		
705	9.24E-04		
706	7.92E-04		
707	6.54E-04		
708	5.06E-04		
709	3.45E-04		
710	1.70E-04		
