OLIS-3D-ASCII	SySl1108					
375	7.93E-03					
376	8.26E-03					
377	8.55E-03					
378	8.78E-03					
379	8.96E-03					
380	9.10E-03					
381	9.19E-03					
382	9.25E-03					
383	9.32E-03					
384	9.28E-03					
385	9.30E-03					
386	9.24E-03					
387	9.29E-03					
388	9.32E-03					
389	9.37E-03					
390	9.36E-03					
391	9.46E-03					
392	9.51E-03					
393	9.54E-03					
394	9.60E-03					
395	9.67E-03					
396	9.76E-03					
397	9.85E-03					
398	9.91E-03					
399	1.00E-02					
400	1.02E-02					
401	1.03E-02					
402	1.04E-02					
403	1.06E-02					
404	1.08E-02					
405	1.11E-02					
406	1.13E-02					
407	1.16E-02					
408	1.18E-02					
409	1.21E-02					
410	1.24E-02					
411	1.26E-02					
412	1.28E-02					
413	1.30E-02					
414	1.33E-02					
415	0.01347418					
416	1.37E-02					
417	1.38E-02					
418	1.40E-02					
419	1.41E-02					
420	1.42E-02					
421	1.43E-02					
422	0.014359969					
423	1.44E-02					
424	1.45E-02					
425	1.46E-02					
426	1.47E-02					
427	1.48E-02					
428	1.49E-02					
429	1.51E-02					
430	1.53E-02					
431	1.54E-02					
432	1.56E-02					
433	1.57E-02					
434	1.58E-02					
435	1.59E-02					
436	1.59E-02					
437	1.60E-02					
438	1.59E-02					
439	1.59E-02					
440	1.57E-02					
441	1.56E-02					
442	1.54E-02					
443	1.51E-02					
444	1.48E-02					
445	1.44E-02					
446	1.40E-02					
447	1.37E-02					
448	0.013262142					
449	1.29E-02					
450	1.26E-02					
451	1.23E-02					
452	1.20E-02					
453	1.18E-02					
454	1.16E-02					
455	1.14E-02					
456	0.011229906					
457	1.11E-02					
458	1.09E-02					
459	1.08E-02					
460	0.010705428					
461	0.010602672					
462	1.05E-02					
463	1.04E-02					
464	1.02E-02					
465	1.01E-02					
466	9.94E-03					
467	9.77E-03					
468	9.60E-03					
469	9.43E-03					
470	9.28E-03					
471	9.15E-03					
472	9.00E-03					
473	8.86E-03					
474	8.72E-03					
475	8.59E-03					
476	8.50E-03					
477	8.39E-03					
478	8.29E-03					
479	8.21E-03					
480	8.17E-03					
481	8.15E-03					
482	8.15E-03					
483	8.17E-03					
484	8.18E-03					
485	8.21E-03					
486	8.25E-03					
487	8.31E-03					
488	8.38E-03					
489	8.46E-03					
490	8.52E-03					
491	8.59E-03					
492	0.008671754					
493	8.73E-03					
494	8.80E-03					
495	8.83E-03					
496	8.86E-03					
497	8.86E-03					
498	8.83E-03					
499	8.77E-03					
500	8.71E-03					
501	8.65E-03					
502	8.57E-03					
503	8.47E-03					
504	8.36E-03					
505	8.25E-03					
506	8.12E-03					
507	7.99E-03					
508	7.87E-03					
509	7.72E-03					
510	7.57E-03					
511	7.42E-03					
512	7.29E-03					
513	7.16E-03					
514	7.03E-03					
515	6.91E-03					
516	6.80E-03					
517	6.71E-03					
518	6.61E-03					
519	6.53E-03					
520	6.47E-03					
521	6.41E-03					
522	6.38E-03					
523	6.34E-03					
524	6.31E-03					
525	6.29E-03					
526	6.28E-03					
527	6.27E-03					
528	6.28E-03					
529	6.29E-03					
530	6.29E-03					
531	6.31E-03					
532	6.34E-03					
533	6.38E-03					
534	6.42E-03					
535	6.46E-03					
536	6.50E-03					
537	6.57E-03					
538	6.63E-03					
539	6.69E-03					
540	6.76E-03					
541	6.83E-03					
542	6.91E-03					
543	6.99E-03					
544	7.09E-03					
545	7.18E-03					
546	7.27E-03					
547	7.36E-03					
548	7.44E-03					
549	7.52E-03					
550	7.60E-03					
551	7.67E-03					
552	7.76E-03					
553	7.86E-03					
554	7.94E-03					
555	8.02E-03					
556	8.12E-03					
557	8.20E-03					
558	8.29E-03					
559	8.38E-03					
560	8.50E-03					
561	8.61E-03					
562	8.73E-03					
563	8.83E-03					
564	8.97E-03					
565	9.07E-03					
566	9.13E-03					
567	9.18E-03					
568	9.19E-03					
569	9.12E-03					
570	9.00E-03					
571	8.82E-03					
572	8.58E-03					
573	8.25E-03					
574	7.87E-03					
575	7.45E-03					
576	7.01E-03					
577	6.56E-03					
578	6.10E-03					
579	5.68E-03					
580	5.29E-03					
581	4.91E-03					
582	4.60E-03					
583	4.32E-03					
584	4.07E-03					
585	3.84E-03					
586	3.66E-03					
587	3.51E-03					
588	3.39E-03					
589	3.28E-03					
590	3.19E-03					
591	3.12E-03					
592	3.05E-03					
593	2.99E-03					
594	2.94E-03					
595	2.89E-03					
596	2.86E-03					
597	2.82E-03					
598	2.80E-03					
599	2.79E-03					
600	2.78E-03					
601	0.00277497					
602	2.76E-03					
603	2.75E-03					
604	2.75E-03					
605	2.74E-03					
606	2.76E-03					
607	2.79E-03					
608	2.83E-03					
609	2.87E-03					
610	2.92E-03					
611	2.97E-03					
612	3.02E-03					
613	3.05E-03					
614	3.06E-03					
615	0.003085967					
616	3.12E-03					
617	3.15E-03					
618	3.20E-03					
619	3.22E-03					
620	3.26E-03					
621	3.27E-03					
622	3.31E-03					
623	3.33E-03					
624	3.35E-03					
625	3.36E-03					
626	3.36E-03					
627	3.36E-03					
628	3.39E-03					
629	3.39E-03					
630	3.39E-03					
631	3.37E-03					
632	3.35E-03					
633	3.32E-03					
634	3.31E-03					
635	3.28E-03					
636	3.25E-03					
637	3.24E-03					
638	3.22E-03					
639	3.18E-03					
640	3.18E-03					
641	3.14E-03					
642	3.12E-03					
643	3.09E-03					
644	3.08E-03					
645	3.07E-03					
646	3.07E-03					
647	3.06E-03					
648	3.08E-03					
649	3.12E-03					
650	3.16E-03					
651	3.20E-03					
652	3.26E-03					
653	3.33E-03					
654	3.42E-03					
655	3.55E-03					
656	3.72E-03					
657	3.89E-03					
658	4.09E-03					
659	4.31E-03					
660	4.57E-03					
661	4.87E-03					
662	5.16E-03					
663	5.49E-03					
664	5.83E-03					
665	6.16E-03					
666	6.50E-03					
667	6.84E-03					
668	7.19E-03					
669	7.50E-03					
670	7.80E-03					
671	8.13E-03					
672	8.41E-03					
673	8.73E-03					
674	9.01E-03					
675	9.30E-03					
676	9.60E-03					
677	9.83E-03					
678	1.01E-02					
679	1.03E-02					
680	1.04E-02					
681	0.010415049					
682	1.03E-02					
683	1.01E-02					
684	9.81E-03					
685	9.36E-03					
686	8.84E-03					
687	8.26E-03					
688	7.65E-03					
689	7.04E-03					
690	6.47E-03					
691	5.90E-03					
692	5.37E-03					
693	4.87E-03					
694	4.47E-03					
695	4.13E-03					
696	3.82E-03					
697	3.48E-03					
698	3.21E-03					
699	2.98E-03					
700	2.77E-03					
701	2.62E-03					
702	2.48E-03					
703	2.35E-03					
704	2.22E-03					
705	2.15E-03					
706	2.08E-03					
707	2.02E-03					
708	1.95E-03					
709	1.87E-03					
710	1.77E-03					
