OLIS-3D-ASCII	SySl1019		
375	1.86E-02		
376	1.90E-02		
377	1.95E-02		
378	1.98E-02		
379	2.01E-02		
380	0.02041401		
381	2.06E-02		
382	0.020666315		
383	2.07E-02		
384	2.07E-02		
385	2.06E-02		
386	2.06E-02		
387	2.05E-02		
388	2.05E-02		
389	2.05E-02		
390	2.05E-02		
391	2.05E-02		
392	2.06E-02		
393	0.020639953		
394	2.07E-02		
395	2.08E-02		
396	2.08E-02		
397	2.09E-02		
398	2.10E-02		
399	2.12E-02		
400	2.14E-02		
401	2.16E-02		
402	2.19E-02		
403	2.23E-02		
404	2.27E-02		
405	2.31E-02		
406	2.36E-02		
407	2.41E-02		
408	0.024516088		
409	2.51E-02		
410	2.56E-02		
411	2.62E-02		
412	2.67E-02		
413	2.71E-02		
414	0.02763015		
415	0.028108817		
416	2.85E-02		
417	2.88E-02		
418	2.91E-02		
419	2.92E-02		
420	0.029353831		
421	2.95E-02		
422	2.96E-02		
423	2.97E-02		
424	2.98E-02		
425	3.00E-02		
426	3.02E-02		
427	3.06E-02		
428	3.09E-02		
429	3.13E-02		
430	3.17E-02		
431	3.21E-02		
432	3.25E-02		
433	3.30E-02		
434	3.34E-02		
435	3.38E-02		
436	3.41E-02		
437	3.43E-02		
438	3.44E-02		
439	3.43E-02		
440	3.40E-02		
441	3.36E-02		
442	3.31E-02		
443	3.24E-02		
444	0.031608675		
445	3.07E-02		
446	2.97E-02		
447	2.86E-02		
448	2.76E-02		
449	2.66E-02		
450	2.56E-02		
451	2.47E-02		
452	2.39E-02		
453	2.32E-02		
454	2.26E-02		
455	2.21E-02		
456	2.17E-02		
457	2.13E-02		
458	2.09E-02		
459	2.06E-02		
460	2.03E-02		
461	2.01E-02		
462	1.99E-02		
463	1.97E-02		
464	1.95E-02		
465	1.93E-02		
466	1.91E-02		
467	1.89E-02		
468	1.87E-02		
469	1.85E-02		
470	1.84E-02		
471	0.018266852		
472	1.81E-02		
473	1.80E-02		
474	0.017915277		
475	1.78E-02		
476	1.78E-02		
477	1.77E-02		
478	1.77E-02		
479	1.77E-02		
480	1.77E-02		
481	1.78E-02		
482	1.79E-02		
483	1.79E-02		
484	1.80E-02		
485	1.80E-02		
486	1.80E-02		
487	0.018046436		
488	1.81E-02		
489	1.80E-02		
490	1.80E-02		
491	1.79E-02		
492	1.79E-02		
493	1.78E-02		
494	0.017650578		
495	1.75E-02		
496	1.74E-02		
497	0.017166981		
498	0.016987995		
499	1.68E-02		
500	1.65E-02		
501	0.016301345		
502	1.61E-02		
503	1.58E-02		
504	1.56E-02		
505	1.54E-02		
506	1.52E-02		
507	1.50E-02		
508	1.47E-02		
509	1.45E-02		
510	1.43E-02		
511	0.014121533		
512	1.39E-02		
513	1.37E-02		
514	1.36E-02		
515	1.34E-02		
516	1.32E-02		
517	1.30E-02		
518	1.28E-02		
519	1.26E-02		
520	1.24E-02		
521	1.21E-02		
522	1.19E-02		
523	1.16E-02		
524	1.13E-02		
525	1.10E-02		
526	1.07E-02		
527	1.03E-02		
528	9.98E-03		
529	9.59E-03		
530	9.19E-03		
531	8.83E-03		
532	8.45E-03		
533	8.08E-03		
534	7.71E-03		
535	7.36E-03		
536	7.01E-03		
537	6.68E-03		
538	6.37E-03		
539	6.07E-03		
540	5.78E-03		
541	5.48E-03		
542	5.21E-03		
543	4.98E-03		
544	4.76E-03		
545	4.57E-03		
546	4.41E-03		
547	4.26E-03		
548	4.13E-03		
549	4.00E-03		
550	3.89E-03		
551	3.81E-03		
552	3.75E-03		
553	3.70E-03		
554	3.67E-03		
555	3.64E-03		
556	3.61E-03		
557	3.60E-03		
558	3.60E-03		
559	3.60E-03		
560	3.63E-03		
561	3.67E-03		
562	3.70E-03		
563	3.77E-03		
564	3.85E-03		
565	3.94E-03		
566	4.02E-03		
567	4.11E-03		
568	4.21E-03		
569	4.32E-03		
570	4.45E-03		
571	4.57E-03		
572	4.70E-03		
573	4.81E-03		
574	4.91E-03		
575	5.02E-03		
576	5.12E-03		
577	5.22E-03		
578	5.33E-03		
579	5.45E-03		
580	5.57E-03		
581	5.70E-03		
582	5.84E-03		
583	5.94E-03		
584	6.05E-03		
585	6.15E-03		
586	6.26E-03		
587	6.37E-03		
588	6.46E-03		
589	6.56E-03		
590	6.66E-03		
591	6.75E-03		
592	6.83E-03		
593	6.92E-03		
594	6.98E-03		
595	7.05E-03		
596	7.12E-03		
597	7.18E-03		
598	7.25E-03		
599	7.34E-03		
600	7.41E-03		
601	7.52E-03		
602	7.63E-03		
603	7.76E-03		
604	7.90E-03		
605	8.07E-03		
606	8.25E-03		
607	8.44E-03		
608	8.64E-03		
609	8.84E-03		
610	9.07E-03		
611	9.31E-03		
612	9.55E-03		
613	9.82E-03		
614	1.01E-02		
615	1.03E-02		
616	1.06E-02		
617	1.08E-02		
618	1.10E-02		
619	1.13E-02		
620	1.15E-02		
621	1.16E-02		
622	0.011810581		
623	1.19E-02		
624	1.21E-02		
625	0.012172081		
626	1.22E-02		
627	1.23E-02		
628	1.24E-02		
629	1.24E-02		
630	1.24E-02		
631	1.25E-02		
632	1.25E-02		
633	1.24E-02		
634	1.24E-02		
635	1.23E-02		
636	1.22E-02		
637	1.21E-02		
638	1.21E-02		
639	1.20E-02		
640	1.19E-02		
641	1.18E-02		
642	1.18E-02		
643	1.17E-02		
644	1.17E-02		
645	1.16E-02		
646	1.16E-02		
647	1.17E-02		
648	0.011682931		
649	1.18E-02		
650	1.19E-02		
651	1.20E-02		
652	1.21E-02		
653	0.012223788		
654	1.24E-02		
655	1.26E-02		
656	0.012889903		
657	1.32E-02		
658	1.36E-02		
659	1.40E-02		
660	1.45E-02		
661	1.51E-02		
662	1.58E-02		
663	1.65E-02		
664	1.73E-02		
665	1.82E-02		
666	1.91E-02		
667	2.00E-02		
668	2.09E-02		
669	2.17E-02		
670	2.25E-02		
671	2.33E-02		
672	2.40E-02		
673	2.48E-02		
674	2.56E-02		
675	2.62E-02		
676	0.026872526		
677	2.75E-02		
678	2.81E-02		
679	2.85E-02		
680	2.88E-02		
681	2.88E-02		
682	2.85E-02		
683	2.79E-02		
684	0.027122623		
685	2.61E-02		
686	0.02473463		
687	2.32E-02		
688	2.16E-02		
689	2.00E-02		
690	1.85E-02		
691	1.70E-02		
692	1.56E-02		
693	1.43E-02		
694	1.31E-02		
695	0.012020878		
696	1.11E-02		
697	1.03E-02		
698	9.56E-03		
699	8.94E-03		
700	8.45E-03		
701	8.05E-03		
702	7.65E-03		
703	7.36E-03		
704	7.03E-03		
705	6.70E-03		
706	6.34E-03		
707	5.94E-03		
708	5.49E-03		
709	4.97E-03		
710	4.37E-03		
