OLIS-3D-ASCII	SySl1107						
375	9.39E-03						
376	9.51E-03						
377	9.69E-03						
378	9.91E-03						
379	1.01E-02						
380	1.04E-02						
381	0.010583124						
382	1.07E-02						
383	1.07E-02						
384	1.07E-02						
385	1.07E-02						
386	1.06E-02						
387	1.05E-02						
388	1.05E-02						
389	0.0105419						
390	0.010635517						
391	1.08E-02						
392	1.09E-02						
393	1.09E-02						
394	1.10E-02						
395	1.11E-02						
396	1.11E-02						
397	1.12E-02						
398	1.13E-02						
399	1.14E-02						
400	1.16E-02						
401	1.17E-02						
402	1.19E-02						
403	1.21E-02						
404	0.012232043						
405	0.012454967						
406	1.28E-02						
407	1.30E-02						
408	1.33E-02						
409	1.36E-02						
410	1.39E-02						
411	1.42E-02						
412	1.45E-02						
413	1.47E-02						
414	1.49E-02						
415	1.51E-02						
416	1.53E-02						
417	1.55E-02						
418	1.56E-02						
419	1.57E-02						
420	1.58E-02						
421	0.015933795						
422	1.60E-02						
423	1.60E-02						
424	1.61E-02						
425	1.62E-02						
426	1.64E-02						
427	1.65E-02						
428	1.67E-02						
429	1.68E-02						
430	1.70E-02						
431	1.72E-02						
432	1.74E-02						
433	1.75E-02						
434	1.76E-02						
435	1.77E-02						
436	0.017800371						
437	1.78E-02						
438	1.78E-02						
439	1.77E-02						
440	1.76E-02						
441	1.74E-02						
442	1.72E-02						
443	1.68E-02						
444	1.64E-02						
445	1.60E-02						
446	1.55E-02						
447	1.51E-02						
448	1.46E-02						
449	1.41E-02						
450	1.37E-02						
451	1.33E-02						
452	1.30E-02						
453	1.27E-02						
454	1.25E-02						
455	1.22E-02						
456	1.20E-02						
457	1.19E-02						
458	1.17E-02						
459	1.16E-02						
460	0.011441659						
461	1.13E-02						
462	1.12E-02						
463	1.11E-02						
464	0.010981845						
465	1.08E-02						
466	1.07E-02						
467	0.01054986						
468	1.04E-02						
469	1.02E-02						
470	1.00E-02						
471	9.88E-03						
472	9.73E-03						
473	9.58E-03						
474	9.42E-03						
475	9.27E-03						
476	9.18E-03						
477	9.07E-03						
478	8.97E-03						
479	8.91E-03						
480	8.86E-03						
481	8.84E-03						
482	8.84E-03						
483	8.87E-03						
484	8.89E-03						
485	8.93E-03						
486	8.97E-03						
487	9.03E-03						
488	9.11E-03						
489	9.19E-03						
490	9.26E-03						
491	9.33E-03						
492	9.42E-03						
493	9.49E-03						
494	9.56E-03						
495	9.59E-03						
496	9.61E-03						
497	9.61E-03						
498	9.58E-03						
499	9.51E-03						
500	9.41E-03						
501	9.30E-03						
502	9.18E-03						
503	9.06E-03						
504	8.93E-03						
505	8.80E-03						
506	8.68E-03						
507	8.54E-03						
508	8.39E-03						
509	8.24E-03						
510	8.07E-03						
511	7.88E-03						
512	7.69E-03						
513	7.52E-03						
514	7.37E-03						
515	7.23E-03						
516	7.10E-03						
517	6.99E-03						
518	6.88E-03						
519	6.81E-03						
520	6.70E-03						
521	6.63E-03						
522	6.55E-03						
523	6.48E-03						
524	6.41E-03						
525	6.38E-03						
526	6.36E-03						
527	6.33E-03						
528	6.31E-03						
529	6.30E-03						
530	6.30E-03						
531	6.31E-03						
532	6.32E-03						
533	6.33E-03						
534	6.34E-03						
535	6.37E-03						
536	6.40E-03						
537	6.45E-03						
538	6.49E-03						
539	6.52E-03						
540	6.58E-03						
541	6.63E-03						
542	6.67E-03						
543	6.72E-03						
544	6.79E-03						
545	6.83E-03						
546	6.91E-03						
547	6.99E-03						
548	7.05E-03						
549	7.10E-03						
550	7.17E-03						
551	7.24E-03						
552	7.32E-03						
553	7.39E-03						
554	7.46E-03						
555	7.53E-03						
556	7.60E-03						
557	7.68E-03						
558	7.78E-03						
559	7.87E-03						
560	7.96E-03						
561	8.05E-03						
562	8.15E-03						
563	8.25E-03						
564	8.37E-03						
565	0.008465103						
566	8.56E-03						
567	8.60E-03						
568	8.60E-03						
569	8.57E-03						
570	8.47E-03						
571	8.32E-03						
572	8.12E-03						
573	7.83E-03						
574	7.50E-03						
575	7.15E-03						
576	6.79E-03						
577	6.42E-03						
578	6.06E-03						
579	5.69E-03						
580	5.35E-03						
581	5.05E-03						
582	4.78E-03						
583	0.00453829						
584	4.34E-03						
585	4.15E-03						
586	4.00E-03						
587	3.86E-03						
588	3.75E-03						
589	3.66E-03						
590	3.58E-03						
591	3.52E-03						
592	3.45E-03						
593	3.40E-03						
594	3.34E-03						
595	3.31E-03						
596	3.27E-03						
597	3.24E-03						
598	3.22E-03						
599	3.20E-03						
600	3.21E-03						
601	3.21E-03						
602	3.21E-03						
603	3.21E-03						
604	3.21E-03						
605	3.22E-03						
606	3.23E-03						
607	3.25E-03						
608	3.27E-03						
609	3.32E-03						
610	3.37E-03						
611	3.42E-03						
