OLIS-3D-ASCII	SySl1223		
375	2.80E-03		
376	2.79E-03		
377	2.80E-03		
378	2.83E-03		
379	2.86E-03		
380	2.91E-03		
381	2.95E-03		
382	3.01E-03		
383	3.04E-03		
384	3.02E-03		
385	3.00E-03		
386	2.99E-03		
387	3.04E-03		
388	3.03E-03		
389	2.98E-03		
390	2.99E-03		
391	3.04E-03		
392	3.09E-03		
393	3.15E-03		
394	3.21E-03		
395	3.30E-03		
396	3.36E-03		
397	3.35E-03		
398	3.34E-03		
399	3.34E-03		
400	3.31E-03		
401	3.32E-03		
402	3.37E-03		
403	3.41E-03		
404	3.45E-03		
405	3.53E-03		
406	3.60E-03		
407	3.71E-03		
408	3.79E-03		
409	3.85E-03		
410	3.93E-03		
411	4.00E-03		
412	4.09E-03		
413	4.17E-03		
414	4.26E-03		
415	4.34E-03		
416	4.37E-03		
417	4.42E-03		
418	4.46E-03		
419	4.46E-03		
420	4.50E-03		
421	4.52E-03		
422	4.53E-03		
423	4.54E-03		
424	4.58E-03		
425	4.61E-03		
426	4.66E-03		
427	4.70E-03		
428	4.75E-03		
429	4.78E-03		
430	4.81E-03		
431	4.83E-03		
432	4.87E-03		
433	4.93E-03		
434	4.99E-03		
435	5.01E-03		
436	5.02E-03		
437	5.02E-03		
438	5.00E-03		
439	4.96E-03		
440	4.91E-03		
441	0.004850467		
442	4.79E-03		
443	4.70E-03		
444	4.63E-03		
445	4.56E-03		
446	4.47E-03		
447	4.36E-03		
448	4.26E-03		
449	0.00416197		
450	4.04E-03		
451	3.94E-03		
452	3.86E-03		
453	3.79E-03		
454	3.74E-03		
455	3.68E-03		
456	3.65E-03		
457	3.59E-03		
458	3.55E-03		
459	3.51E-03		
460	3.45E-03		
461	3.41E-03		
462	3.36E-03		
463	3.29E-03		
464	3.24E-03		
465	3.20E-03		
466	3.17E-03		
467	3.11E-03		
468	3.06E-03		
469	2.99E-03		
470	2.93E-03		
471	2.88E-03		
472	2.82E-03		
473	2.77E-03		
474	2.72E-03		
475	2.68E-03		
476	2.65E-03		
477	2.63E-03		
478	2.61E-03		
479	2.57E-03		
480	2.56E-03		
481	2.53E-03		
482	2.52E-03		
483	2.50E-03		
484	2.49E-03		
485	2.49E-03		
486	2.49E-03		
487	2.50E-03		
488	2.52E-03		
489	2.53E-03		
490	2.54E-03		
491	2.55E-03		
492	2.57E-03		
493	2.57E-03		
494	2.57E-03		
495	2.57E-03		
496	2.56E-03		
497	2.55E-03		
498	2.54E-03		
