OLIS-3D-ASCII	SySl1030			
375	5.02E-03			
376	5.32E-03			
377	5.59E-03			
378	5.84E-03			
379	6.07E-03			
380	6.28E-03			
381	6.48E-03			
382	6.71E-03			
383	6.92E-03			
384	6.98E-03			
385	7.05E-03			
386	7.10E-03			
387	7.22E-03			
388	7.27E-03			
389	7.28E-03			
390	7.39E-03			
391	7.47E-03			
392	7.59E-03			
393	7.75E-03			
394	7.94E-03			
395	8.07E-03			
396	8.19E-03			
397	8.31E-03			
398	8.40E-03			
399	8.53E-03			
400	8.60E-03			
401	8.73E-03			
402	8.94E-03			
403	9.15E-03			
404	9.42E-03			
405	9.73E-03			
406	1.00E-02			
407	1.04E-02			
408	1.07E-02			
409	1.09E-02			
410	1.12E-02			
411	1.15E-02			
412	1.17E-02			
413	0.012024168			
414	1.23E-02			
415	1.25E-02			
416	1.27E-02			
417	1.29E-02			
418	1.30E-02			
419	1.32E-02			
420	1.32E-02			
421	1.33E-02			
422	1.34E-02			
423	1.35E-02			
424	1.37E-02			
425	1.38E-02			
426	0.013963678			
427	1.41E-02			
428	1.42E-02			
429	1.44E-02			
430	1.45E-02			
431	1.47E-02			
432	1.48E-02			
433	0.014981696			
434	1.51E-02			
435	1.52E-02			
436	0.015337039			
437	1.54E-02			
438	1.54E-02			
439	1.53E-02			
440	1.52E-02			
441	1.50E-02			
442	1.47E-02			
443	1.44E-02			
444	1.40E-02			
445	1.36E-02			
446	0.013169869			
447	1.27E-02			
448	1.22E-02			
449	1.18E-02			
450	1.14E-02			
451	1.10E-02			
452	1.07E-02			
453	1.04E-02			
454	1.01E-02			
455	9.90E-03			
456	9.72E-03			
457	9.56E-03			
458	9.42E-03			
459	9.30E-03			
460	9.19E-03			
461	9.09E-03			
462	9.00E-03			
463	8.93E-03			
464	8.85E-03			
465	8.75E-03			
466	8.64E-03			
467	8.54E-03			
468	8.41E-03			
469	8.28E-03			
470	8.16E-03			
471	8.04E-03			
472	7.93E-03			
473	7.82E-03			
474	7.75E-03			
475	7.65E-03			
476	7.59E-03			
477	7.53E-03			
478	0.00747143			
479	7.42E-03			
480	7.38E-03			
481	7.38E-03			
482	7.39E-03			
483	7.40E-03			
484	7.45E-03			
485	7.52E-03			
486	7.61E-03			
487	7.68E-03			
488	7.80E-03			
489	7.91E-03			
490	8.00E-03			
491	8.09E-03			
492	8.18E-03			
493	8.29E-03			
494	8.36E-03			
495	8.41E-03			
496	8.47E-03			
497	8.52E-03			
498	8.55E-03			
499	8.57E-03			
500	8.56E-03			
501	8.57E-03			
502	8.55E-03			
503	8.54E-03			
504	8.49E-03			
505	8.46E-03			
506	8.39E-03			
507	8.32E-03			
508	8.25E-03			
509	8.18E-03			
510	8.12E-03			
511	8.04E-03			
512	7.95E-03			
513	7.88E-03			
514	7.85E-03			
515	7.82E-03			
516	7.76E-03			
517	7.74E-03			
518	7.72E-03			
519	7.70E-03			
520	7.71E-03			
521	7.71E-03			
522	7.74E-03			
523	7.74E-03			
524	7.74E-03			
525	7.77E-03			
526	7.81E-03			
527	7.83E-03			
528	7.86E-03			
529	7.93E-03			
530	7.99E-03			
531	8.06E-03			
532	8.15E-03			
533	8.24E-03			
534	8.34E-03			
535	8.44E-03			
536	8.54E-03			
537	8.67E-03			
538	8.77E-03			
539	8.87E-03			
540	9.00E-03			
541	9.13E-03			
542	9.24E-03			
543	9.37E-03			
544	9.48E-03			
545	9.59E-03			
546	9.71E-03			
547	9.82E-03			
548	9.93E-03			
549	1.01E-02			
550	1.02E-02			
551	1.03E-02			
552	1.04E-02			
553	1.05E-02			
554	1.07E-02			
555	0.010801233			
556	1.09E-02			
557	1.10E-02			
558	1.11E-02			
559	1.12E-02			
560	1.13E-02			
561	1.15E-02			
562	1.16E-02			
563	1.17E-02			
564	1.18E-02			
565	1.19E-02			
566	1.20E-02			
567	1.21E-02			
568	1.21E-02			
569	1.20E-02			
570	0.01189064			
571	1.17E-02			
572	0.011426575			
573	1.11E-02			
574	1.07E-02			
575	1.02E-02			
576	9.73E-03			
577	9.20E-03			
578	8.67E-03			
579	8.13E-03			
580	7.61E-03			
581	7.15E-03			
582	6.74E-03			
583	6.36E-03			
584	6.03E-03			
585	5.76E-03			
586	5.54E-03			
587	5.36E-03			
588	5.21E-03			
589	5.08E-03			
590	4.96E-03			
591	4.87E-03			
592	4.81E-03			
593	4.76E-03			
594	4.71E-03			
595	4.67E-03			
596	4.64E-03			
597	4.62E-03			
598	4.60E-03			
599	4.58E-03			
600	4.60E-03			
601	4.61E-03			
602	4.62E-03			
603	4.64E-03			
604	4.69E-03			
605	4.71E-03			
606	4.75E-03			
607	4.82E-03			
608	4.86E-03			
609	4.92E-03			
610	4.98E-03			
611	5.05E-03			
612	5.13E-03			
613	5.19E-03			
614	5.24E-03			
615	5.30E-03			
616	5.35E-03			
617	5.41E-03			
618	5.47E-03			
619	5.52E-03			
620	5.56E-03			
621	5.61E-03			
622	5.64E-03			
623	5.65E-03			
624	5.67E-03			
625	5.68E-03			
626	5.68E-03			
627	5.68E-03			
628	5.68E-03			
629	5.65E-03			
630	5.63E-03			
631	5.58E-03			
632	5.55E-03			
633	5.49E-03			
634	5.42E-03			
635	5.36E-03			
636	5.31E-03			
637	5.28E-03			
638	5.22E-03			
639	5.20E-03			
640	5.16E-03			
641	5.10E-03			
642	5.07E-03			
643	5.03E-03			
644	5.01E-03			
645	4.98E-03			
646	4.97E-03			
647	4.97E-03			
648	4.98E-03			
649	5.01E-03			
650	5.05E-03			
651	5.10E-03			
652	5.16E-03			
653	5.26E-03			
654	5.38E-03			
655	5.56E-03			
656	5.77E-03			
657	6.02E-03			
658	6.30E-03			
