OLIS-3D-ASCII	SySl1107						
375	7.26E-03						
376	7.55E-03						
377	7.80E-03						
378	8.01E-03						
379	8.18E-03						
380	8.33E-03						
381	8.44E-03						
382	8.55E-03						
383	8.59E-03						
384	8.67E-03						
385	8.65E-03						
386	0.008606384						
387	8.59E-03						
388	8.58E-03						
389	8.58E-03						
390	8.63E-03						
391	8.67E-03						
392	8.72E-03						
393	8.80E-03						
394	8.90E-03						
395	8.94E-03						
396	9.01E-03						
397	9.07E-03						
398	9.11E-03						
399	9.22E-03						
400	9.28E-03						
401	9.38E-03						
402	9.48E-03						
403	9.63E-03						
404	9.79E-03						
405	1.00E-02						
406	1.02E-02						
407	1.05E-02						
408	1.07E-02						
409	1.09E-02						
410	1.12E-02						
411	1.14E-02						
412	1.17E-02						
413	0.011923436						
414	1.21E-02						
415	1.23E-02						
416	1.25E-02						
417	1.26E-02						
418	1.27E-02						
419	1.28E-02						
420	1.29E-02						
421	1.29E-02						
422	1.30E-02						
423	1.31E-02						
424	1.32E-02						
425	1.33E-02						
426	1.34E-02						
427	1.35E-02						
428	1.37E-02						
429	1.38E-02						
430	1.40E-02						
431	0.014062715						
432	1.42E-02						
433	1.43E-02						
434	1.45E-02						
435	1.46E-02						
436	1.46E-02						
437	1.47E-02						
438	1.47E-02						
439	1.47E-02						
440	0.014568738						
441	1.44E-02						
442	1.43E-02						
443	0.014019729						
444	1.38E-02						
445	1.35E-02						
446	1.31E-02						
447	0.012711004						
448	0.01230067						
449	1.19E-02						
450	1.16E-02						
451	1.12E-02						
452	1.09E-02						
453	1.07E-02						
454	1.05E-02						
455	1.03E-02						
456	1.02E-02						
457	1.00E-02						
458	9.90E-03						
459	9.80E-03						
460	9.70E-03						
461	9.61E-03						
462	9.50E-03						
463	9.38E-03						
464	9.31E-03						
465	9.20E-03						
466	9.10E-03						
467	8.96E-03						
468	8.84E-03						
469	8.72E-03						
470	8.58E-03						
471	8.45E-03						
472	8.32E-03						
473	8.19E-03						
474	8.06E-03						
475	7.94E-03						
476	7.85E-03						
477	7.75E-03						
478	7.66E-03						
479	7.61E-03						
480	7.58E-03						
481	7.57E-03						
482	7.58E-03						
483	7.61E-03						
484	7.63E-03						
485	7.66E-03						
486	7.72E-03						
487	7.77E-03						
488	7.83E-03						
489	7.88E-03						
490	7.93E-03						
491	8.00E-03						
492	8.03E-03						
493	8.07E-03						
494	8.10E-03						
495	8.10E-03						
496	8.07E-03						
497	8.05E-03						
498	8.01E-03						
499	7.95E-03						
500	7.86E-03						
501	7.74E-03						
502	7.65E-03						
503	7.54E-03						
504	7.40E-03						
505	7.26E-03						
506	7.11E-03						
507	6.97E-03						
508	6.82E-03						
509	6.67E-03						
510	6.51E-03						
511	6.36E-03						
512	6.19E-03						
513	6.03E-03						
514	5.90E-03						
515	5.77E-03						
516	5.65E-03						
517	5.52E-03						
518	5.41E-03						
519	5.31E-03						
520	5.20E-03						
521	5.10E-03						
522	5.02E-03						
523	4.94E-03						
524	4.85E-03						
525	4.78E-03						
526	4.74E-03						
527	4.70E-03						
528	4.67E-03						
529	4.65E-03						
530	4.62E-03						
531	4.57E-03						
532	4.55E-03						
533	4.52E-03						
534	4.48E-03						
535	4.45E-03						
536	4.42E-03						
537	4.40E-03						
538	4.37E-03						
539	4.36E-03						
540	4.36E-03						
541	4.36E-03						
542	4.36E-03						
543	4.36E-03						
544	4.39E-03						
545	4.41E-03						
546	4.43E-03						
547	4.45E-03						
548	4.45E-03						
549	4.46E-03						
550	4.47E-03						
551	4.51E-03						
552	4.54E-03						
553	4.58E-03						
