OLIS-3D-ASCII	SySl1144	
375	2.37E-03	
376	2.72E-03	
377	2.95E-03	
378	3.08E-03	
379	3.14E-03	
380	3.14E-03	
381	3.10E-03	
382	3.10E-03	
383	3.06E-03	
384	2.94E-03	
385	2.80E-03	
386	2.76E-03	
387	2.68E-03	
388	2.62E-03	
389	2.61E-03	
390	2.62E-03	
391	2.54E-03	
392	2.51E-03	
393	2.52E-03	
394	2.62E-03	
395	2.64E-03	
396	2.62E-03	
397	2.65E-03	
398	2.66E-03	
399	2.68E-03	
400	2.68E-03	
401	2.63E-03	
402	2.60E-03	
403	2.52E-03	
404	2.52E-03	
405	2.53E-03	
406	2.57E-03	
407	2.59E-03	
408	2.61E-03	
409	2.66E-03	
410	2.65E-03	
411	2.66E-03	
412	2.65E-03	
413	2.62E-03	
414	2.58E-03	
415	2.57E-03	
416	2.56E-03	
417	2.58E-03	
418	2.56E-03	
419	2.58E-03	
420	2.60E-03	
421	2.60E-03	
422	2.60E-03	
423	2.59E-03	
424	2.57E-03	
425	2.57E-03	
426	2.55E-03	
427	2.54E-03	
428	2.49E-03	
429	2.49E-03	
430	2.47E-03	
431	2.48E-03	
432	2.48E-03	
433	2.46E-03	
434	2.46E-03	
435	2.44E-03	
436	2.44E-03	
437	2.44E-03	
438	2.42E-03	
439	2.41E-03	
440	2.40E-03	
441	2.40E-03	
442	2.38E-03	
443	2.36E-03	
444	2.34E-03	
445	2.29E-03	
446	2.27E-03	
447	2.23E-03	
448	2.19E-03	
449	2.16E-03	
450	2.13E-03	
451	2.11E-03	
452	2.09E-03	
453	2.06E-03	
454	2.03E-03	
455	2.03E-03	
456	2.01E-03	
457	2.00E-03	
458	2.00E-03	
459	1.96E-03	
460	1.95E-03	
461	1.95E-03	
462	1.94E-03	
463	1.94E-03	
464	1.93E-03	
465	1.92E-03	
466	1.91E-03	
467	1.90E-03	
468	1.90E-03	
469	1.88E-03	
470	1.86E-03	
471	1.84E-03	
472	1.85E-03	
473	1.84E-03	
474	1.82E-03	
475	1.82E-03	
476	1.81E-03	
477	1.80E-03	
478	1.81E-03	
479	1.81E-03	
480	1.82E-03	
481	1.83E-03	
482	1.84E-03	
483	1.85E-03	
484	1.85E-03	
485	1.85E-03	
486	1.84E-03	
487	1.84E-03	
488	1.84E-03	
