OLIS-3D-ASCII	SySl1111		
375	7.33E-03		
376	7.79E-03		
377	8.10E-03		
378	8.31E-03		
379	8.42E-03		
380	8.46E-03		
381	8.46E-03		
382	8.44E-03		
383	8.50E-03		
384	8.62E-03		
385	8.66E-03		
386	8.76E-03		
387	8.85E-03		
388	8.88E-03		
389	8.88E-03		
390	8.88E-03		
391	8.93E-03		
392	9.01E-03		
393	9.02E-03		
394	9.12E-03		
395	9.26E-03		
396	9.40E-03		
397	9.52E-03		
398	9.66E-03		
399	9.77E-03		
400	9.88E-03		
401	1.00E-02		
402	1.02E-02		
403	1.04E-02		
404	1.07E-02		
405	1.09E-02		
406	1.12E-02		
407	1.14E-02		
408	1.17E-02		
409	1.20E-02		
410	1.23E-02		
411	1.26E-02		
412	1.28E-02		
413	1.31E-02		
414	1.33E-02		
415	1.36E-02		
416	1.38E-02		
417	1.39E-02		
418	1.41E-02		
419	1.42E-02		
420	1.44E-02		
421	1.45E-02		
422	1.46E-02		
423	1.47E-02		
424	1.48E-02		
425	0.014950142		
426	1.51E-02		
427	1.52E-02		
428	1.54E-02		
429	1.56E-02		
430	1.57E-02		
431	1.59E-02		
432	1.61E-02		
433	1.62E-02		
434	1.63E-02		
435	1.64E-02		
436	1.65E-02		
437	1.65E-02		
438	1.66E-02		
439	1.65E-02		
440	1.64E-02		
441	1.62E-02		
442	1.60E-02		
443	0.015784472		
444	1.55E-02		
445	1.52E-02		
446	1.49E-02		
447	1.46E-02		
448	1.42E-02		
449	1.40E-02		
450	1.37E-02		
451	1.34E-02		
452	1.31E-02		
453	1.29E-02		
454	1.26E-02		
455	0.012467708		
456	1.23E-02		
457	1.22E-02		
458	1.21E-02		
459	1.20E-02		
460	1.19E-02		
461	1.18E-02		
462	1.17E-02		
463	1.16E-02		
464	1.14E-02		
465	1.13E-02		
466	1.11E-02		
467	1.10E-02		
468	1.08E-02		
469	1.06E-02		
470	1.04E-02		
471	1.03E-02		
472	1.01E-02		
473	9.91E-03		
474	9.73E-03		
475	9.57E-03		
476	9.45E-03		
477	9.34E-03		
478	9.25E-03		
479	9.18E-03		
480	9.15E-03		
481	9.11E-03		
482	9.12E-03		
483	9.15E-03		
484	9.19E-03		
485	9.21E-03		
486	9.24E-03		
487	9.27E-03		
488	9.32E-03		
489	9.37E-03		
490	9.42E-03		
491	9.47E-03		
492	9.50E-03		
493	9.50E-03		
494	0.00949999		
495	9.47E-03		
496	9.41E-03		
497	9.32E-03		
498	9.21E-03		
499	9.04E-03		
500	8.89E-03		
501	8.71E-03		
502	8.52E-03		
503	8.31E-03		
504	8.09E-03		
505	7.85E-03		
506	7.59E-03		
507	7.34E-03		
508	7.09E-03		
509	6.84E-03		
510	6.58E-03		
511	6.30E-03		
512	6.05E-03		
513	5.81E-03		
514	5.56E-03		
515	5.33E-03		
516	5.10E-03		
517	4.87E-03		
518	0.004660262		
519	4.46E-03		
520	4.27E-03		
