OLIS-3D-ASCII	SySl1219						
375	5.85E-03						
376	5.98E-03						
377	6.09E-03						
378	6.18E-03						
379	6.25E-03						
380	6.32E-03						
381	6.37E-03						
382	6.42E-03						
383	6.48E-03						
384	6.46E-03						
385	6.49E-03						
386	6.54E-03						
387	6.63E-03						
388	6.70E-03						
389	6.76E-03						
390	6.80E-03						
391	6.88E-03						
392	6.98E-03						
393	7.04E-03						
394	7.13E-03						
395	7.24E-03						
396	7.30E-03						
397	7.39E-03						
398	7.44E-03						
399	7.55E-03						
400	7.65E-03						
401	7.77E-03						
402	7.89E-03						
403	8.05E-03						
404	8.18E-03						
405	8.38E-03						
406	8.60E-03						
407	8.82E-03						
408	9.02E-03						
409	9.20E-03						
410	9.40E-03						
411	9.60E-03						
412	9.80E-03						
413	9.97E-03						
414	1.02E-02						
415	1.04E-02						
416	1.05E-02						
417	1.07E-02						
418	0.010840672						
419	1.10E-02						
420	1.11E-02						
421	1.12E-02						
422	1.13E-02						
423	1.15E-02						
424	1.16E-02						
425	1.17E-02						
426	1.18E-02						
427	1.20E-02						
428	1.20E-02						
429	1.21E-02						
430	1.22E-02						
431	1.24E-02						
432	0.012459602						
433	1.26E-02						
434	1.27E-02						
435	1.28E-02						
436	1.28E-02						
437	1.29E-02						
438	1.29E-02						
439	1.29E-02						
440	1.28E-02						
441	0.012713678						
442	1.26E-02						
443	1.24E-02						
444	1.22E-02						
445	1.20E-02						
446	1.17E-02						
447	1.14E-02						
448	1.11E-02						
449	1.09E-02						
450	1.06E-02						
451	1.03E-02						
452	1.01E-02						
453	9.94E-03						
454	9.78E-03						
455	9.65E-03						
456	9.55E-03						
457	9.44E-03						
458	9.35E-03						
459	9.28E-03						
460	9.19E-03						
461	9.11E-03						
462	9.00E-03						
463	8.87E-03						
464	8.76E-03						
465	8.62E-03						
466	8.53E-03						
467	8.40E-03						
468	8.28E-03						
469	8.16E-03						
470	8.05E-03						
471	7.92E-03						
472	7.78E-03						
473	7.65E-03						
474	7.52E-03						
475	7.38E-03						
476	7.29E-03						
477	7.21E-03						
478	0.007168225						
479	7.10E-03						
480	7.09E-03						
481	7.09E-03						
482	7.09E-03						
483	7.11E-03						
484	7.14E-03						
485	7.19E-03						
486	7.24E-03						
487	7.29E-03						
488	7.38E-03						
489	7.41E-03						
490	7.47E-03						
491	7.50E-03						
492	7.56E-03						
493	7.57E-03						
494	7.56E-03						
495	7.56E-03						
496	7.53E-03						
497	7.50E-03						
498	7.44E-03						
499	7.37E-03						
500	7.29E-03						
501	7.19E-03						
502	7.08E-03						
503	6.97E-03						
504	6.84E-03						
505	6.71E-03						
506	6.56E-03						
507	6.40E-03						
508	6.24E-03						
509	6.08E-03						
510	5.91E-03						
511	5.74E-03						
512	5.58E-03						
513	5.43E-03						
514	5.30E-03						
515	5.17E-03						
516	5.04E-03						
517	4.94E-03						
518	4.84E-03						
519	4.72E-03						
520	4.63E-03						
521	4.54E-03						
522	4.45E-03						
523	4.36E-03						
524	4.28E-03						
525	4.22E-03						
526	4.16E-03						
527	4.10E-03						
528	4.06E-03						
529	4.02E-03						
530	3.97E-03						
531	3.92E-03						
532	3.89E-03						
533	3.85E-03						
534	3.82E-03						
535	3.78E-03						
536	3.77E-03						
537	3.75E-03						
538	3.70E-03						
539	3.68E-03						
540	3.64E-03						
541	3.62E-03						
542	3.61E-03						
543	3.60E-03						
544	3.58E-03						
545	3.58E-03						
546	3.59E-03						
547	3.60E-03						
548	3.61E-03						
549	3.61E-03						
550	3.63E-03						
551	3.64E-03						
552	3.65E-03						
553	3.68E-03						
554	3.72E-03						
555	3.75E-03						
556	3.77E-03						
557	3.81E-03						
558	3.84E-03						
559	3.88E-03						
560	3.93E-03						
561	0.003985666						
562	4.04E-03						
563	4.08E-03						
564	4.13E-03						
565	4.17E-03						
566	4.21E-03						
567	4.22E-03						
568	4.23E-03						
569	4.23E-03						
570	4.20E-03						
571	4.14E-03						
572	4.05E-03						
573	3.94E-03						
574	3.81E-03						
575	3.65E-03						
576	3.48E-03						
577	3.29E-03						
578	3.12E-03						
579	2.95E-03						
580	2.80E-03						
581	2.65E-03						
582	2.52E-03						
583	2.39E-03						
584	2.29E-03						
585	2.20E-03						
586	2.13E-03						
587	2.07E-03						
588	2.02E-03						
589	1.97E-03						
590	1.94E-03						
591	1.92E-03						
592	1.88E-03						
593	1.85E-03						
594	1.85E-03						
595	1.82E-03						
596	1.82E-03						
597	1.79E-03						
598	1.78E-03						
599	1.78E-03						
600	1.79E-03						
601	1.78E-03						
602	1.76E-03						
603	1.76E-03						
604	1.75E-03						
605	1.76E-03						
606	1.78E-03						
607	1.79E-03						
608	1.82E-03						
609	1.85E-03						
610	1.88E-03						
611	1.93E-03						
612	1.96E-03						
613	1.98E-03						
614	2.00E-03						
615	2.01E-03						
616	2.02E-03						
617	2.04E-03						
618	2.08E-03						
619	2.10E-03						
620	2.13E-03						
621	2.16E-03						
622	2.20E-03						
623	2.22E-03						
624	2.25E-03						
625	2.27E-03						
626	2.26E-03						
627	2.26E-03						
628	2.24E-03						
629	2.24E-03						
630	2.24E-03						
631	2.21E-03						
632	2.21E-03						
633	2.18E-03						
634	2.18E-03						
635	2.16E-03						
636	2.13E-03						
637	2.10E-03						
638	2.08E-03						
639	2.07E-03						
640	2.06E-03						
641	2.05E-03						
642	2.04E-03						
643	2.04E-03						
644	2.01E-03						
645	2.00E-03						
646	1.99E-03						
647	1.99E-03						
648	1.98E-03						
649	2.01E-03						
650	2.03E-03						
651	2.05E-03						
652	2.09E-03						
653	2.15E-03						
654	2.20E-03						
655	2.29E-03						
656	2.37E-03						
657	2.51E-03						
658	2.67E-03						
659	2.86E-03						
660	3.07E-03						
661	3.32E-03						
662	3.57E-03						
663	3.83E-03						
664	4.12E-03						
665	4.37E-03						
666	4.65E-03						
667	4.96E-03						
668	5.29E-03						
669	5.61E-03						
670	5.89E-03						
671	6.21E-03						
672	6.46E-03						
673	6.75E-03						
674	6.99E-03						
675	0.007217076						
676	7.45E-03						
677	7.62E-03						
678	7.78E-03						
679	7.90E-03						
680	7.97E-03						
681	7.89E-03						
682	7.70E-03						
683	7.43E-03						
684	7.03E-03						
685	6.66E-03						
686	6.18E-03						
687	5.69E-03						
688	5.18E-03						
689	4.67E-03						
690	4.22E-03						
691	3.79E-03						
692	3.39E-03						
693	2.97E-03						
694	2.59E-03						
695	2.19E-03						
696	1.85E-03						
697	1.55E-03						
698	1.26E-03						
699	9.94E-04						
700	7.46E-04						
701	5.32E-04						
702	2.91E-04						
703	1.01E-04						
704	5.77E-06						
705	-1.26E-04						
706	-2.55E-04						
707	-3.88E-04						
708	-5.32E-04						
709	-6.93E-04						
710	-8.77E-04						
