OLIS-3D-ASCII	SySl1223		
375	5.95E-03		
376	6.24E-03		
377	6.48E-03		
378	6.67E-03		
379	6.81E-03		
380	6.92E-03		
381	6.99E-03		
382	7.05E-03		
383	7.11E-03		
384	7.11E-03		
385	7.01E-03		
386	6.98E-03		
387	6.94E-03		
388	6.93E-03		
389	6.91E-03		
390	6.93E-03		
391	6.98E-03		
392	7.01E-03		
393	7.13E-03		
394	7.28E-03		
395	7.33E-03		
396	7.34E-03		
397	7.34E-03		
398	7.37E-03		
399	7.39E-03		
400	7.44E-03		
401	7.49E-03		
402	7.55E-03		
403	7.61E-03		
404	7.68E-03		
405	7.81E-03		
406	7.98E-03		
407	8.09E-03		
408	8.20E-03		
409	8.38E-03		
410	8.57E-03		
411	8.73E-03		
412	8.89E-03		
413	9.03E-03		
414	9.08E-03		
415	9.19E-03		
416	0.009254437		
417	9.31E-03		
418	9.36E-03		
419	9.40E-03		
420	9.46E-03		
421	9.51E-03		
422	9.56E-03		
423	9.57E-03		
424	9.60E-03		
425	9.64E-03		
426	9.65E-03		
427	9.71E-03		
428	9.74E-03		
429	9.78E-03		
430	9.85E-03		
431	9.99E-03		
432	1.01E-02		
433	0.010184907		
434	1.03E-02		
435	1.03E-02		
436	1.04E-02		
437	1.04E-02		
438	1.04E-02		
439	1.03E-02		
440	1.03E-02		
441	1.01E-02		
442	1.00E-02		
443	9.86E-03		
444	9.60E-03		
445	9.34E-03		
446	9.03E-03		
447	8.73E-03		
448	8.42E-03		
449	8.10E-03		
450	7.79E-03		
451	7.49E-03		
452	7.24E-03		
453	7.02E-03		
454	6.82E-03		
455	6.63E-03		
456	6.47E-03		
457	6.33E-03		
458	6.19E-03		
459	6.08E-03		
460	6.01E-03		
461	5.93E-03		
462	5.87E-03		
463	5.82E-03		
464	5.77E-03		
465	5.71E-03		
466	5.63E-03		
467	5.58E-03		
468	5.50E-03		
469	5.40E-03		
470	5.29E-03		
471	5.20E-03		
472	5.13E-03		
473	5.05E-03		
474	4.98E-03		
475	4.93E-03		
476	4.87E-03		
477	4.81E-03		
478	4.77E-03		
479	4.74E-03		
480	4.69E-03		
481	4.66E-03		
482	4.64E-03		
483	4.63E-03		
484	4.62E-03		
485	4.63E-03		
486	4.64E-03		
487	4.66E-03		
488	4.68E-03		
489	4.70E-03		
490	4.72E-03		
491	4.75E-03		
492	4.80E-03		
493	4.82E-03		
494	4.87E-03		
495	0.004901994		
496	4.92E-03		
497	4.94E-03		
498	4.94E-03		
499	4.90E-03		
500	4.85E-03		
501	4.80E-03		
502	4.74E-03		
503	4.69E-03		
504	4.61E-03		
505	4.53E-03		
506	4.44E-03		
507	4.36E-03		
508	4.25E-03		
509	4.16E-03		
510	4.05E-03		
511	3.93E-03		
512	3.84E-03		
513	3.73E-03		
514	3.64E-03		
515	3.54E-03		
516	3.42E-03		
517	3.30E-03		
518	3.16E-03		
519	3.04E-03		
520	2.93E-03		
521	2.82E-03		
522	2.71E-03		
523	2.61E-03		
524	2.53E-03		
525	2.44E-03		
526	2.37E-03		
527	2.30E-03		
528	2.23E-03		
529	2.17E-03		
530	2.12E-03		
531	2.09E-03		
532	2.04E-03		
533	2.01E-03		
534	1.98E-03		
535	1.97E-03		
536	1.96E-03		
537	1.97E-03		
538	1.98E-03		
539	1.98E-03		
540	1.98E-03		
541	1.99E-03		
542	2.00E-03		
543	2.00E-03		
544	2.02E-03		
545	2.03E-03		
546	2.05E-03		
547	2.09E-03		
548	2.14E-03		
549	2.18E-03		
550	2.22E-03		
551	2.26E-03		
552	2.30E-03		
553	2.34E-03		
554	2.39E-03		
555	2.44E-03		
556	2.50E-03		
557	2.54E-03		
558	2.61E-03		
559	2.67E-03		
560	2.73E-03		
561	0.002807733		
562	2.88E-03		
563	2.95E-03		
564	3.01E-03		
565	3.08E-03		
566	3.16E-03		
567	3.24E-03		
568	3.32E-03		
569	3.39E-03		
570	3.48E-03		
571	3.54E-03		
572	3.62E-03		
573	3.70E-03		
574	3.79E-03		
575	3.88E-03		
576	3.95E-03		
577	4.04E-03		
578	4.13E-03		
579	4.21E-03		
580	4.31E-03		
581	4.40E-03		
582	0.004480115		
583	4.55E-03		
584	4.63E-03		
585	4.72E-03		
586	4.80E-03		
587	4.87E-03		
588	4.93E-03		
589	4.98E-03		
590	5.05E-03		
591	5.11E-03		
592	5.19E-03		
593	5.25E-03		
594	5.31E-03		
595	5.38E-03		
596	5.46E-03		
597	5.54E-03		
598	5.62E-03		
599	5.70E-03		
600	5.78E-03		
601	5.88E-03		
602	5.99E-03		
603	6.10E-03		
604	6.22E-03		
605	6.35E-03		
606	6.50E-03		
607	6.66E-03		
608	6.82E-03		
609	6.98E-03		
610	7.15E-03		
611	7.30E-03		
612	7.46E-03		
613	7.61E-03		
614	7.73E-03		
615	7.86E-03		
616	7.98E-03		
617	8.11E-03		
618	8.23E-03		
619	8.33E-03		
620	8.42E-03		
621	8.53E-03		
622	8.60E-03		
623	8.65E-03		
624	8.72E-03		
625	8.75E-03		
626	8.78E-03		
627	8.82E-03		
628	0.008828431		
629	8.85E-03		
630	8.85E-03		
631	8.83E-03		
632	8.80E-03		
633	8.79E-03		
634	8.73E-03		
635	8.67E-03		
636	8.61E-03		
637	8.53E-03		
638	8.44E-03		
639	8.33E-03		
640	8.19E-03		
641	8.05E-03		
642	7.86E-03		
643	7.62E-03		
644	7.37E-03		
645	7.13E-03		
646	6.86E-03		
647	6.62E-03		
648	6.37E-03		
649	0.006142891		
650	5.93E-03		
651	5.73E-03		
652	5.56E-03		
653	5.40E-03		
654	5.27E-03		
655	5.14E-03		
656	5.07E-03		
657	5.06E-03		
658	5.08E-03		
659	5.16E-03		
660	5.27E-03		
661	5.45E-03		
662	5.67E-03		
663	5.90E-03		
664	6.18E-03		
665	6.46E-03		
666	6.78E-03		
667	7.07E-03		
668	7.37E-03		
669	7.64E-03		
670	7.91E-03		
671	8.20E-03		
672	8.47E-03		
673	8.75E-03		
674	9.04E-03		
675	9.30E-03		
676	9.55E-03		
677	9.80E-03		
678	0.010066684		
679	1.03E-02		
680	1.05E-02		
681	1.05E-02		
682	1.05E-02		
683	1.04E-02		
684	1.01E-02		
685	9.86E-03		
686	9.45E-03		
687	8.91E-03		
688	8.37E-03		
689	7.81E-03		
690	7.26E-03		
691	6.77E-03		
692	6.28E-03		
693	5.77E-03		
694	5.36E-03		
695	4.98E-03		
696	4.60E-03		
697	4.27E-03		
698	0.003909487		
699	3.58E-03		
700	3.35E-03		
701	3.06E-03		
702	2.84E-03		
703	2.68E-03		
704	2.62E-03		
705	2.58E-03		
706	2.57E-03		
707	2.58E-03		
708	2.59E-03		
709	2.59E-03		
710	2.59E-03		
