OLIS-3D-ASCII	SySl1139						
375	2.78E-03						
376	2.57E-03						
377	2.47E-03						
378	2.45E-03						
379	2.50E-03						
380	2.59E-03						
381	2.71E-03						
382	2.79E-03						
383	2.86E-03						
384	2.98E-03						
385	2.96E-03						
386	2.91E-03						
387	2.89E-03						
388	2.88E-03						
389	2.87E-03						
390	2.87E-03						
391	2.91E-03						
392	2.86E-03						
393	2.88E-03						
394	2.90E-03						
395	2.88E-03						
396	2.90E-03						
397	2.87E-03						
398	2.85E-03						
399	2.91E-03						
400	2.97E-03						
401	3.00E-03						
402	3.05E-03						
403	3.12E-03						
404	3.14E-03						
405	3.20E-03						
406	3.29E-03						
407	3.34E-03						
408	3.42E-03						
409	3.48E-03						
410	3.52E-03						
411	3.56E-03						
412	3.59E-03						
413	3.65E-03						
414	3.71E-03						
415	3.78E-03						
416	3.79E-03						
417	3.81E-03						
418	3.84E-03						
419	3.85E-03						
420	3.88E-03						
421	3.90E-03						
422	3.91E-03						
423	3.94E-03						
424	3.96E-03						
425	3.98E-03						
426	4.01E-03						
427	4.04E-03						
428	4.04E-03						
429	4.05E-03						
430	4.09E-03						
431	4.13E-03						
432	4.14E-03						
433	4.19E-03						
434	4.23E-03						
435	4.28E-03						
436	4.28E-03						
437	4.29E-03						
438	4.30E-03						
439	4.27E-03						
440	4.22E-03						
441	4.17E-03						
442	4.11E-03						
443	4.02E-03						
444	3.91E-03						
445	3.82E-03						
446	3.72E-03						
447	3.61E-03						
448	3.50E-03						
449	3.41E-03						
450	3.31E-03						
451	3.22E-03						
452	3.13E-03						
453	3.04E-03						
454	2.98E-03						
455	2.93E-03						
456	2.89E-03						
457	2.86E-03						
458	2.82E-03						
459	2.80E-03						
460	2.77E-03						
461	2.73E-03						
462	2.71E-03						
463	2.70E-03						
464	2.66E-03						
465	2.62E-03						
466	2.60E-03						
467	2.58E-03						
468	2.55E-03						
469	2.52E-03						
470	2.49E-03						
471	2.45E-03						
472	2.42E-03						
473	2.39E-03						
474	2.37E-03						
475	2.34E-03						
476	2.33E-03						
477	2.31E-03						
478	2.30E-03						
479	2.30E-03						
480	2.28E-03						
481	2.28E-03						
482	2.29E-03						
483	2.29E-03						
484	2.30E-03						
485	2.32E-03						
486	2.34E-03						
487	2.36E-03						
488	2.39E-03						
489	2.42E-03						
490	2.45E-03						
491	2.48E-03						
492	2.50E-03						
493	2.53E-03						
494	2.58E-03						
495	2.60E-03						
496	2.62E-03						
497	2.65E-03						
498	2.68E-03						
499	2.69E-03						
500	2.70E-03						
501	2.71E-03						
502	2.74E-03						
503	2.74E-03						
504	2.76E-03						
505	2.75E-03						
506	2.77E-03						
507	2.77E-03						
508	2.78E-03						
509	2.80E-03						
510	2.82E-03						
511	2.82E-03						
512	2.82E-03						
513	2.82E-03						
514	2.83E-03						
515	2.82E-03						
516	2.81E-03						
517	2.80E-03						
518	2.82E-03						
519	2.83E-03						
520	2.86E-03						
521	2.90E-03						
522	2.95E-03						
523	2.98E-03						
524	3.00E-03						
525	3.04E-03						
526	3.07E-03						
527	3.09E-03						
528	3.11E-03						
529	3.15E-03						
530	3.19E-03						
531	3.23E-03						
532	3.28E-03						
533	3.33E-03						
534	3.36E-03						
535	3.39E-03						
536	3.41E-03						
537	3.44E-03						
538	3.46E-03						
539	3.47E-03						
540	3.52E-03						
541	3.57E-03						
542	3.63E-03						
543	3.69E-03						
544	3.76E-03						
545	3.81E-03						
546	3.85E-03						
547	3.88E-03						
548	3.90E-03						
549	3.92E-03						
550	0.003938153						
551	3.97E-03						
552	4.01E-03						
553	0.004040422						
554	4.09E-03						
555	4.13E-03						
556	4.17E-03						
557	4.21E-03						
558	4.26E-03						
559	4.30E-03						
560	4.34E-03						
