OLIS-3D-ASCII	SySl1020	
375	0.0147459	
376	1.49E-02	
377	1.51E-02	
378	1.53E-02	
379	1.56E-02	
380	1.59E-02	
381	1.62E-02	
382	1.64E-02	
383	1.67E-02	
384	1.68E-02	
385	1.68E-02	
386	0.016751143	
387	1.68E-02	
388	1.67E-02	
389	1.67E-02	
390	1.67E-02	
391	1.67E-02	
392	1.67E-02	
393	0.016793942	
394	1.70E-02	
395	1.72E-02	
396	1.74E-02	
397	1.77E-02	
398	1.79E-02	
399	1.82E-02	
400	1.85E-02	
401	0.018754951	
402	1.91E-02	
403	1.94E-02	
404	1.98E-02	
405	2.02E-02	
406	2.07E-02	
407	2.12E-02	
408	2.18E-02	
409	2.24E-02	
410	2.31E-02	
411	2.36E-02	
412	2.42E-02	
413	2.48E-02	
414	2.53E-02	
415	2.58E-02	
416	2.62E-02	
417	2.66E-02	
418	0.027056006	
419	2.74E-02	
420	2.77E-02	
421	2.80E-02	
422	2.83E-02	
423	2.85E-02	
424	2.88E-02	
425	2.91E-02	
426	2.95E-02	
427	2.98E-02	
428	0.030193405	
429	3.06E-02	
430	3.11E-02	
431	3.16E-02	
432	3.21E-02	
433	0.032647009	
434	3.31E-02	
435	3.36E-02	
436	3.39E-02	
437	3.42E-02	
438	3.44E-02	
439	3.45E-02	
440	3.45E-02	
441	3.43E-02	
442	3.41E-02	
443	3.37E-02	
444	0.033134471	
445	3.25E-02	
446	3.18E-02	
447	3.10E-02	
448	3.02E-02	
449	2.94E-02	
450	2.87E-02	
451	2.80E-02	
452	2.74E-02	
453	2.69E-02	
454	2.64E-02	
455	2.60E-02	
456	2.57E-02	
457	2.53E-02	
458	2.50E-02	
459	2.47E-02	
460	2.45E-02	
461	2.43E-02	
462	2.41E-02	
463	0.023922087	
464	2.37E-02	
465	2.36E-02	
466	2.34E-02	
467	2.33E-02	
468	2.31E-02	
469	0.022979752	
470	2.28E-02	
471	2.27E-02	
472	2.27E-02	
473	2.26E-02	
474	0.022606541	
475	2.26E-02	
476	2.26E-02	
477	2.27E-02	
478	2.28E-02	
479	0.022934483	
480	2.31E-02	
481	0.023244184	
482	2.34E-02	
483	2.35E-02	
484	2.36E-02	
485	2.37E-02	
486	2.37E-02	
487	2.37E-02	
488	2.37E-02	
489	2.36E-02	
490	2.35E-02	
491	2.34E-02	
492	2.32E-02	
493	2.30E-02	
494	2.28E-02	
495	0.02251051	
496	2.22E-02	
497	0.021925704	
498	2.16E-02	
499	2.13E-02	
500	2.10E-02	
501	2.07E-02	
502	0.020377122	
503	2.01E-02	
504	1.98E-02	
505	1.95E-02	
506	1.92E-02	
507	1.90E-02	
508	0.018774299	
509	1.86E-02	
510	1.84E-02	
511	1.82E-02	
512	1.81E-02	
513	1.80E-02	
514	1.78E-02	
515	1.77E-02	
516	1.76E-02	
517	1.75E-02	
518	1.73E-02	
519	1.71E-02	
520	1.68E-02	
521	0.016602473	
522	0.016309539	
523	1.60E-02	
