OLIS-3D-ASCII	SySl1018			
375	-2.15E-03			
376	-1.70E-03			
377	-1.34E-03			
378	-1.07E-03			
379	-8.61E-04			
380	-7.11E-04			
381	-6.03E-04			
382	-5.24E-04			
383	-4.63E-04			
384	-3.88E-04			
385	-3.37E-04			
386	-2.13E-04			
387	-8.56E-05			
388	5.34E-08			
389	8.81E-05			
390	1.53E-04			
391	2.14E-04			
392	3.21E-04			
393	4.30E-04			
394	5.14E-04			
395	6.01E-04			
396	6.85E-04			
397	7.57E-04			
398	8.80E-04			
399	9.95E-04			
400	1.08E-03			
401	1.19E-03			
402	1.31E-03			
403	1.42E-03			
404	1.56E-03			
405	1.74E-03			
406	1.89E-03			
407	0.0020248			
408	2.15E-03			
409	2.29E-03			
410	2.42E-03			
411	2.51E-03			
412	2.62E-03			
413	2.71E-03			
414	2.83E-03			
415	2.96E-03			
416	3.10E-03			
417	3.20E-03			
418	3.31E-03			
419	3.40E-03			
420	3.47E-03			
421	3.55E-03			
422	3.59E-03			
423	3.61E-03			
424	3.63E-03			
425	3.67E-03			
426	3.72E-03			
427	3.79E-03			
428	3.83E-03			
429	3.90E-03			
430	4.02E-03			
431	4.13E-03			
432	4.24E-03			
433	4.34E-03			
434	4.41E-03			
435	4.48E-03			
436	4.53E-03			
437	4.59E-03			
438	4.60E-03			
439	4.60E-03			
440	4.56E-03			
441	4.51E-03			
442	4.46E-03			
443	4.36E-03			
444	4.22E-03			
445	4.07E-03			
446	3.88E-03			
447	3.68E-03			
448	3.47E-03			
449	3.26E-03			
450	3.08E-03			
451	2.90E-03			
452	2.76E-03			
453	2.63E-03			
454	2.51E-03			
455	2.42E-03			
456	2.34E-03			
457	2.28E-03			
458	2.22E-03			
459	2.18E-03			
460	2.14E-03			
461	2.11E-03			
462	2.09E-03			
463	2.06E-03			
464	2.05E-03			
465	2.02E-03			
466	1.99E-03			
467	1.97E-03			
468	1.96E-03			
469	1.93E-03			
470	1.92E-03			
471	1.91E-03			
472	1.90E-03			
473	1.89E-03			
474	1.87E-03			
475	1.86E-03			
476	1.85E-03			
477	1.84E-03			
478	1.85E-03			
479	1.85E-03			
480	1.86E-03			
481	1.88E-03			
482	1.89E-03			
483	1.90E-03			
484	1.91E-03			
485	1.91E-03			
486	1.92E-03			
487	1.93E-03			
488	1.94E-03			
489	1.97E-03			
490	1.99E-03			
491	2.00E-03			
492	2.02E-03			
493	2.03E-03			
494	2.04E-03			
495	2.03E-03			
496	2.02E-03			
497	2.02E-03			
498	2.01E-03			
499	2.00E-03			
500	2.01E-03			
501	2.01E-03			
502	2.01E-03			
503	2.01E-03			
504	1.99E-03			
505	1.97E-03			
506	0.001933833			
507	1.91E-03			
508	1.90E-03			
509	1.89E-03			
510	1.87E-03			
511	1.86E-03			
512	1.84E-03			
513	1.83E-03			
514	1.83E-03			
515	1.82E-03			
516	1.79E-03			
517	1.77E-03			
518	1.76E-03			
519	1.76E-03			
520	1.74E-03			
521	1.71E-03			
522	1.69E-03			
523	1.65E-03			
524	1.60E-03			
525	1.58E-03			
526	1.54E-03			
527	1.50E-03			
528	1.47E-03			
529	1.44E-03			
530	1.44E-03			
531	1.42E-03			
532	1.41E-03			
533	1.39E-03			
534	1.37E-03			
535	1.33E-03			
536	1.31E-03			
537	1.27E-03			
538	1.25E-03			
539	1.22E-03			
540	1.20E-03			
541	1.19E-03			
542	1.20E-03			
543	1.21E-03			
544	1.20E-03			
545	1.20E-03			
546	1.20E-03			
547	1.21E-03			
548	1.23E-03			
549	1.26E-03			
550	1.28E-03			
551	1.31E-03			
552	1.36E-03			
553	1.41E-03			
554	1.45E-03			
555	1.49E-03			
556	1.52E-03			
557	1.55E-03			
558	1.59E-03			
559	1.64E-03			
560	1.67E-03			
561	1.73E-03			
562	1.78E-03			
563	1.85E-03			
564	1.90E-03			
565	1.95E-03			
566	1.99E-03			
567	2.03E-03			
568	2.09E-03			
569	2.15E-03			
570	2.21E-03			
571	2.26E-03			
572	2.33E-03			
573	2.40E-03			
574	2.48E-03			
575	2.53E-03			
576	2.58E-03			
577	2.63E-03			
578	2.67E-03			
579	2.71E-03			
580	2.77E-03			
581	2.81E-03			
582	2.85E-03			
583	2.90E-03			
584	2.93E-03			
585	2.97E-03			
586	3.01E-03			
587	3.05E-03			
588	3.10E-03			
589	3.13E-03			
590	3.17E-03			
591	3.22E-03			
592	3.27E-03			
593	3.32E-03			
594	3.37E-03			
595	3.43E-03			
596	3.47E-03			
597	3.52E-03			
598	3.57E-03			
599	3.62E-03			
600	3.67E-03			
601	3.72E-03			
602	3.80E-03			
603	3.88E-03			
604	3.97E-03			
605	4.06E-03			
606	4.15E-03			
607	4.27E-03			
608	4.37E-03			
609	4.48E-03			
610	4.60E-03			
611	4.72E-03			
612	4.82E-03			
613	4.94E-03			
614	5.05E-03			
615	0.005160134			
616	5.27E-03			
617	5.37E-03			
618	5.48E-03			
619	5.60E-03			
620	5.67E-03			
621	5.77E-03			
622	5.85E-03			
623	5.91E-03			
624	5.97E-03			
625	6.00E-03			
626	6.01E-03			
627	6.01E-03			
628	6.01E-03			
629	5.98E-03			
630	5.97E-03			
631	5.93E-03			
632	5.88E-03			
633	5.83E-03			
634	5.77E-03			
635	5.69E-03			
636	5.61E-03			
637	5.52E-03			
638	5.41E-03			
639	5.30E-03			
640	5.18E-03			
641	5.07E-03			
642	4.95E-03			
643	4.83E-03			
644	4.70E-03			
645	4.56E-03			
646	4.44E-03			
647	4.31E-03			
648	4.20E-03			
649	4.11E-03			
650	4.03E-03			
651	3.97E-03			
652	3.93E-03			
653	3.91E-03			
654	3.87E-03			
655	3.84E-03			
656	3.82E-03			
657	3.82E-03			
658	3.83E-03			
659	3.87E-03			
660	3.93E-03			
