OLIS-3D-ASCII	SySl1139						
375	2.98E-03						
376	3.35E-03						
377	3.58E-03						
378	3.68E-03						
379	3.68E-03						
380	3.61E-03						
381	3.51E-03						
382	3.43E-03						
383	3.37E-03						
384	3.30E-03						
385	3.18E-03						
386	3.14E-03						
387	3.11E-03						
388	3.04E-03						
389	3.01E-03						
390	2.98E-03						
391	2.94E-03						
392	2.89E-03						
393	2.87E-03						
394	2.92E-03						
395	2.93E-03						
396	2.91E-03						
397	2.88E-03						
398	2.88E-03						
399	2.90E-03						
400	2.90E-03						
401	2.90E-03						
402	2.88E-03						
403	2.87E-03						
404	2.85E-03						
405	2.84E-03						
406	2.85E-03						
407	2.82E-03						
408	2.79E-03						
409	2.82E-03						
410	2.83E-03						
411	2.81E-03						
412	2.82E-03						
413	2.84E-03						
414	2.86E-03						
415	2.87E-03						
416	2.86E-03						
417	2.87E-03						
418	2.86E-03						
419	2.84E-03						
420	2.85E-03						
421	2.83E-03						
422	2.82E-03						
423	2.77E-03						
424	2.76E-03						
425	2.74E-03						
426	2.74E-03						
427	2.70E-03						
428	2.67E-03						
429	2.67E-03						
430	2.65E-03						
431	2.64E-03						
432	2.65E-03						
433	2.62E-03						
434	2.64E-03						
435	2.62E-03						
436	2.63E-03						
437	2.61E-03						
438	2.61E-03						
439	2.59E-03						
440	2.58E-03						
441	2.56E-03						
442	2.53E-03						
443	2.50E-03						
444	2.46E-03						
445	2.42E-03						
446	2.41E-03						
447	2.38E-03						
448	2.35E-03						
449	2.32E-03						
450	2.30E-03						
451	2.27E-03						
452	2.22E-03						
453	2.18E-03						
454	2.14E-03						
455	2.12E-03						
456	2.10E-03						
457	2.08E-03						
458	2.06E-03						
459	2.04E-03						
460	2.03E-03						
461	2.03E-03						
462	2.03E-03						
463	2.01E-03						
464	2.00E-03						
465	1.99E-03						
466	2.00E-03						
467	1.99E-03						
468	1.98E-03						
469	1.97E-03						
470	1.96E-03						
471	1.95E-03						
472	1.94E-03						
473	1.94E-03						
474	1.92E-03						
475	1.89E-03						
476	1.88E-03						
477	1.88E-03						
478	1.87E-03						
479	1.87E-03						
480	1.90E-03						
481	1.91E-03						
482	1.92E-03						
483	1.92E-03						
484	1.92E-03						
485	1.92E-03						
486	1.91E-03						
487	1.91E-03						
488	1.91E-03						
489	1.92E-03						
490	1.93E-03						
491	1.95E-03						
492	1.97E-03						
493	1.99E-03						
494	2.01E-03						
495	2.02E-03						
496	2.05E-03						
497	2.07E-03						
498	2.08E-03						
499	2.09E-03						
500	2.08E-03						
501	2.09E-03						
502	2.09E-03						
503	2.10E-03						
504	2.10E-03						
505	2.11E-03						
506	2.14E-03						
507	2.15E-03						
508	2.17E-03						
509	2.18E-03						
510	2.19E-03						
511	2.22E-03						
512	2.23E-03						
513	2.25E-03						
514	2.27E-03						
515	2.28E-03						
516	2.29E-03						
517	2.30E-03						
518	2.31E-03						
519	2.31E-03						
520	2.32E-03						
521	2.32E-03						
522	2.34E-03						
523	2.35E-03						
524	2.37E-03						
525	2.37E-03						
526	2.39E-03						
527	2.41E-03						
528	2.43E-03						
529	2.45E-03						
530	2.48E-03						
531	2.50E-03						
