OLIS-3D-ASCII	SySl1106							
375	5.43E-03							
376	5.53E-03							
377	5.60E-03							
378	5.64E-03							
379	5.66E-03							
380	5.67E-03							
381	5.68E-03							
382	5.76E-03							
383	5.69E-03							
384	5.77E-03							
385	5.80E-03							
386	5.78E-03							
387	5.77E-03							
388	5.84E-03							
389	5.79E-03							
390	5.77E-03							
391	5.77E-03							
392	5.70E-03							
393	5.78E-03							
394	5.84E-03							
395	5.89E-03							
396	5.98E-03							
397	6.06E-03							
398	6.16E-03							
399	6.23E-03							
400	6.29E-03							
401	6.38E-03							
402	6.44E-03							
403	6.52E-03							
404	6.61E-03							
405	6.75E-03							
406	6.87E-03							
407	6.98E-03							
408	7.10E-03							
409	7.25E-03							
410	7.41E-03							
411	7.57E-03							
412	7.71E-03							
413	7.86E-03							
414	8.00E-03							
415	8.08E-03							
416	8.21E-03							
417	8.31E-03							
418	8.37E-03							
419	8.39E-03							
420	8.42E-03							
421	8.44E-03							
422	8.49E-03							
423	8.54E-03							
424	8.59E-03							
425	8.64E-03							
426	8.70E-03							
427	8.75E-03							
428	8.84E-03							
429	8.92E-03							
430	9.00E-03							
431	9.08E-03							
432	9.16E-03							
433	9.24E-03							
434	9.33E-03							
435	9.37E-03							
436	9.39E-03							
437	9.38E-03							
438	0.009356016							
439	9.31E-03							
440	9.19E-03							
441	9.08E-03							
442	8.93E-03							
443	0.00875864							
444	8.56E-03							
445	8.33E-03							
446	8.09E-03							
447	7.81E-03							
448	7.57E-03							
449	7.34E-03							
450	7.11E-03							
451	6.89E-03							
452	6.69E-03							
453	6.55E-03							
454	6.43E-03							
455	6.32E-03							
456	6.24E-03							
457	6.16E-03							
458	6.10E-03							
459	6.04E-03							
460	5.98E-03							
461	5.92E-03							
462	5.85E-03							
463	5.77E-03							
464	5.71E-03							
465	5.65E-03							
466	5.57E-03							
467	5.48E-03							
468	5.39E-03							
469	5.31E-03							
470	5.22E-03							
471	5.14E-03							
472	5.05E-03							
473	4.96E-03							
474	4.89E-03							
475	4.82E-03							
476	4.76E-03							
477	4.70E-03							
478	4.66E-03							
479	4.62E-03							
480	4.61E-03							
481	4.60E-03							
482	4.61E-03							
483	4.63E-03							
484	4.64E-03							
485	4.66E-03							
486	4.71E-03							
487	4.75E-03							
488	4.81E-03							
489	4.87E-03							
490	4.94E-03							
491	4.98E-03							
492	5.04E-03							
493	5.09E-03							
494	5.14E-03							
495	5.19E-03							
496	5.21E-03							
497	5.23E-03							
498	5.26E-03							
499	5.26E-03							
500	5.26E-03							
501	5.25E-03							
502	5.22E-03							
503	5.19E-03							
504	5.16E-03							
505	5.13E-03							
506	5.11E-03							
507	5.08E-03							
508	5.02E-03							
509	4.99E-03							
510	4.97E-03							
511	4.95E-03							
512	4.91E-03							
513	4.89E-03							
514	4.86E-03							
515	4.83E-03							
516	4.80E-03							
517	4.79E-03							
518	4.77E-03							
