OLIS-3D-ASCII	SySl1036					
375	5.12E-03					
376	5.30E-03					
377	5.44E-03					
378	5.55E-03					
379	5.64E-03					
380	5.71E-03					
381	5.76E-03					
382	5.81E-03					
383	5.87E-03					
384	5.95E-03					
385	6.07E-03					
386	6.10E-03					
387	6.07E-03					
388	6.10E-03					
389	6.11E-03					
390	6.15E-03					
391	6.12E-03					
392	6.06E-03					
393	6.05E-03					
394	6.03E-03					
395	6.06E-03					
396	6.10E-03					
397	6.18E-03					
398	6.26E-03					
399	6.34E-03					
400	6.47E-03					
401	6.55E-03					
402	6.67E-03					
403	6.76E-03					
404	6.84E-03					
405	6.96E-03					
406	7.08E-03					
407	7.25E-03					
408	7.39E-03					
409	7.56E-03					
410	7.74E-03					
411	7.86E-03					
412	8.00E-03					
413	8.13E-03					
414	8.23E-03					
415	8.33E-03					
416	8.42E-03					
417	8.49E-03					
418	8.54E-03					
419	8.60E-03					
420	8.64E-03					
421	8.71E-03					
422	8.74E-03					
423	8.76E-03					
424	8.79E-03					
425	8.82E-03					
426	8.85E-03					
427	8.93E-03					
428	8.99E-03					
429	9.03E-03					
430	9.11E-03					
431	9.21E-03					
432	9.32E-03					
433	9.44E-03					
434	9.51E-03					
435	9.58E-03					
436	9.62E-03					
437	9.63E-03					
438	9.60E-03					
439	9.54E-03					
440	9.43E-03					
441	9.29E-03					
442	9.13E-03					
443	8.93E-03					
444	8.70E-03					
445	8.45E-03					
446	8.16E-03					
447	7.86E-03					
448	7.58E-03					
449	7.29E-03					
450	7.01E-03					
451	6.76E-03					
452	6.53E-03					
453	6.35E-03					
454	6.17E-03					
455	6.05E-03					
456	5.94E-03					
457	0.005846655					
458	5.75E-03					
459	5.68E-03					
460	5.62E-03					
461	5.56E-03					
462	5.51E-03					
463	5.46E-03					
464	5.40E-03					
465	5.34E-03					
466	5.27E-03					
467	5.21E-03					
468	5.14E-03					
469	5.06E-03					
470	4.98E-03					
471	4.90E-03					
472	4.83E-03					
473	4.76E-03					
474	4.72E-03					
475	4.65E-03					
476	4.61E-03					
477	4.57E-03					
478	4.55E-03					
479	4.53E-03					
480	4.52E-03					
481	4.53E-03					
482	4.53E-03					
483	4.55E-03					
484	4.60E-03					
485	4.65E-03					
486	0.004694823					
487	4.73E-03					
488	4.80E-03					
489	4.87E-03					
490	4.92E-03					
491	4.99E-03					
492	5.04E-03					
493	5.10E-03					
494	5.16E-03					
495	5.25E-03					
496	5.32E-03					
497	5.38E-03					
498	5.41E-03					
499	5.44E-03					
500	5.48E-03					
501	5.51E-03					
502	5.52E-03					
503	5.54E-03					
504	5.55E-03					
505	5.57E-03					
506	5.60E-03					
507	5.62E-03					
508	5.62E-03					
509	5.62E-03					
510	5.62E-03					
511	5.63E-03					
512	5.65E-03					
513	5.66E-03					
514	5.70E-03					
515	5.75E-03					
516	5.79E-03					
517	5.86E-03					
518	5.91E-03					
519	5.95E-03					
520	6.01E-03					
521	6.07E-03					
522	6.14E-03					
523	6.20E-03					
524	6.28E-03					
525	6.36E-03					
526	6.44E-03					
527	6.52E-03					
528	6.59E-03					
529	6.68E-03					
530	6.76E-03					
531	6.86E-03					
532	6.96E-03					
533	7.05E-03					
534	7.13E-03					
535	7.23E-03					
536	7.32E-03					
537	7.42E-03					
538	7.50E-03					
539	7.59E-03					
540	7.70E-03					
541	7.81E-03					
542	7.94E-03					
543	8.07E-03					
544	8.19E-03					
545	8.30E-03					
546	8.42E-03					
547	8.54E-03					
548	8.64E-03					
549	8.73E-03					
550	8.83E-03					
551	8.92E-03					
552	9.03E-03					
553	9.14E-03					
554	9.26E-03					
555	9.37E-03					
556	9.49E-03					
557	9.59E-03					
558	9.72E-03					
559	9.85E-03					
560	9.99E-03					
561	1.01E-02					
562	1.03E-02					
563	1.04E-02					
564	1.05E-02					
565	1.06E-02					
566	1.07E-02					
567	1.08E-02					
568	1.08E-02					
569	1.07E-02					
570	1.05E-02					
571	1.03E-02					
572	9.97E-03					
573	9.55E-03					
574	9.09E-03					
575	8.57E-03					
576	7.99E-03					
577	7.37E-03					
578	6.79E-03					
579	6.21E-03					
580	5.65E-03					
581	5.14E-03					
582	4.69E-03					
583	4.30E-03					
584	3.95E-03					
585	3.65E-03					
586	3.42E-03					
587	3.22E-03					
588	3.03E-03					
589	2.87E-03					
590	2.73E-03					
591	2.62E-03					
592	2.52E-03					
593	2.46E-03					
594	2.40E-03					
595	2.35E-03					
596	2.31E-03					
597	2.28E-03					
598	2.26E-03					
599	2.23E-03					
600	2.20E-03					
601	2.19E-03					
602	2.17E-03					
603	2.17E-03					
604	2.16E-03					
605	2.18E-03					
606	2.21E-03					
607	2.23E-03					
608	2.27E-03					
609	2.27E-03					
610	2.28E-03					
611	2.29E-03					
612	2.30E-03					
613	2.33E-03					
614	2.36E-03					
615	2.38E-03					
616	2.40E-03					
617	2.43E-03					
618	2.45E-03					
619	2.47E-03					
620	2.50E-03					
621	2.51E-03					
622	2.52E-03					
623	2.53E-03					
624	2.55E-03					
625	2.58E-03					
626	2.60E-03					
627	2.59E-03					
628	2.58E-03					
629	2.57E-03					
630	2.56E-03					
631	2.54E-03					
632	2.53E-03					
633	2.51E-03					
634	2.49E-03					
635	2.47E-03					
636	2.45E-03					
637	2.43E-03					
638	2.40E-03					
639	2.37E-03					
640	2.34E-03					
641	2.33E-03					
642	2.32E-03					
643	2.29E-03					
644	2.28E-03					
645	2.27E-03					
646	2.25E-03					
647	2.24E-03					
648	2.24E-03					
649	2.25E-03					
650	2.26E-03					
651	2.30E-03					
652	2.35E-03					
653	2.42E-03					
654	2.47E-03					
655	2.54E-03					
656	2.66E-03					
657	2.80E-03					
658	2.95E-03					
659	3.12E-03					
660	3.32E-03					
661	3.55E-03					
662	3.78E-03					
663	4.04E-03					
664	4.32E-03					
665	4.56E-03					
666	4.80E-03					
667	5.07E-03					
668	5.37E-03					
669	5.62E-03					
670	5.85E-03					
671	6.07E-03					
672	6.28E-03					
673	6.53E-03					
674	6.77E-03					
675	7.02E-03					
676	7.26E-03					
677	7.47E-03					
678	7.71E-03					
679	7.88E-03					
680	7.96E-03					
681	7.91E-03					
682	7.78E-03					
683	7.59E-03					
684	7.33E-03					
685	7.03E-03					
686	6.66E-03					
687	6.27E-03					
688	5.84E-03					
689	5.45E-03					
690	5.03E-03					
691	4.57E-03					
692	4.11E-03					
693	3.63E-03					
694	3.21E-03					
695	2.85E-03					
696	2.54E-03					
697	2.30E-03					
698	2.11E-03					
699	2.08E-03					
700	1.95E-03					
701	1.87E-03					
702	0.00162622					
703	1.51E-03					
704	1.35E-03					
705	1.13E-03					
706	9.47E-04					
707	8.15E-04					
708	7.60E-04					
709	8.06E-04					
710	9.78E-04					
