OLIS-3D-ASCII	SySl1123						
375	2.96E-03						
376	3.28E-03						
377	3.55E-03						
378	3.77E-03						
379	3.95E-03						
380	4.10E-03						
381	4.21E-03						
382	4.35E-03						
383	4.33E-03						
384	4.47E-03						
385	4.49E-03						
386	4.50E-03						
387	4.49E-03						
388	4.54E-03						
389	4.51E-03						
390	4.52E-03						
391	4.51E-03						
392	4.48E-03						
393	4.55E-03						
394	4.61E-03						
395	4.67E-03						
396	4.84E-03						
397	4.91E-03						
398	4.93E-03						
399	5.04E-03						
400	5.13E-03						
401	5.16E-03						
402	5.23E-03						
403	5.34E-03						
404	5.44E-03						
405	5.57E-03						
406	5.69E-03						
407	5.82E-03						
408	5.99E-03						
409	6.11E-03						
410	6.24E-03						
411	6.44E-03						
412	6.60E-03						
413	6.77E-03						
414	6.91E-03						
415	7.07E-03						
416	7.17E-03						
417	7.24E-03						
418	0.00732691						
419	7.37E-03						
420	7.39E-03						
421	7.42E-03						
422	7.45E-03						
423	7.48E-03						
424	7.53E-03						
425	7.60E-03						
426	7.65E-03						
427	7.71E-03						
428	7.78E-03						
429	7.85E-03						
430	7.95E-03						
431	8.02E-03						
432	8.10E-03						
433	8.19E-03						
434	8.27E-03						
435	8.32E-03						
436	8.39E-03						
437	8.44E-03						
438	8.42E-03						
439	8.37E-03						
440	8.29E-03						
441	8.16E-03						
442	8.01E-03						
443	7.84E-03						
444	7.63E-03						
445	7.37E-03						
446	7.12E-03						
447	6.84E-03						
448	6.57E-03						
449	6.28E-03						
450	6.02E-03						
451	5.79E-03						
452	5.56E-03						
453	5.37E-03						
454	5.22E-03						
455	5.10E-03						
456	4.99E-03						
457	4.87E-03						
458	4.78E-03						
459	4.68E-03						
460	4.59E-03						
461	4.53E-03						
462	4.47E-03						
463	4.41E-03						
464	4.36E-03						
465	4.30E-03						
466	4.27E-03						
467	4.22E-03						
468	4.16E-03						
469	4.10E-03						
470	4.03E-03						
471	3.96E-03						
472	3.89E-03						
473	3.82E-03						
474	3.75E-03						
475	3.67E-03						
476	3.63E-03						
477	3.58E-03						
478	3.55E-03						
479	3.50E-03						
480	3.45E-03						
481	3.42E-03						
482	3.40E-03						
483	3.40E-03						
484	3.40E-03						
485	3.40E-03						
486	3.41E-03						
487	3.42E-03						
488	3.46E-03						
489	3.49E-03						
490	3.53E-03						
491	3.55E-03						
492	3.57E-03						
493	3.59E-03						
494	3.62E-03						
495	3.64E-03						
496	3.65E-03						
497	3.65E-03						
498	3.64E-03						
499	3.60E-03						
500	3.56E-03						
501	3.52E-03						
502	3.48E-03						
503	3.43E-03						
504	3.36E-03						
505	3.29E-03						
506	3.22E-03						
507	3.13E-03						
508	3.05E-03						
509	2.96E-03						
510	2.84E-03						
511	2.73E-03						
512	2.62E-03						
513	2.51E-03						
514	2.41E-03						
515	2.30E-03						
516	2.20E-03						
517	2.11E-03						
518	2.00E-03						
