OLIS-3D-ASCII	SySl1176	
375	2.60E-04	
376	3.13E-04	
377	3.59E-04	
378	3.99E-04	
379	4.40E-04	
380	4.84E-04	
381	5.35E-04	
382	6.11E-04	
383	7.13E-04	
384	8.11E-04	
385	9.13E-04	
386	1.03E-03	
387	1.08E-03	
388	1.13E-03	
389	1.20E-03	
390	1.23E-03	
391	1.23E-03	
392	1.21E-03	
393	1.22E-03	
394	1.25E-03	
395	1.25E-03	
396	1.26E-03	
397	1.33E-03	
398	1.39E-03	
399	1.40E-03	
400	1.48E-03	
401	1.55E-03	
402	1.58E-03	
403	1.64E-03	
404	1.72E-03	
405	1.81E-03	
406	1.84E-03	
407	1.92E-03	
408	1.98E-03	
409	2.05E-03	
410	2.11E-03	
411	2.15E-03	
412	2.24E-03	
413	2.28E-03	
414	2.31E-03	
415	2.37E-03	
416	2.43E-03	
417	2.47E-03	
418	2.50E-03	
419	0.002564763	
420	2.59E-03	
421	2.63E-03	
422	2.67E-03	
423	2.68E-03	
424	2.72E-03	
425	2.74E-03	
426	2.77E-03	
427	2.80E-03	
428	2.84E-03	
429	2.88E-03	
430	2.94E-03	
431	2.99E-03	
432	3.04E-03	
433	3.09E-03	
434	3.12E-03	
435	3.13E-03	
436	3.17E-03	
437	3.17E-03	
438	3.18E-03	
439	3.17E-03	
440	3.14E-03	
441	3.09E-03	
442	3.07E-03	
443	3.00E-03	
444	2.93E-03	
445	2.85E-03	
446	2.75E-03	
447	2.67E-03	
448	2.57E-03	
449	2.46E-03	
450	2.35E-03	
451	2.25E-03	
452	2.17E-03	
453	2.10E-03	
454	2.05E-03	
455	1.97E-03	
456	1.92E-03	
457	1.88E-03	
458	1.85E-03	
459	1.83E-03	
460	1.80E-03	
461	1.78E-03	
462	1.75E-03	
463	1.74E-03	
464	1.73E-03	
465	1.70E-03	
466	1.67E-03	
467	1.64E-03	
468	1.62E-03	
469	1.60E-03	
470	1.58E-03	
471	1.57E-03	
472	1.55E-03	
473	1.53E-03	
474	1.52E-03	
475	1.50E-03	
476	1.48E-03	
477	1.45E-03	
478	1.43E-03	
479	1.42E-03	
480	1.40E-03	
481	1.39E-03	
482	1.38E-03	
483	1.38E-03	
484	1.38E-03	
485	1.40E-03	
486	1.41E-03	
487	1.43E-03	
488	1.44E-03	
489	1.47E-03	
490	1.49E-03	
491	1.51E-03	
492	1.52E-03	
493	1.52E-03	
494	1.53E-03	
495	1.52E-03	
496	1.52E-03	
497	1.52E-03	
498	1.51E-03	
499	1.50E-03	
500	1.48E-03	
501	1.46E-03	
502	1.44E-03	
503	1.42E-03	
504	1.39E-03	
505	1.36E-03	
506	1.32E-03	
507	1.29E-03	
508	1.28E-03	
509	1.26E-03	
510	1.22E-03	
511	1.19E-03	
512	1.16E-03	
513	1.14E-03	
