OLIS-3D-ASCII	SySl1140					
375	1.71E-02					
376	1.73E-02					
377	1.75E-02					
378	1.78E-02					
379	1.81E-02					
380	1.84E-02					
381	0.018712832					
382	1.91E-02					
383	1.92E-02					
384	1.95E-02					
385	1.96E-02					
386	0.019595017					
387	1.95E-02					
388	1.95E-02					
389	1.94E-02					
390	1.94E-02					
391	1.95E-02					
392	1.96E-02					
393	1.98E-02					
394	0.020042935					
395	2.02E-02					
396	2.04E-02					
397	2.05E-02					
398	0.020718917					
399	2.09E-02					
400	2.12E-02					
401	2.14E-02					
402	2.18E-02					
403	2.21E-02					
404	2.25E-02					
405	2.28E-02					
406	2.33E-02					
407	2.37E-02					
408	0.02424567					
409	2.48E-02					
410	0.025307045					
411	2.58E-02					
412	2.64E-02					
413	2.69E-02					
414	2.74E-02					
415	2.78E-02					
416	2.81E-02					
417	2.84E-02					
418	2.87E-02					
419	2.89E-02					
420	0.029157473					
421	2.93E-02					
422	0.02942191					
423	2.95E-02					
424	2.96E-02					
425	2.98E-02					
426	3.00E-02					
427	3.02E-02					
428	3.05E-02					
429	0.030863266					
430	0.031249342					
431	3.17E-02					
432	3.21E-02					
433	0.032369292					
434	3.27E-02					
435	3.30E-02					
436	3.32E-02					
437	3.33E-02					
438	3.34E-02					
439	0.033273318					
440	3.30E-02					
441	3.27E-02					
442	3.22E-02					
443	3.16E-02					
444	3.08E-02					
445	3.00E-02					
446	2.91E-02					
447	2.81E-02					
448	2.71E-02					
449	2.62E-02					
450	2.53E-02					
451	2.44E-02					
452	2.37E-02					
453	2.30E-02					
454	2.25E-02					
455	2.20E-02					
456	2.17E-02					
457	2.13E-02					
458	0.021063738					
459	2.08E-02					
460	2.06E-02					
461	2.04E-02					
462	2.02E-02					
463	2.01E-02					
464	1.99E-02					
465	1.97E-02					
466	1.94E-02					
467	1.92E-02					
468	1.90E-02					
469	1.87E-02					
470	1.85E-02					
471	1.83E-02					
472	1.80E-02					
473	1.78E-02					
474	1.76E-02					
475	1.74E-02					
476	1.73E-02					
477	1.72E-02					
478	1.70E-02					
479	0.016936388					
480	0.016910897					
481	1.69E-02					
482	1.70E-02					
483	0.017097276					
484	1.72E-02					
485	1.74E-02					
486	1.75E-02					
487	1.78E-02					
488	1.80E-02					
489	1.82E-02					
490	1.85E-02					
491	1.87E-02					
492	1.90E-02					
493	1.92E-02					
494	1.94E-02					
495	1.96E-02					
496	1.98E-02					
497	1.99E-02					
498	2.00E-02					
499	2.01E-02					
500	0.020114482					
501	2.01E-02					
502	0.020089089					
503	2.00E-02					
504	2.00E-02					
505	2.00E-02					
506	1.99E-02					
507	0.019791692					
508	1.97E-02					
509	1.96E-02					
510	1.95E-02					
511	1.94E-02					
512	1.93E-02					
513	1.92E-02					
514	1.91E-02					
515	1.91E-02					
516	1.91E-02					
517	1.91E-02					
518	1.91E-02					
519	1.91E-02					
520	1.92E-02					
521	1.93E-02					
522	1.94E-02					
523	1.95E-02					
524	1.96E-02					
525	1.97E-02					
526	1.99E-02					
527	0.020015648					
528	0.02019864					
529	2.04E-02					
530	2.06E-02					
531	0.020846456					
532	2.11E-02					
533	0.021400481					
534	2.17E-02					
535	2.19E-02					
536	2.22E-02					
537	2.25E-02					
538	2.27E-02					
539	2.30E-02					
540	2.33E-02					
541	0.023674323					
542	2.40E-02					
543	2.44E-02					
544	2.47E-02					
545	2.51E-02					
546	2.55E-02					
547	2.59E-02					
548	2.62E-02					
549	2.65E-02					
550	2.68E-02					
551	0.027105001					
552	2.74E-02					
553	2.78E-02					
554	2.81E-02					
555	2.84E-02					
556	2.87E-02					
557	2.91E-02					
558	2.94E-02					
559	2.98E-02					
560	3.02E-02					
561	0.030572521					
562	3.10E-02					
563	3.14E-02					
564	3.18E-02					
565	3.22E-02					
566	3.26E-02					
567	3.28E-02					
568	3.29E-02					
569	3.27E-02					
570	0.032283712					
571	3.16E-02					
572	0.030696228					
573	2.95E-02					
574	2.82E-02					
575	2.66E-02					
576	2.50E-02					
577	2.34E-02					
578	2.17E-02					
579	2.00E-02					
580	1.84E-02					
581	1.69E-02					
582	1.56E-02					
583	1.44E-02					
584	1.33E-02					
585	0.012409819					
586	1.16E-02					
587	1.10E-02					
588	1.04E-02					
589	9.96E-03					
590	9.57E-03					
591	9.24E-03					
592	8.99E-03					
593	8.77E-03					
594	8.61E-03					
595	8.45E-03					
596	0.008330297					
597	8.24E-03					
598	8.14E-03					
599	8.06E-03					
600	8.01E-03					
601	7.98E-03					
602	7.95E-03					
603	7.94E-03					
604	7.94E-03					
605	7.93E-03					
606	7.97E-03					
607	8.01E-03					
608	8.07E-03					
609	8.14E-03					
610	8.19E-03					
611	8.25E-03					
612	8.33E-03					
613	8.41E-03					
614	8.50E-03					
615	8.58E-03					
616	8.65E-03					
617	8.73E-03					
618	8.82E-03					
619	8.92E-03					
620	9.01E-03					
621	9.07E-03					
622	9.12E-03					
623	9.18E-03					
624	9.23E-03					
625	9.26E-03					
626	9.26E-03					
627	9.25E-03					
628	9.23E-03					
629	9.21E-03					
630	9.18E-03					
631	9.13E-03					
632	9.09E-03					
633	9.02E-03					
634	8.96E-03					
635	8.90E-03					
636	8.83E-03					
637	8.76E-03					
638	8.69E-03					
639	8.61E-03					
640	8.56E-03					
641	8.48E-03					
642	8.41E-03					
643	8.32E-03					
644	8.26E-03					
645	8.19E-03					
646	8.13E-03					
647	8.09E-03					
648	8.08E-03					
649	8.12E-03					
650	8.19E-03					
651	8.29E-03					
652	8.42E-03					
653	8.58E-03					
654	8.83E-03					
655	9.11E-03					
656	9.46E-03					
657	9.89E-03					
658	0.010344472					
659	1.09E-02					
660	1.15E-02					
661	1.23E-02					
662	1.30E-02					
663	1.38E-02					
664	1.46E-02					
665	1.55E-02					
666	1.64E-02					
667	1.72E-02					
668	0.018110697					
669	1.89E-02					
670	1.97E-02					
671	2.05E-02					
672	2.12E-02					
673	2.20E-02					
674	2.27E-02					
675	2.35E-02					
676	2.42E-02					
677	0.024874999					
678	2.56E-02					
679	2.62E-02					
680	2.66E-02					
681	2.67E-02					
682	2.66E-02					
683	0.026153352					
684	0.02542764					
685	2.45E-02					
686	2.33E-02					
687	2.18E-02					
688	2.03E-02					
689	1.88E-02					
690	1.74E-02					
691	1.60E-02					
692	1.46E-02					
693	1.34E-02					
694	1.23E-02					
695	1.12E-02					
696	1.03E-02					
697	9.40E-03					
698	8.59E-03					
699	7.94E-03					
700	7.34E-03					
701	0.006804021					
702	6.30E-03					
703	5.98E-03					
704	5.56E-03					
705	5.26E-03					
706	5.00E-03					
707	4.77E-03					
708	4.57E-03					
709	0.004378276					
710	4.20E-03					
