OLIS-3D-ASCII	SySl1172					
375	-6.03E-04					
376	-0.000477653					
377	-3.57E-04					
378	-2.43E-04					
379	-1.34E-04					
380	-3.37E-05					
381	5.85E-05					
382	1.21E-04					
383	1.95E-04					
384	2.92E-04					
385	3.29E-04					
386	4.09E-04					
387	5.20E-04					
388	5.20E-04					
389	5.69E-04					
390	7.22E-04					
391	8.18E-04					
392	8.68E-04					
393	9.31E-04					
394	9.94E-04					
395	1.04E-03					
396	1.13E-03					
397	1.17E-03					
398	1.26E-03					
399	0.001343125					
400	1.37E-03					
401	1.49E-03					
402	1.59E-03					
403	1.67E-03					
404	1.76E-03					
405	1.85E-03					
406	1.87E-03					
407	0.001933217					
408	2.00E-03					
409	2.11E-03					
410	2.22E-03					
411	2.31E-03					
412	2.41E-03					
413	2.57E-03					
414	2.68E-03					
415	2.81E-03					
416	2.90E-03					
417	2.94E-03					
418	2.96E-03					
419	3.03E-03					
420	3.04E-03					
421	3.08E-03					
422	3.10E-03					
423	3.11E-03					
424	3.16E-03					
425	3.24E-03					
426	3.29E-03					
427	3.36E-03					
428	3.40E-03					
429	3.46E-03					
430	3.54E-03					
431	3.60E-03					
432	3.64E-03					
433	3.70E-03					
434	3.75E-03					
435	3.77E-03					
436	3.81E-03					
437	3.86E-03					
438	3.88E-03					
439	3.88E-03					
440	3.85E-03					
441	3.80E-03					
442	3.73E-03					
443	3.63E-03					
444	3.49E-03					
445	3.37E-03					
446	3.22E-03					
447	3.08E-03					
448	2.93E-03					
449	2.80E-03					
450	2.66E-03					
451	2.54E-03					
452	2.43E-03					
453	2.32E-03					
454	2.26E-03					
455	2.19E-03					
456	2.13E-03					
457	2.07E-03					
458	2.04E-03					
459	2.00E-03					
460	1.96E-03					
461	1.93E-03					
462	1.90E-03					
463	1.89E-03					
464	1.86E-03					
465	1.83E-03					
466	1.82E-03					
467	1.78E-03					
468	1.75E-03					
469	1.71E-03					
470	1.67E-03					
471	1.65E-03					
472	1.62E-03					
473	1.59E-03					
