OLIS-3D-ASCII	SySl1014			
375	4.39E-02			
376	4.49E-02			
377	4.59E-02			
378	4.68E-02			
379	4.77E-02			
380	4.85E-02			
381	4.92E-02			
382	4.98E-02			
383	5.01E-02			
384	5.03E-02			
385	5.03E-02			
386	5.02E-02			
387	5.02E-02			
388	5.02E-02			
389	5.02E-02			
390	5.03E-02			
391	5.05E-02			
392	5.07E-02			
393	5.11E-02			
394	5.14E-02			
395	5.17E-02			
396	5.19E-02			
397	5.24E-02			
398	5.28E-02			
399	5.34E-02			
400	5.40E-02			
401	5.48E-02			
402	5.57E-02			
403	5.68E-02			
404	5.82E-02			
405	5.96E-02			
406	6.11E-02			
407	6.26E-02			
408	0.064137035			
409	6.59E-02			
410	6.75E-02			
411	6.91E-02			
412	7.06E-02			
413	7.20E-02			
414	7.33E-02			
415	7.47E-02			
416	0.075932291			
417	7.69E-02			
418	0.077947043			
419	7.88E-02			
420	7.96E-02			
421	8.04E-02			
422	8.10E-02			
423	8.17E-02			
424	8.23E-02			
425	8.29E-02			
426	8.36E-02			
427	8.44E-02			
428	8.54E-02			
429	8.65E-02			
430	8.78E-02			
431	8.92E-02			
432	9.08E-02			
433	9.23E-02			
434	9.37E-02			
435	9.52E-02			
436	0.096243627			
437	9.72E-02			
438	9.78E-02			
439	9.79E-02			
440	9.77E-02			
441	9.68E-02			
442	9.55E-02			
443	9.38E-02			
444	9.18E-02			
445	8.91E-02			
446	8.63E-02			
447	8.31E-02			
448	8.00E-02			
449	0.076914336			
450	7.39E-02			
451	0.07113359			
452	6.85E-02			
453	6.61E-02			
454	0.064020115			
455	6.24E-02			
456	6.12E-02			
457	6.00E-02			
458	5.90E-02			
459	5.81E-02			
460	5.74E-02			
461	5.69E-02			
462	5.64E-02			
463	5.60E-02			
464	5.55E-02			
465	5.52E-02			
466	5.48E-02			
467	5.46E-02			
468	5.43E-02			
469	5.40E-02			
470	5.38E-02			
471	5.35E-02			
472	5.34E-02			
473	5.33E-02			
474	5.31E-02			
475	5.32E-02			
476	0.05318117			
477	5.33E-02			
478	5.35E-02			
479	5.37E-02			
480	5.41E-02			
481	5.44E-02			
482	5.49E-02			
483	5.53E-02			
484	5.56E-02			
485	5.60E-02			
486	5.61E-02			
487	5.64E-02			
488	5.65E-02			
489	5.65E-02			
490	5.65E-02			
491	5.63E-02			
492	5.61E-02			
493	5.59E-02			
494	5.56E-02			
495	5.51E-02			
496	0.054554637			
497	0.053859697			
498	5.31E-02			
499	5.24E-02			
500	5.16E-02			
501	5.07E-02			
502	4.98E-02			
503	4.89E-02			
504	4.81E-02			
505	4.73E-02			
506	4.65E-02			
507	4.57E-02			
508	4.48E-02			
509	4.40E-02			
510	4.33E-02			
511	4.27E-02			
512	4.19E-02			
513	4.12E-02			
514	4.05E-02			
515	3.99E-02			
516	3.94E-02			
517	3.88E-02			
518	3.81E-02			
519	3.73E-02			
520	3.67E-02			
521	3.62E-02			
522	3.55E-02			
523	3.49E-02			
524	3.41E-02			
525	3.33E-02			
526	3.25E-02			
527	3.17E-02			
528	3.10E-02			
529	3.01E-02			
530	2.92E-02			
531	2.84E-02			
532	2.76E-02			
533	2.68E-02			
534	2.61E-02			
535	2.53E-02			
536	2.46E-02			
537	2.39E-02			
538	2.31E-02			
539	2.25E-02			
540	2.20E-02			
541	2.14E-02			
542	2.10E-02			
543	2.06E-02			
544	2.02E-02			
545	0.019950588			
546	1.97E-02			
547	1.96E-02			
548	1.94E-02			
549	0.019367739			
550	1.94E-02			
551	1.94E-02			
552	1.96E-02			
553	1.97E-02			
554	0.019967058			
555	0.02024751			
556	2.06E-02			
557	2.10E-02			
558	2.14E-02			
559	2.18E-02			
560	2.23E-02			
561	2.28E-02			
562	2.34E-02			
563	2.40E-02			
564	2.46E-02			
565	2.53E-02			
566	2.60E-02			
567	2.67E-02			
568	2.74E-02			
569	2.81E-02			
570	0.028710852			
571	2.94E-02			
572	0.030112463			
573	3.08E-02			
574	3.15E-02			
575	3.22E-02			
576	3.30E-02			
577	3.37E-02			
578	3.43E-02			
579	3.50E-02			
580	0.035561405			
581	3.61E-02			
582	3.66E-02			
583	3.72E-02			
584	3.77E-02			
585	3.83E-02			
586	3.88E-02			
587	3.94E-02			
588	4.00E-02			
589	0.040575444			
590	4.12E-02			
591	0.041804758			
592	4.24E-02			
593	4.30E-02			
594	4.36E-02			
595	4.42E-02			
596	4.49E-02			
597	4.55E-02			
598	4.61E-02			
599	4.69E-02			
600	4.76E-02			
601	4.84E-02			
602	4.93E-02			
603	5.03E-02			
604	5.13E-02			
605	5.24E-02			
606	5.35E-02			
607	5.46E-02			
