OLIS-3D-ASCII	SySl1200	
375	3.00E-03	
376	3.01E-03	
377	3.10E-03	
378	3.24E-03	
379	3.43E-03	
380	3.63E-03	
381	3.85E-03	
382	4.03E-03	
383	4.21E-03	
384	4.31E-03	
385	4.48E-03	
386	4.59E-03	
387	4.70E-03	
388	4.87E-03	
389	4.92E-03	
390	5.08E-03	
391	5.20E-03	
392	5.30E-03	
393	5.40E-03	
394	5.51E-03	
395	5.65E-03	
396	5.78E-03	
397	5.94E-03	
398	6.10E-03	
399	6.30E-03	
400	6.56E-03	
401	6.77E-03	
402	7.01E-03	
403	7.22E-03	
404	7.49E-03	
405	7.79E-03	
406	8.05E-03	
407	8.34E-03	
408	8.55E-03	
409	8.81E-03	
410	9.10E-03	
411	9.44E-03	
412	9.72E-03	
413	0.010003183	
414	1.03E-02	
415	0.010534007	
416	1.08E-02	
417	1.10E-02	
418	1.12E-02	
419	1.14E-02	
420	1.16E-02	
421	1.18E-02	
422	1.19E-02	
423	1.21E-02	
424	1.22E-02	
425	1.24E-02	
426	1.25E-02	
427	0.012721402	
428	1.29E-02	
429	1.31E-02	
430	1.33E-02	
431	1.36E-02	
432	1.38E-02	
433	1.40E-02	
434	1.41E-02	
435	1.43E-02	
436	1.44E-02	
437	1.45E-02	
438	1.45E-02	
439	1.44E-02	
440	1.44E-02	
441	1.43E-02	
442	1.42E-02	
443	1.40E-02	
444	1.38E-02	
445	1.35E-02	
446	1.32E-02	
447	1.30E-02	
448	0.012683106	
449	1.24E-02	
450	1.21E-02	
451	1.19E-02	
452	0.011686853	
453	1.15E-02	
454	1.13E-02	
455	1.12E-02	
456	1.10E-02	
457	1.09E-02	
458	1.08E-02	
459	1.07E-02	
460	1.06E-02	
461	1.05E-02	
462	1.05E-02	
463	1.04E-02	
464	1.03E-02	
465	1.01E-02	
466	1.00E-02	
467	9.83E-03	
468	9.69E-03	
469	9.53E-03	
470	9.37E-03	
471	9.23E-03	
472	9.09E-03	
473	8.98E-03	
474	8.87E-03	
475	8.77E-03	
476	8.68E-03	
477	8.61E-03	
478	8.56E-03	
479	8.51E-03	
480	8.50E-03	
481	8.48E-03	
482	8.48E-03	
483	8.53E-03	
484	8.58E-03	
485	8.62E-03	
486	8.68E-03	
487	8.72E-03	
488	8.77E-03	
489	8.81E-03	
490	8.85E-03	
491	8.88E-03	
492	8.90E-03	
493	8.89E-03	
494	8.88E-03	
495	8.86E-03	
496	8.81E-03	
497	8.75E-03	
498	8.65E-03	
499	8.51E-03	
500	8.37E-03	
501	8.22E-03	
502	8.06E-03	
503	7.91E-03	
504	7.73E-03	
505	7.52E-03	
506	7.32E-03	
507	7.11E-03	
508	6.89E-03	
509	6.67E-03	
510	6.43E-03	
511	6.19E-03	
512	5.97E-03	
513	5.75E-03	
514	5.56E-03	
515	5.37E-03	
516	5.16E-03	
517	4.98E-03	
518	4.79E-03	
519	4.61E-03	
520	4.45E-03	
521	4.28E-03	
522	4.10E-03	
523	3.94E-03	
524	3.77E-03	
525	3.60E-03	
526	3.46E-03	
527	3.32E-03	
528	3.17E-03	
529	3.04E-03	
530	2.90E-03	
531	2.80E-03	
532	2.68E-03	
533	2.56E-03	
534	2.43E-03	
535	2.31E-03	
536	2.19E-03	
537	2.09E-03	
538	2.00E-03	
539	1.88E-03	
540	1.79E-03	
541	1.70E-03	
542	1.62E-03	
543	1.56E-03	
544	1.50E-03	
545	1.44E-03	
546	1.39E-03	
547	1.35E-03	
548	1.32E-03	
549	1.29E-03	
550	1.25E-03	
551	1.21E-03	
552	1.19E-03	
553	1.16E-03	
554	1.14E-03	
555	1.13E-03	
556	1.14E-03	
557	1.14E-03	
558	1.16E-03	
559	1.17E-03	
560	1.19E-03	
561	1.21E-03	
562	1.24E-03	
563	1.25E-03	
564	1.26E-03	
565	1.29E-03	
566	1.31E-03	
567	1.33E-03	
568	1.37E-03	
569	1.41E-03	
570	1.46E-03	
571	1.49E-03	
572	1.54E-03	
573	1.58E-03	
574	1.63E-03	
575	1.66E-03	
576	1.69E-03	
577	1.73E-03	
578	1.75E-03	
579	1.80E-03	
580	1.85E-03	
581	1.91E-03	
582	1.96E-03	
583	1.98E-03	
584	2.03E-03	
585	2.07E-03	
586	2.11E-03	
587	2.14E-03	
588	2.17E-03	
589	2.19E-03	
590	0.002224669	
591	2.26E-03	
592	2.30E-03	
593	2.34E-03	
594	2.37E-03	
595	2.38E-03	
596	2.43E-03	
597	2.46E-03	
598	2.50E-03	
599	2.54E-03	
600	2.57E-03	
601	2.60E-03	
602	2.65E-03	
603	2.68E-03	
604	2.73E-03	
605	2.79E-03	
606	2.86E-03	
607	2.93E-03	
608	3.02E-03	
609	3.10E-03	
610	3.19E-03	
611	3.28E-03	
612	3.37E-03	
613	3.45E-03	
614	3.52E-03	
615	3.59E-03	
616	3.65E-03	
617	3.72E-03	
618	3.77E-03	
619	0.003820301	
620	3.87E-03	
621	3.93E-03	
622	3.96E-03	
623	4.00E-03	
624	4.03E-03	
625	4.08E-03	
626	4.11E-03	
627	4.15E-03	
628	4.17E-03	
629	4.19E-03	
630	4.20E-03	
631	4.20E-03	
632	4.20E-03	
633	4.20E-03	
634	4.16E-03	
635	4.13E-03	
636	4.09E-03	
637	4.06E-03	
638	4.03E-03	
639	4.00E-03	
640	3.94E-03	
641	3.91E-03	
642	3.85E-03	
643	3.80E-03	
644	3.74E-03	
645	3.68E-03	
646	3.63E-03	
647	3.59E-03	
648	3.55E-03	
649	3.55E-03	
650	3.55E-03	
651	3.55E-03	
652	3.56E-03	
653	3.61E-03	
654	3.66E-03	
655	3.75E-03	
656	3.85E-03	
657	3.95E-03	
658	4.10E-03	
659	4.27E-03	
660	4.49E-03	
661	4.74E-03	
662	5.02E-03	
663	5.35E-03	
664	5.70E-03	
665	6.07E-03	
666	6.47E-03	
667	6.87E-03	
668	7.25E-03	
669	7.60E-03	
670	7.92E-03	
671	8.27E-03	
672	8.61E-03	
673	8.94E-03	
674	9.26E-03	
675	9.54E-03	
676	9.77E-03	
677	1.00E-02	
678	1.02E-02	
679	1.03E-02	
680	1.03E-02	
681	1.02E-02	
682	1.00E-02	
683	9.79E-03	
684	9.44E-03	
685	8.97E-03	
686	8.38E-03	
687	7.76E-03	
688	7.11E-03	
689	6.52E-03	
690	5.92E-03	
691	5.31E-03	
692	4.78E-03	
693	4.29E-03	
694	3.86E-03	
695	3.43E-03	
696	3.15E-03	
697	2.78E-03	
698	2.47E-03	
699	2.24E-03	
700	1.96E-03	
701	1.77E-03	
702	1.60E-03	
703	1.44E-03	
704	1.36E-03	
705	1.26E-03	
706	1.16E-03	
707	1.05E-03	
708	9.30E-04	
709	7.82E-04	
710	6.03E-04	
