OLIS-3D-ASCII	SySl1109				
375	2.61E-03				
376	2.58E-03				
377	2.55E-03				
378	2.52E-03				
379	2.49E-03				
380	2.47E-03				
381	2.46E-03				
382	2.56E-03				
383	2.51E-03				
384	2.51E-03				
385	2.54E-03				
386	2.48E-03				
387	2.41E-03				
388	2.43E-03				
389	2.40E-03				
390	2.34E-03				
391	2.30E-03				
392	2.23E-03				
393	2.26E-03				
394	2.30E-03				
395	2.34E-03				
396	2.35E-03				
397	2.36E-03				
398	2.38E-03				
399	2.41E-03				
400	2.42E-03				
401	2.41E-03				
402	2.43E-03				
403	2.42E-03				
404	2.46E-03				
405	0.002502264				
406	2.53E-03				
407	2.58E-03				
408	2.63E-03				
409	2.70E-03				
410	2.80E-03				
411	2.86E-03				
412	2.92E-03				
413	2.97E-03				
414	3.02E-03				
415	3.05E-03				
416	3.08E-03				
417	3.08E-03				
418	3.07E-03				
419	3.07E-03				
420	3.06E-03				
421	3.05E-03				
422	3.07E-03				
423	3.09E-03				
424	3.11E-03				
425	3.13E-03				
426	3.15E-03				
427	3.18E-03				
428	3.20E-03				
429	3.24E-03				
430	3.26E-03				
431	3.30E-03				
432	3.31E-03				
433	3.32E-03				
434	3.34E-03				
435	3.37E-03				
436	3.36E-03				
437	3.34E-03				
438	3.34E-03				
439	3.31E-03				
440	3.28E-03				
441	3.25E-03				
442	3.19E-03				
443	3.14E-03				
444	3.07E-03				
445	2.99E-03				
446	2.89E-03				
447	2.79E-03				
448	2.70E-03				
449	2.61E-03				
450	2.54E-03				
451	2.43E-03				
452	2.37E-03				
453	2.32E-03				
454	2.28E-03				
455	2.24E-03				
456	2.21E-03				
457	2.18E-03				
458	2.15E-03				
459	2.12E-03				
460	2.09E-03				
461	2.07E-03				
462	2.03E-03				
463	2.00E-03				
464	1.99E-03				
465	1.97E-03				
466	1.95E-03				
467	1.92E-03				
468	1.90E-03				
469	1.87E-03				
470	1.84E-03				
471	1.82E-03				
472	1.78E-03				
473	0.001754801				
474	1.71E-03				
475	1.69E-03				
476	1.65E-03				
477	1.62E-03				
478	1.60E-03				
479	1.58E-03				
480	1.58E-03				
481	1.57E-03				
482	1.58E-03				
483	1.60E-03				
484	1.60E-03				
485	1.62E-03				
486	1.62E-03				
487	1.63E-03				
488	1.64E-03				
489	1.65E-03				
490	1.67E-03				
491	1.67E-03				
492	1.70E-03				
493	1.71E-03				
