OLIS-3D-ASCII	SySl1110			
375	1.15E-03			
376	1.11E-03			
377	1.11E-03			
378	1.14E-03			
379	1.18E-03			
380	1.23E-03			
381	1.27E-03			
382	1.23E-03			
383	1.25E-03			
384	1.26E-03			
385	1.18E-03			
386	1.13E-03			
387	1.12E-03			
388	1.13E-03			
389	1.06E-03			
390	1.07E-03			
391	1.00E-03			
392	9.91E-04			
393	1.01E-03			
394	9.69E-04			
395	1.06E-03			
396	1.09E-03			
397	1.12E-03			
398	1.13E-03			
399	1.18E-03			
400	1.14E-03			
401	1.08E-03			
402	1.08E-03			
403	1.04E-03			
404	9.96E-04			
405	1.00E-03			
406	9.95E-04			
407	1.01E-03			
408	1.05E-03			
409	1.08E-03			
410	1.09E-03			
411	1.11E-03			
412	1.11E-03			
413	1.15E-03			
414	1.20E-03			
415	1.23E-03			
416	1.22E-03			
417	1.24E-03			
418	1.24E-03			
419	1.25E-03			
420	1.23E-03			
421	1.23E-03			
422	1.20E-03			
423	1.17E-03			
424	1.16E-03			
425	1.15E-03			
426	1.16E-03			
427	1.18E-03			
428	1.21E-03			
429	1.22E-03			
430	1.24E-03			
431	1.26E-03			
432	1.25E-03			
433	1.27E-03			
434	1.27E-03			
435	1.26E-03			
436	1.26E-03			
437	1.25E-03			
438	1.24E-03			
439	1.24E-03			
440	1.23E-03			
441	1.19E-03			
442	1.16E-03			
443	1.11E-03			
444	1.08E-03			
445	1.04E-03			
446	1.02E-03			
447	9.77E-04			
448	9.40E-04			
449	9.16E-04			
450	8.95E-04			
451	8.75E-04			
452	8.56E-04			
453	8.36E-04			
454	8.06E-04			
455	7.88E-04			
456	7.78E-04			
457	7.60E-04			
458	7.43E-04			
459	7.10E-04			
460	7.02E-04			
461	6.99E-04			
462	6.85E-04			
463	6.78E-04			
464	6.75E-04			
465	6.58E-04			
466	6.50E-04			
467	6.34E-04			
468	6.27E-04			
469	6.06E-04			
470	5.91E-04			
471	5.82E-04			
472	5.86E-04			
473	5.92E-04			
474	5.85E-04			
475	5.79E-04			
476	5.77E-04			
477	5.53E-04			
478	5.42E-04			
479	5.16E-04			
480	5.07E-04			
481	4.92E-04			
482	4.89E-04			
483	4.81E-04			
484	4.84E-04			
485	4.98E-04			
486	5.11E-04			
487	5.14E-04			
488	5.30E-04			
489	5.19E-04			
490	5.19E-04			
491	5.11E-04			
492	5.19E-04			
493	5.26E-04			
494	5.17E-04			
495	5.22E-04			
496	5.27E-04			
497	5.43E-04			
498	5.57E-04			
499	5.58E-04			
500	5.67E-04			
501	5.54E-04			
502	5.51E-04			
503	5.35E-04			
504	5.34E-04			
505	5.25E-04			
506	4.98E-04			
507	4.96E-04			
508	4.81E-04			
509	4.71E-04			
510	4.57E-04			
511	4.35E-04			
512	4.11E-04			
513	3.83E-04			
514	3.59E-04			
515	3.35E-04			
516	3.31E-04			
517	3.24E-04			
518	3.17E-04			
519	3.10E-04			
520	3.07E-04			
521	3.11E-04			
522	3.01E-04			
523	2.82E-04			
524	2.65E-04			
525	2.49E-04			
526	2.43E-04			
527	2.48E-04			
528	2.51E-04			
529	2.41E-04			
530	2.34E-04			
531	2.14E-04			
532	2.04E-04			
533	1.93E-04			
534	1.70E-04			
535	1.47E-04			
536	1.41E-04			
537	1.35E-04			
538	1.44E-04			
539	1.47E-04			
540	1.46E-04			
541	1.53E-04			
542	1.60E-04			
543	1.51E-04			
544	1.45E-04			
545	1.46E-04			
546	1.47E-04			
547	1.59E-04			
548	1.86E-04			
549	1.86E-04			
550	2.06E-04			
551	2.13E-04			
552	2.32E-04			
553	2.44E-04			
554	2.49E-04			
555	2.34E-04			
556	2.27E-04			
557	2.25E-04			
558	2.23E-04			
559	2.35E-04			
560	2.36E-04			
561	2.33E-04			
562	2.30E-04			
563	2.29E-04			
564	2.33E-04			
565	2.39E-04			
566	2.49E-04			
567	2.44E-04			
568	2.53E-04			
569	2.83E-04			
570	3.05E-04			
571	3.27E-04			
572	3.48E-04			
573	3.66E-04			
574	3.61E-04			
575	3.74E-04			
576	3.77E-04			
577	3.84E-04			
578	3.80E-04			
579	3.74E-04			
580	3.87E-04			
581	4.08E-04			
582	4.13E-04			
583	4.30E-04			
584	4.33E-04			
585	4.41E-04			
586	4.43E-04			
587	4.45E-04			
588	4.38E-04			
589	4.38E-04			
590	4.38E-04			
591	4.35E-04			
592	4.56E-04			
593	4.66E-04			
594	4.81E-04			
595	4.93E-04			
596	4.93E-04			
