OLIS-3D-ASCII	SySl1196					
375	2.75E-03					
376	2.55E-03					
377	2.51E-03					
378	2.59E-03					
379	2.77E-03					
380	3.00E-03					
381	3.27E-03					
382	3.48E-03					
383	3.75E-03					
384	3.88E-03					
385	4.04E-03					
386	4.12E-03					
387	4.14E-03					
388	4.26E-03					
389	4.25E-03					
390	4.36E-03					
391	4.43E-03					
392	4.52E-03					
393	4.64E-03					
394	4.74E-03					
395	4.89E-03					
396	4.99E-03					
397	5.11E-03					
398	5.25E-03					
399	5.43E-03					
400	5.64E-03					
401	5.80E-03					
402	6.01E-03					
403	6.22E-03					
404	6.43E-03					
405	6.68E-03					
406	6.89E-03					
407	7.14E-03					
408	7.34E-03					
409	7.58E-03					
410	7.85E-03					
411	8.13E-03					
412	8.35E-03					
413	8.61E-03					
414	8.83E-03					
415	9.07E-03					
416	9.25E-03					
417	9.44E-03					
418	9.61E-03					
419	9.78E-03					
420	9.95E-03					
421	1.01E-02					
422	1.02E-02					
423	1.03E-02					
424	1.04E-02					
425	1.05E-02					
426	1.06E-02					
427	1.08E-02					
428	1.09E-02					
429	1.10E-02					
430	1.12E-02					
431	1.14E-02					
432	1.16E-02					
433	1.18E-02					
434	1.19E-02					
435	1.20E-02					
436	0.012120431					
437	1.22E-02					
438	1.22E-02					
439	1.22E-02					
440	1.21E-02					
441	1.21E-02					
442	1.19E-02					
443	1.18E-02					
444	1.15E-02					
445	1.12E-02					
446	1.10E-02					
447	1.07E-02					
448	1.04E-02					
449	1.01E-02					
450	9.80E-03					
451	9.53E-03					
452	9.31E-03					
453	9.12E-03					
454	8.94E-03					
455	8.81E-03					
456	8.70E-03					
457	8.61E-03					
458	8.53E-03					
459	8.45E-03					
460	8.37E-03					
461	8.30E-03					
462	8.22E-03					
463	8.13E-03					
464	8.04E-03					
465	7.93E-03					
466	7.84E-03					
467	7.72E-03					
468	7.60E-03					
469	7.47E-03					
470	7.35E-03					
471	7.24E-03					
472	7.10E-03					
473	7.00E-03					
474	6.90E-03					
475	6.82E-03					
476	6.74E-03					
477	6.68E-03					
478	6.64E-03					
479	6.59E-03					
480	6.58E-03					
481	6.58E-03					
482	6.59E-03					
483	6.63E-03					
484	6.66E-03					
485	6.71E-03					
486	6.77E-03					
487	6.82E-03					
488	6.87E-03					
489	0.006929636					
490	6.99E-03					
491	7.05E-03					
492	7.11E-03					
493	7.14E-03					
494	7.17E-03					
495	7.20E-03					
496	7.19E-03					
497	7.18E-03					
498	7.15E-03					
499	7.08E-03					
500	7.02E-03					
501	6.94E-03					
502	6.85E-03					
503	6.75E-03					
504	6.63E-03					
505	6.51E-03					
506	6.38E-03					
507	6.24E-03					
508	6.08E-03					
509	5.94E-03					
510	5.79E-03					
511	5.62E-03					
512	5.48E-03					
513	5.32E-03					
514	5.17E-03					
515	5.04E-03					
516	4.91E-03					
517	4.81E-03					
518	4.69E-03					
519	4.59E-03					
520	4.51E-03					
521	4.43E-03					
522	4.37E-03					
523	4.30E-03					
524	4.24E-03					
525	4.16E-03					
526	4.12E-03					
527	4.07E-03					
528	4.02E-03					
529	3.98E-03					
530	3.93E-03					
531	3.91E-03					
532	3.88E-03					
533	3.86E-03					
534	3.83E-03					
535	3.81E-03					
536	3.78E-03					
537	3.76E-03					
538	3.74E-03					
539	3.70E-03					
540	3.68E-03					
541	3.65E-03					
542	3.64E-03					
543	3.63E-03					
544	3.64E-03					
545	3.65E-03					
546	3.68E-03					
547	3.72E-03					
548	0.003752628					
549	3.77E-03					
550	3.79E-03					
551	3.80E-03					
552	3.82E-03					
553	3.83E-03					
554	3.85E-03					
555	3.87E-03					
556	3.91E-03					
557	3.96E-03					
558	4.01E-03					
559	4.07E-03					
560	4.12E-03					
561	4.18E-03					
562	4.23E-03					
563	4.29E-03					
564	4.34E-03					
565	4.39E-03					
566	4.43E-03					
567	4.47E-03					
568	4.49E-03					
569	4.49E-03					
570	4.46E-03					
571	4.40E-03					
572	4.32E-03					
573	4.20E-03					
574	4.06E-03					
575	3.89E-03					
576	3.70E-03					
577	3.52E-03					
578	3.35E-03					
579	3.19E-03					
580	3.05E-03					
581	2.93E-03					
582	2.80E-03					
583	2.69E-03					
584	2.60E-03					
585	2.51E-03					
586	2.44E-03					
587	2.35E-03					
588	2.29E-03					
589	2.23E-03					
590	2.20E-03					
591	2.17E-03					
592	2.14E-03					
593	2.13E-03					
594	2.10E-03					
595	2.10E-03					
596	2.09E-03					
597	2.08E-03					
598	2.08E-03					
599	2.07E-03					
600	2.06E-03					
601	2.05E-03					
602	2.07E-03					
603	2.06E-03					
604	2.08E-03					
605	2.08E-03					
606	2.10E-03					
607	2.13E-03					
608	2.16E-03					
609	2.19E-03					
610	2.21E-03					
611	2.24E-03					
612	2.26E-03					
613	2.29E-03					
614	2.32E-03					
615	2.34E-03					
616	2.38E-03					
617	2.40E-03					
618	2.44E-03					
619	2.47E-03					
620	2.51E-03					
621	2.53E-03					
622	2.53E-03					
623	2.55E-03					
624	2.56E-03					
625	2.57E-03					
626	2.58E-03					
627	0.002599122					
628	2.60E-03					
629	2.62E-03					
630	2.63E-03					
631	2.63E-03					
632	2.64E-03					
633	2.63E-03					
634	2.61E-03					
635	2.58E-03					
636	2.54E-03					
637	2.51E-03					
638	2.48E-03					
639	2.47E-03					
640	2.42E-03					
641	2.41E-03					
642	2.39E-03					
643	2.38E-03					
644	2.37E-03					
645	2.39E-03					
646	2.40E-03					
647	2.40E-03					
648	2.42E-03					
649	2.46E-03					
650	2.47E-03					
651	2.49E-03					
652	2.52E-03					
653	2.58E-03					
654	2.66E-03					
655	2.78E-03					
656	2.92E-03					
657	3.10E-03					
658	3.27E-03					
659	3.49E-03					
660	3.75E-03					
661	4.00E-03					
662	4.29E-03					
663	4.61E-03					
664	4.95E-03					
665	5.30E-03					
666	5.71E-03					
667	6.11E-03					
668	6.48E-03					
669	6.83E-03					
670	7.16E-03					
671	7.51E-03					
672	7.82E-03					
673	8.14E-03					
674	8.43E-03					
675	8.69E-03					
676	8.92E-03					
677	9.14E-03					
678	9.36E-03					
679	9.46E-03					
680	9.48E-03					
681	9.40E-03					
682	9.24E-03					
683	9.00E-03					
684	8.67E-03					
685	8.25E-03					
686	7.67E-03					
687	7.08E-03					
688	6.45E-03					
689	5.85E-03					
690	5.28E-03					
691	4.71E-03					
692	4.22E-03					
693	3.75E-03					
694	3.35E-03					
695	2.97E-03					
696	2.73E-03					
697	2.42E-03					
698	2.12E-03					
699	1.89E-03					
700	1.61E-03					
701	1.47E-03					
702	1.28E-03					
703	1.18E-03					
704	1.05E-03					
705	9.02E-04					
706	7.54E-04					
707	6.01E-04					
708	4.39E-04					
709	2.65E-04					
710	7.72E-05					
