OLIS-3D-ASCII	SySl1262			
375	4.62E-03			
376	4.57E-03			
377	4.54E-03			
378	4.54E-03			
379	4.56E-03			
380	4.59E-03			
381	4.62E-03			
382	4.69E-03			
383	4.64E-03			
384	4.67E-03			
385	4.66E-03			
386	4.66E-03			
387	4.68E-03			
388	4.67E-03			
389	4.63E-03			
390	4.68E-03			
391	4.66E-03			
392	4.63E-03			
393	4.69E-03			
394	4.66E-03			
395	4.65E-03			
396	4.70E-03			
397	4.72E-03			
398	4.71E-03			
399	4.77E-03			
400	4.78E-03			
401	4.79E-03			
402	4.89E-03			
403	4.98E-03			
404	5.12E-03			
405	5.23E-03			
406	5.34E-03			
407	5.46E-03			
408	5.58E-03			
409	5.67E-03			
410	5.79E-03			
411	5.86E-03			
412	5.92E-03			
413	6.05E-03			
414	6.17E-03			
415	6.31E-03			
416	6.47E-03			
417	6.60E-03			
418	6.73E-03			
419	6.83E-03			
420	6.93E-03			
421	7.00E-03			
422	7.09E-03			
423	7.13E-03			
424	7.16E-03			
425	7.23E-03			
426	7.28E-03			
427	7.30E-03			
428	7.30E-03			
429	7.32E-03			
430	7.37E-03			
431	7.41E-03			
432	7.44E-03			
433	7.52E-03			
434	7.59E-03			
435	7.68E-03			
436	7.78E-03			
437	7.89E-03			
438	7.98E-03			
439	8.04E-03			
440	8.08E-03			
441	8.15E-03			
442	8.22E-03			
443	8.24E-03			
444	8.25E-03			
445	8.26E-03			
446	8.20E-03			
447	8.15E-03			
448	8.07E-03			
449	7.95E-03			
450	7.78E-03			
451	7.61E-03			
452	7.41E-03			
453	7.24E-03			
454	7.06E-03			
455	6.87E-03			
456	6.66E-03			
457	6.45E-03			
458	6.24E-03			
459	6.01E-03			
460	5.77E-03			
461	5.54E-03			
462	5.29E-03			
463	5.09E-03			
464	4.91E-03			
465	4.76E-03			
466	4.61E-03			
467	4.47E-03			
468	4.35E-03			
469	4.25E-03			
470	4.16E-03			
471	4.07E-03			
472	3.99E-03			
473	3.91E-03			
474	3.83E-03			
475	3.76E-03			
476	3.73E-03			
477	3.68E-03			
478	3.64E-03			
479	3.60E-03			
480	3.60E-03			
481	3.59E-03			
482	3.59E-03			
483	3.58E-03			
484	3.57E-03			
485	3.56E-03			
486	3.56E-03			
487	3.55E-03			
488	3.55E-03			
489	3.52E-03			
490	3.49E-03			
491	3.47E-03			
492	3.44E-03			
493	3.40E-03			
494	3.35E-03			
495	3.29E-03			
496	3.23E-03			
497	3.17E-03			
498	3.10E-03			
499	3.04E-03			
500	2.96E-03			
501	2.87E-03			
502	2.77E-03			
503	2.68E-03			
504	2.57E-03			
505	2.47E-03			
506	2.36E-03			
507	2.26E-03			
508	2.15E-03			
509	2.05E-03			
510	1.94E-03			
511	1.84E-03			
512	1.73E-03			
513	1.63E-03			
514	1.54E-03			
515	1.45E-03			
516	1.38E-03			
517	1.29E-03			
518	1.22E-03			
519	1.16E-03			
520	1.08E-03			
521	1.01E-03			
522	9.38E-04			
523	8.71E-04			
524	8.13E-04			
525	7.54E-04			
526	7.14E-04			
527	6.83E-04			
528	6.66E-04			
529	6.30E-04			
530	6.26E-04			
531	6.14E-04			
532	6.03E-04			
533	5.97E-04			
534	5.79E-04			
535	5.64E-04			
536	5.43E-04			
537	5.15E-04			
538	5.06E-04			
539	5.07E-04			
540	4.94E-04			
541	4.85E-04			
542	4.84E-04			
543	4.85E-04			
544	4.96E-04			
545	4.97E-04			
546	4.87E-04			
547	4.73E-04			
548	4.57E-04			
549	4.38E-04			
550	4.35E-04			
551	4.30E-04			
552	4.18E-04			
553	4.24E-04			
554	4.23E-04			
555	4.21E-04			
556	4.14E-04			
557	4.14E-04			
558	4.13E-04			
559	4.00E-04			
560	3.97E-04			
561	4.07E-04			
562	4.12E-04			
563	4.15E-04			
564	4.20E-04			
565	4.20E-04			
566	4.15E-04			
567	4.04E-04			
568	3.93E-04			
569	3.95E-04			
570	3.90E-04			
571	3.88E-04			
572	3.81E-04			
573	3.87E-04			
574	3.85E-04			
575	4.03E-04			
576	4.20E-04			
577	4.38E-04			
