OLIS-3D-ASCII	SySl1330	
375	8.25E-03	
376	8.18E-03	
377	8.16E-03	
378	8.19E-03	
379	8.24E-03	
380	8.32E-03	
381	8.39E-03	
382	8.48E-03	
383	8.52E-03	
384	8.40E-03	
385	8.31E-03	
386	8.23E-03	
387	8.13E-03	
388	8.05E-03	
389	7.96E-03	
390	7.95E-03	
391	7.90E-03	
392	7.87E-03	
393	7.91E-03	
394	7.99E-03	
395	8.02E-03	
396	8.03E-03	
397	8.08E-03	
398	8.13E-03	
399	8.18E-03	
400	8.22E-03	
401	8.30E-03	
402	8.41E-03	
403	8.49E-03	
404	8.60E-03	
405	8.74E-03	
406	8.90E-03	
407	9.04E-03	
408	9.19E-03	
409	9.38E-03	
410	9.58E-03	
411	9.76E-03	
412	9.92E-03	
413	1.01E-02	
414	1.02E-02	
415	1.04E-02	
416	0.010454856	
417	1.05E-02	
418	1.06E-02	
419	0.010585016	
420	1.06E-02	
421	1.06E-02	
422	1.07E-02	
423	1.07E-02	
424	1.07E-02	
425	1.08E-02	
426	0.010840647	
427	1.09E-02	
428	1.11E-02	
429	1.12E-02	
430	1.13E-02	
431	0.011326809	
432	1.14E-02	
433	1.15E-02	
434	1.16E-02	
435	1.17E-02	
436	1.17E-02	
437	1.17E-02	
438	1.17E-02	
439	1.17E-02	
440	1.16E-02	
441	1.15E-02	
442	1.13E-02	
443	1.11E-02	
444	1.09E-02	
445	1.06E-02	
446	1.03E-02	
447	1.00E-02	
448	9.70E-03	
449	9.39E-03	
450	9.11E-03	
451	8.85E-03	
452	8.63E-03	
453	8.42E-03	
454	8.21E-03	
455	8.03E-03	
456	7.88E-03	
457	7.75E-03	
458	7.63E-03	
459	7.54E-03	
460	7.44E-03	
461	7.35E-03	
462	7.27E-03	
463	7.17E-03	
464	7.10E-03	
465	6.99E-03	
466	6.89E-03	
467	6.78E-03	
468	6.70E-03	
469	6.63E-03	
470	6.55E-03	
471	6.48E-03	
472	6.42E-03	
473	6.37E-03	
474	6.32E-03	
475	6.25E-03	
476	6.22E-03	
477	6.17E-03	
478	6.14E-03	
479	6.10E-03	
480	6.09E-03	
481	6.08E-03	
482	6.06E-03	
483	6.04E-03	
484	6.04E-03	
485	6.03E-03	
486	6.02E-03	
487	6.01E-03	
488	6.01E-03	
489	6.03E-03	
490	6.02E-03	
491	6.02E-03	
492	6.02E-03	
493	6.01E-03	
494	6.00E-03	
495	5.98E-03	
496	5.95E-03	
497	5.92E-03	
498	5.89E-03	
499	5.84E-03	
500	5.80E-03	
501	5.74E-03	
502	5.67E-03	
503	5.60E-03	
504	5.52E-03	
505	5.44E-03	
506	5.37E-03	
507	5.30E-03	
508	5.23E-03	
509	5.16E-03	
510	5.09E-03	
511	5.01E-03	
512	4.95E-03	
513	4.90E-03	
514	4.85E-03	
515	4.81E-03	
516	4.74E-03	
517	4.68E-03	
518	4.63E-03	
519	4.57E-03	
520	4.51E-03	
521	4.43E-03	
522	4.35E-03	
523	4.28E-03	
524	4.22E-03	
525	4.16E-03	
526	0.004064152	
527	3.98E-03	
528	3.87E-03	
529	3.79E-03	
530	3.70E-03	
531	3.62E-03	
532	3.53E-03	
533	3.45E-03	
534	3.38E-03	
535	3.31E-03	
536	3.23E-03	
537	3.15E-03	
538	3.08E-03	
539	3.03E-03	
540	2.98E-03	
541	2.94E-03	
542	2.88E-03	
543	2.87E-03	
544	2.84E-03	
545	2.82E-03	
546	2.80E-03	
547	2.77E-03	
548	2.75E-03	
549	2.75E-03	
550	2.77E-03	
551	2.78E-03	
552	2.80E-03	
553	2.84E-03	
554	2.88E-03	
555	2.94E-03	
556	2.99E-03	
557	3.04E-03	
558	3.10E-03	
559	3.15E-03	
560	3.22E-03	
561	3.28E-03	
562	3.35E-03	
563	3.41E-03	
564	0.003484756	
565	3.57E-03	
566	3.67E-03	
567	3.77E-03	
568	3.87E-03	
569	3.98E-03	
570	4.07E-03	
571	4.16E-03	
572	4.24E-03	
573	4.32E-03	
574	4.41E-03	
575	4.48E-03	
576	4.56E-03	
577	4.63E-03	
578	4.72E-03	
579	4.82E-03	
580	4.91E-03	
581	5.01E-03	
582	5.09E-03	
583	5.18E-03	
584	5.25E-03	
585	5.34E-03	
586	5.42E-03	
587	5.51E-03	
588	5.59E-03	
589	5.67E-03	
590	5.73E-03	
591	5.81E-03	
592	5.88E-03	
593	5.94E-03	
594	6.02E-03	
595	6.09E-03	
596	6.16E-03	
597	6.24E-03	
598	6.33E-03	
599	6.43E-03	
600	6.54E-03	
601	6.65E-03	
602	6.75E-03	
603	6.90E-03	
604	7.04E-03	
605	7.21E-03	
606	7.38E-03	
607	7.55E-03	
608	7.72E-03	
609	7.90E-03	
610	8.09E-03	
611	8.27E-03	
612	8.47E-03	
613	8.63E-03	
614	8.81E-03	
615	9.00E-03	
616	9.15E-03	
617	9.30E-03	
618	9.46E-03	
619	9.62E-03	
620	9.76E-03	
621	9.90E-03	
622	1.00E-02	
623	1.01E-02	
624	1.02E-02	
625	0.010311112	
626	1.04E-02	
627	1.04E-02	
628	1.04E-02	
629	1.04E-02	
630	1.04E-02	
631	1.03E-02	
632	1.03E-02	
633	1.02E-02	
634	1.01E-02	
635	0.010014785	
636	9.89E-03	
637	9.76E-03	
638	9.63E-03	
639	9.48E-03	
640	9.33E-03	
641	9.14E-03	
