OLIS-3D-ASCII	SySl1174			
375	2.94E-02			
376	3.04E-02			
377	3.13E-02			
378	3.21E-02			
379	3.28E-02			
380	3.34E-02			
381	3.39E-02			
382	3.42E-02			
383	3.46E-02			
384	3.48E-02			
385	3.48E-02			
386	3.49E-02			
387	3.52E-02			
388	3.53E-02			
389	3.55E-02			
390	3.58E-02			
391	3.60E-02			
392	3.62E-02			
393	3.64E-02			
394	3.66E-02			
395	3.70E-02			
396	3.73E-02			
397	3.77E-02			
398	3.82E-02			
399	3.87E-02			
400	3.92E-02			
401	3.99E-02			
402	4.07E-02			
403	4.16E-02			
404	0.042598623			
405	4.36E-02			
406	4.47E-02			
407	4.59E-02			
408	4.70E-02			
409	4.82E-02			
410	4.94E-02			
411	5.04E-02			
412	5.14E-02			
413	5.24E-02			
414	5.33E-02			
415	5.42E-02			
416	5.51E-02			
417	5.57E-02			
418	5.65E-02			
419	5.70E-02			
420	5.76E-02			
421	5.81E-02			
422	5.85E-02			
423	5.90E-02			
424	5.94E-02			
425	5.98E-02			
426	6.03E-02			
427	6.08E-02			
428	6.15E-02			
429	6.22E-02			
430	6.31E-02			
431	6.40E-02			
432	0.064912247			
433	6.57E-02			
434	6.64E-02			
435	6.71E-02			
436	6.75E-02			
437	6.78E-02			
438	6.77E-02			
439	6.75E-02			
440	6.71E-02			
441	6.63E-02			
442	6.52E-02			
443	6.39E-02			
444	6.24E-02			
445	6.06E-02			
446	5.87E-02			
447	5.66E-02			
448	5.46E-02			
449	5.26E-02			
450	0.050681461			
451	4.90E-02			
452	4.74E-02			
453	4.59E-02			
454	4.47E-02			
455	4.37E-02			
456	4.29E-02			
457	4.22E-02			
458	4.16E-02			
459	4.10E-02			
460	0.04059949			
461	4.02E-02			
462	3.98E-02			
463	3.94E-02			
464	3.90E-02			
465	3.86E-02			
466	3.80E-02			
467	3.75E-02			
468	3.70E-02			
469	3.65E-02			
470	3.59E-02			
471	3.54E-02			
472	3.49E-02			
473	3.44E-02			
474	3.39E-02			
475	3.34E-02			
476	0.032888787			
477	3.24E-02			
478	3.21E-02			
479	3.18E-02			
480	3.16E-02			
481	3.14E-02			
482	3.14E-02			
483	3.14E-02			
484	3.15E-02			
485	3.16E-02			
486	3.18E-02			
487	3.19E-02			
488	3.22E-02			
489	3.24E-02			
490	3.26E-02			
491	3.27E-02			
492	3.29E-02			
493	3.29E-02			
494	3.30E-02			
495	3.30E-02			
496	3.28E-02			
497	3.26E-02			
498	3.23E-02			
499	0.03199133			
500	3.16E-02			
501	3.10E-02			
502	3.04E-02			
503	2.97E-02			
504	2.90E-02			
505	2.82E-02			
506	2.73E-02			
507	0.02639988			
508	2.54E-02			
509	0.024452684			
510	2.35E-02			
511	2.25E-02			
512	2.15E-02			
513	2.05E-02			
514	1.96E-02			
515	0.018682357			
516	0.017819352			
517	1.70E-02			
518	1.62E-02			
519	1.54E-02			
520	1.47E-02			
521	1.40E-02			
522	1.33E-02			
523	1.27E-02			
524	1.21E-02			
525	1.16E-02			
526	1.11E-02			
527	1.07E-02			
528	1.04E-02			
529	1.00E-02			
530	9.75E-03			
531	9.52E-03			
532	9.34E-03			
533	9.18E-03			
534	9.05E-03			
535	8.95E-03			
536	8.89E-03			
537	8.85E-03			
538	8.80E-03			
539	8.80E-03			
540	8.84E-03			
541	8.87E-03			
542	8.93E-03			
543	9.01E-03			
544	9.11E-03			
545	9.22E-03			
546	9.35E-03			
547	9.51E-03			
548	9.69E-03			
549	9.88E-03			
550	1.01E-02			
551	1.03E-02			
552	1.05E-02			
553	1.07E-02			
554	1.10E-02			
555	1.12E-02			
556	1.15E-02			
557	1.18E-02			
558	1.21E-02			
559	1.24E-02			
560	1.27E-02			
561	1.30E-02			
562	0.013343562			
563	0.013694946			
564	0.014020069			
565	1.44E-02			
566	1.47E-02			
567	0.015102371			
568	1.55E-02			
569	1.59E-02			
570	1.63E-02			
571	1.67E-02			
572	1.71E-02			
573	1.75E-02			
574	1.80E-02			
575	1.84E-02			
576	1.89E-02			
577	1.93E-02			
578	1.97E-02			
579	2.01E-02			
580	2.06E-02			
581	2.09E-02			
582	2.13E-02			
583	2.17E-02			
584	2.21E-02			
585	2.25E-02			
586	2.29E-02			
587	0.023239337			
588	2.36E-02			
589	2.39E-02			
590	2.42E-02			
591	2.46E-02			
592	2.49E-02			
593	2.53E-02			
594	2.57E-02			
595	2.61E-02			
596	2.65E-02			
597	2.69E-02			
598	2.73E-02			
599	2.78E-02			
600	2.83E-02			
601	2.88E-02			
602	2.93E-02			
603	2.99E-02			
604	3.06E-02			
605	3.12E-02			
606	3.19E-02			
607	3.26E-02			
608	3.34E-02			
609	3.41E-02			
610	3.49E-02			
611	3.56E-02			
612	3.64E-02			
613	3.71E-02			
614	3.78E-02			
615	3.86E-02			
616	0.039274044			
617	3.99E-02			
618	4.05E-02			
619	4.09E-02			
620	4.14E-02			
621	4.17E-02			
622	4.20E-02			
623	4.22E-02			
624	4.24E-02			
625	4.25E-02			
626	4.26E-02			
627	4.26E-02			
628	0.042623256			
629	4.26E-02			
630	4.25E-02			
631	4.24E-02			
632	4.23E-02			
633	4.22E-02			
634	4.21E-02			
635	4.19E-02			
636	4.16E-02			
637	4.12E-02			
638	4.08E-02			
639	4.01E-02			
640	0.039405577			
641	0.038533969			
642	3.76E-02			
643	3.64E-02			
644	3.52E-02			
645	3.40E-02			
646	3.27E-02			
647	3.14E-02			
648	3.01E-02			
649	2.90E-02			
650	2.79E-02			
651	2.70E-02			
652	2.62E-02			
653	2.56E-02			
654	0.025102894			
655	2.48E-02			
656	2.47E-02			
657	2.47E-02			
658	2.50E-02			
659	2.54E-02			
660	2.60E-02			
661	2.68E-02			
662	2.78E-02			
663	2.89E-02			
664	3.01E-02			
665	0.031348995			
666	0.032726887			
667	3.41E-02			
668	3.55E-02			
669	3.68E-02			
670	3.80E-02			
671	0.039320124			
672	4.05E-02			
673	4.18E-02			
674	4.31E-02			
675	4.42E-02			
676	4.54E-02			
677	4.65E-02			
678	4.77E-02			
679	4.87E-02			
680	4.93E-02			
681	4.94E-02			
682	4.91E-02			
683	4.84E-02			
684	4.72E-02			
685	4.56E-02			
686	4.34E-02			
687	4.09E-02			
688	3.83E-02			
689	3.56E-02			
690	0.03303462			
691	3.05E-02			
692	2.80E-02			
693	2.57E-02			
694	2.36E-02			
695	2.16E-02			
696	2.00E-02			
697	0.018476556			
698	1.70E-02			
699	1.59E-02			
700	1.50E-02			
701	1.42E-02			
702	1.36E-02			
703	1.30E-02			
704	0.012354314			
705	1.19E-02			
706	1.14E-02			
707	1.10E-02			
708	1.06E-02			
709	1.02E-02			
710	9.70E-03			
