OLIS-3D-ASCII	SySl1031		
375	1.83E-03		
376	1.84E-03		
377	1.83E-03		
378	1.83E-03		
379	1.82E-03		
380	1.81E-03		
381	1.80E-03		
382	1.80E-03		
383	1.74E-03		
384	1.82E-03		
385	1.87E-03		
386	1.90E-03		
387	1.91E-03		
388	1.92E-03		
389	1.87E-03		
390	1.85E-03		
391	1.85E-03		
392	1.87E-03		
393	1.84E-03		
394	1.86E-03		
395	1.85E-03		
396	1.94E-03		
397	1.98E-03		
398	2.01E-03		
399	2.02E-03		
400	2.05E-03		
401	2.11E-03		
402	2.14E-03		
403	2.18E-03		
404	2.18E-03		
405	2.21E-03		
406	2.22E-03		
407	2.25E-03		
408	2.27E-03		
409	2.30E-03		
410	2.33E-03		
411	2.37E-03		
412	2.46E-03		
413	2.53E-03		
414	2.57E-03		
415	2.59E-03		
416	2.61E-03		
417	2.63E-03		
418	2.62E-03		
419	2.63E-03		
420	2.65E-03		
421	2.67E-03		
422	2.69E-03		
423	2.72E-03		
424	2.77E-03		
425	2.77E-03		
426	2.76E-03		
427	2.76E-03		
428	2.77E-03		
429	2.77E-03		
430	2.76E-03		
431	2.79E-03		
432	2.83E-03		
433	2.85E-03		
434	2.88E-03		
435	2.91E-03		
436	2.92E-03		
437	2.92E-03		
438	2.91E-03		
439	2.89E-03		
440	2.85E-03		
441	2.82E-03		
442	2.77E-03		
443	2.73E-03		
444	2.65E-03		
445	2.56E-03		
446	2.46E-03		
447	2.36E-03		
448	2.26E-03		
449	2.17E-03		
450	2.07E-03		
451	1.98E-03		
452	1.90E-03		
453	1.85E-03		
454	1.79E-03		
455	1.75E-03		
456	1.70E-03		
457	1.68E-03		
458	1.65E-03		
459	1.63E-03		
460	1.63E-03		
461	1.63E-03		
462	1.62E-03		
463	1.60E-03		
464	1.58E-03		
465	1.55E-03		
466	1.53E-03		
467	1.50E-03		
468	1.47E-03		
469	1.44E-03		
470	1.40E-03		
471	1.38E-03		
472	1.35E-03		
473	1.32E-03		
474	1.29E-03		
475	1.26E-03		
476	1.25E-03		
477	1.25E-03		
478	1.25E-03		
479	1.26E-03		
480	1.26E-03		
481	1.27E-03		
482	1.27E-03		
483	1.28E-03		
484	1.28E-03		
485	1.28E-03		
486	1.28E-03		
487	1.28E-03		
488	1.30E-03		
489	1.32E-03		
490	1.35E-03		
491	1.37E-03		
492	1.40E-03		
493	1.42E-03		
494	0.001432695		
495	1.45E-03		
496	1.46E-03		
497	1.47E-03		
498	1.47E-03		
499	1.46E-03		
500	1.45E-03		
501	1.46E-03		
502	1.48E-03		
503	1.47E-03		
504	1.47E-03		
505	1.47E-03		
506	1.47E-03		
507	1.48E-03		
508	1.48E-03		
509	1.49E-03		
510	1.50E-03		
511	1.48E-03		
512	1.48E-03		
513	1.50E-03		
514	1.51E-03		
515	1.51E-03		
516	1.51E-03		
517	1.52E-03		
518	1.53E-03		
519	1.53E-03		
520	1.55E-03		
521	1.55E-03		
522	1.58E-03		
523	1.59E-03		
524	1.60E-03		
525	1.61E-03		
526	1.62E-03		
527	1.63E-03		
528	1.64E-03		
529	1.65E-03		
530	1.68E-03		
531	1.70E-03		
532	1.74E-03		
533	1.77E-03		
534	1.81E-03		
535	1.87E-03		
536	1.90E-03		
537	1.92E-03		
538	1.93E-03		
539	1.96E-03		
540	1.97E-03		
541	1.99E-03		
542	2.01E-03		
543	2.02E-03		
544	2.05E-03		
545	2.07E-03		
546	2.11E-03		
547	2.14E-03		
548	2.17E-03		
549	2.18E-03		
550	2.22E-03		
551	2.25E-03		
552	2.27E-03		
553	2.28E-03		
554	2.31E-03		
555	2.33E-03		
556	2.35E-03		
557	2.37E-03		
558	2.40E-03		
559	2.41E-03		
560	2.45E-03		
561	2.48E-03		
562	2.53E-03		
563	2.56E-03		
564	2.60E-03		
565	2.63E-03		
566	2.67E-03		
567	2.68E-03		
568	2.68E-03		
569	2.67E-03		
570	2.63E-03		
571	2.57E-03		
572	2.50E-03		
573	2.41E-03		
574	0.002295645		
575	2.15E-03		
576	2.02E-03		
577	1.90E-03		
578	1.77E-03		
579	1.63E-03		
580	1.53E-03		
581	1.43E-03		
582	1.32E-03		
583	1.25E-03		
584	1.17E-03		
585	1.11E-03		
586	1.04E-03		
587	9.70E-04		
588	9.42E-04		
589	9.23E-04		
590	8.90E-04		
591	8.56E-04		
592	8.53E-04		
593	8.38E-04		
594	8.16E-04		
595	8.11E-04		
596	8.04E-04		
597	8.06E-04		
598	7.89E-04		
599	7.88E-04		
600	8.04E-04		
601	8.02E-04		
602	8.03E-04		
603	7.97E-04		
604	8.02E-04		
605	7.99E-04		
606	7.95E-04		
607	7.95E-04		
608	8.07E-04		
609	8.27E-04		
610	8.45E-04		
611	8.67E-04		
612	8.81E-04		
613	8.87E-04		
614	9.00E-04		
615	9.07E-04		
616	9.25E-04		
617	9.26E-04		
618	9.18E-04		
619	9.05E-04		
620	9.16E-04		
621	9.22E-04		
622	9.33E-04		
623	9.33E-04		
624	9.42E-04		
625	9.52E-04		
626	9.61E-04		
627	9.67E-04		
628	9.79E-04		
629	9.56E-04		
630	9.33E-04		
631	9.29E-04		
632	9.25E-04		
633	9.13E-04		
634	9.05E-04		
635	8.97E-04		
636	9.08E-04		
637	9.03E-04		
638	8.84E-04		
639	8.71E-04		
640	8.47E-04		
641	8.05E-04		
642	7.80E-04		
643	7.98E-04		
644	7.95E-04		
645	7.80E-04		
646	7.81E-04		
647	7.81E-04		
648	7.74E-04		
649	7.77E-04		
650	7.76E-04		
651	7.87E-04		
652	7.87E-04		
653	7.98E-04		
654	8.21E-04		
655	8.77E-04		
656	9.20E-04		
657	9.56E-04		
658	9.93E-04		
659	1.02E-03		
660	1.07E-03		
661	1.13E-03		
662	1.23E-03		
663	1.32E-03		
664	1.39E-03		
665	1.49E-03		
666	1.59E-03		
667	1.71E-03		
668	1.81E-03		
669	1.90E-03		
670	1.97E-03		
671	2.04E-03		
672	2.11E-03		
673	2.18E-03		
674	2.27E-03		
675	2.32E-03		
676	2.35E-03		
677	2.42E-03		
678	2.46E-03		
679	2.53E-03		
680	2.56E-03		
681	2.57E-03		
682	2.54E-03		
683	2.45E-03		
684	2.38E-03		
685	2.28E-03		
686	2.15E-03		
687	1.98E-03		
688	1.82E-03		
689	1.68E-03		
690	1.55E-03		
691	1.40E-03		
692	1.24E-03		
693	1.13E-03		
694	9.98E-04		
695	8.40E-04		
696	7.86E-04		
697	6.81E-04		
698	5.26E-04		
699	4.77E-04		
700	3.60E-04		
701	2.77E-04		
702	2.27E-04		
703	7.94E-05		
704	1.73E-05		
705	-4.47E-05		
706	-1.09E-04		
707	-1.81E-04		
708	-2.67E-04		
709	-3.72E-04		
710	-5.01E-04		
