OLIS-3D-ASCII	SySl1043						
375	4.81E-04						
376	4.21E-04						
377	4.09E-04						
378	4.34E-04						
379	4.85E-04						
380	5.52E-04						
381	6.25E-04						
382	6.75E-04						
383	6.71E-04						
384	7.09E-04						
385	7.10E-04						
386	7.29E-04						
387	7.63E-04						
388	8.18E-04						
389	9.14E-04						
390	9.38E-04						
391	9.82E-04						
392	1.08E-03						
393	1.12E-03						
394	1.10E-03						
395	1.05E-03						
396	1.00E-03						
397	9.78E-04						
398	1.00E-03						
399	1.02E-03						
400	1.07E-03						
401	1.09E-03						
402	1.10E-03						
403	1.17E-03						
404	1.18E-03						
405	1.23E-03						
406	1.25E-03						
407	1.29E-03						
408	1.37E-03						
409	1.44E-03						
410	1.46E-03						
411	1.51E-03						
412	1.58E-03						
413	1.60E-03						
414	1.64E-03						
415	1.67E-03						
416	1.68E-03						
417	1.72E-03						
418	0.001758021						
419	1.80E-03						
420	1.80E-03						
421	1.80E-03						
422	1.80E-03						
423	1.80E-03						
424	1.81E-03						
425	1.80E-03						
426	1.82E-03						
427	1.83E-03						
428	1.86E-03						
429	1.87E-03						
430	1.89E-03						
431	1.90E-03						
432	1.90E-03						
433	1.93E-03						
434	1.95E-03						
435	1.96E-03						
436	1.99E-03						
437	2.01E-03						
438	2.04E-03						
439	2.03E-03						
440	2.02E-03						
441	1.98E-03						
442	1.93E-03						
443	1.87E-03						
444	1.81E-03						
445	1.74E-03						
446	1.69E-03						
447	1.64E-03						
448	1.58E-03						
449	1.53E-03						
450	1.50E-03						
451	1.43E-03						
452	1.39E-03						
453	1.35E-03						
454	1.31E-03						
455	1.27E-03						
456	1.23E-03						
457	1.19E-03						
458	1.19E-03						
459	1.16E-03						
460	1.14E-03						
461	1.14E-03						
462	0.001123621						
463	1.11E-03						
464	1.12E-03						
465	1.12E-03						
466	1.11E-03						
467	1.09E-03						
468	1.08E-03						
469	1.08E-03						
470	1.07E-03						
471	1.06E-03						
472	1.04E-03						
