OLIS-3D-ASCII	SySl1139						
375	2.65E-03						
376	2.51E-03						
377	2.42E-03						
378	2.38E-03						
379	2.37E-03						
380	2.39E-03						
381	2.43E-03						
382	2.48E-03						
383	2.45E-03						
384	2.56E-03						
385	2.55E-03						
386	2.54E-03						
387	2.44E-03						
388	2.43E-03						
389	2.45E-03						
390	2.44E-03						
391	2.47E-03						
392	2.43E-03						
393	2.47E-03						
394	2.51E-03						
395	2.55E-03						
396	2.59E-03						
397	2.53E-03						
398	2.50E-03						
399	2.47E-03						
400	2.53E-03						
401	2.54E-03						
402	2.52E-03						
403	2.59E-03						
404	2.58E-03						
405	2.64E-03						
406	2.70E-03						
407	2.77E-03						
408	2.79E-03						
409	2.83E-03						
410	2.88E-03						
411	2.91E-03						
412	2.95E-03						
413	3.00E-03						
414	3.05E-03						
415	3.10E-03						
416	3.10E-03						
417	3.12E-03						
418	3.13E-03						
419	3.13E-03						
420	3.11E-03						
421	3.12E-03						
422	3.14E-03						
423	3.15E-03						
424	3.18E-03						
425	3.21E-03						
426	3.24E-03						
427	3.28E-03						
428	3.28E-03						
429	3.29E-03						
430	3.31E-03						
431	3.33E-03						
432	3.31E-03						
433	3.35E-03						
434	3.39E-03						
435	3.43E-03						
436	3.47E-03						
437	3.49E-03						
438	3.50E-03						
439	3.49E-03						
440	3.45E-03						
441	3.40E-03						
442	3.36E-03						
443	3.27E-03						
444	3.14E-03						
445	3.06E-03						
446	2.96E-03						
447	2.87E-03						
448	2.78E-03						
449	2.71E-03						
450	2.63E-03						
451	2.57E-03						
452	2.51E-03						
453	2.44E-03						
454	2.40E-03						
455	2.35E-03						
456	2.30E-03						
457	2.29E-03						
458	2.27E-03						
459	2.25E-03						
460	2.23E-03						
461	2.23E-03						
462	2.19E-03						
463	2.18E-03						
464	2.15E-03						
465	2.11E-03						
466	2.08E-03						
467	2.05E-03						
468	2.02E-03						
469	2.00E-03						
470	1.97E-03						
471	1.94E-03						
472	1.90E-03						
473	1.89E-03						
474	1.88E-03						
475	1.86E-03						
476	1.85E-03						
477	1.83E-03						
478	1.81E-03						
479	1.82E-03						
480	1.81E-03						
481	1.80E-03						
482	1.80E-03						
483	1.81E-03						
484	1.81E-03						
485	1.84E-03						
486	1.87E-03						
487	1.89E-03						
488	1.92E-03						
489	1.94E-03						
490	1.95E-03						
491	1.98E-03						
492	1.98E-03						
493	0.001995696						
494	2.02E-03						
495	2.05E-03						
496	2.05E-03						
497	2.08E-03						
498	2.10E-03						
499	2.10E-03						
500	2.10E-03						
501	2.11E-03						
502	2.13E-03						
503	2.13E-03						
504	2.13E-03						
505	2.13E-03						
506	2.15E-03						
507	2.16E-03						
508	2.17E-03						
509	2.17E-03						
510	2.19E-03						
511	2.20E-03						
512	2.19E-03						
513	2.18E-03						
514	2.20E-03						
515	2.18E-03						
516	2.18E-03						
517	2.19E-03						
518	2.20E-03						
519	2.21E-03						
520	2.24E-03						
521	2.27E-03						
522	2.32E-03						
523	2.35E-03						
524	2.37E-03						
525	2.40E-03						
526	2.43E-03						
527	2.45E-03						
528	2.47E-03						
529	2.48E-03						
530	2.49E-03						
531	2.50E-03						
532	2.54E-03						
533	2.57E-03						
534	2.61E-03						
535	2.64E-03						
536	2.66E-03						
537	2.70E-03						
538	2.75E-03						
539	2.78E-03						
540	2.80E-03						
541	2.82E-03						
542	2.87E-03						
543	2.91E-03						
544	2.96E-03						
545	2.99E-03						
546	3.03E-03						
547	3.07E-03						
548	3.09E-03						
549	3.13E-03						
550	3.16E-03						
551	3.18E-03						
552	3.20E-03						
553	3.23E-03						
554	3.28E-03						
555	3.31E-03						
556	3.35E-03						
557	3.38E-03						
558	3.43E-03						
559	3.47E-03						
560	3.51E-03						
561	3.55E-03						
562	3.58E-03						
563	3.61E-03						
564	3.64E-03						
565	3.67E-03						
566	3.71E-03						
567	3.74E-03						
568	3.75E-03						
569	3.73E-03						
570	3.70E-03						
571	3.64E-03						
572	3.55E-03						
573	3.42E-03						
574	3.26E-03						
575	3.07E-03						
576	2.88E-03						
577	2.68E-03						
578	2.49E-03						
579	2.30E-03						
580	2.12E-03						
581	1.94E-03						
582	1.78E-03						
583	1.64E-03						
584	1.52E-03						
585	1.42E-03						
586	1.33E-03						
587	1.25E-03						
588	1.17E-03						
589	1.12E-03						
590	0.001072733						
591	1.03E-03						
592	9.99E-04						
593	9.70E-04						
594	9.57E-04						
595	9.36E-04						
596	9.27E-04						
597	9.27E-04						
598	9.20E-04						
599	9.10E-04						
600	9.01E-04						
601	8.94E-04						
602	8.86E-04						
603	8.84E-04						
604	8.76E-04						
605	8.82E-04						
606	8.84E-04						
607	8.86E-04						
608	8.94E-04						
609	8.96E-04						
610	8.96E-04						
611	8.83E-04						
612	8.79E-04						
613	8.90E-04						
614	8.93E-04						
615	9.04E-04						
616	9.09E-04						
617	9.20E-04						
618	9.40E-04						
619	9.68E-04						
620	9.75E-04						
621	9.81E-04						
622	9.72E-04						
623	9.52E-04						
624	9.45E-04						
625	9.46E-04						
626	9.54E-04						
627	9.60E-04						
628	9.53E-04						
629	9.65E-04						
630	9.77E-04						
631	9.80E-04						
632	9.66E-04						
633	9.60E-04						
634	9.33E-04						
635	9.12E-04						
636	9.04E-04						
637	9.15E-04						
638	9.16E-04						
639	9.04E-04						
640	9.06E-04						
641	9.06E-04						
642	8.95E-04						
643	8.79E-04						
644	8.46E-04						
645	8.32E-04						
646	8.24E-04						
647	8.21E-04						
648	8.21E-04						
649	8.35E-04						
650	8.41E-04						
651	8.60E-04						
652	8.91E-04						
653	9.11E-04						
654	9.24E-04						
655	9.51E-04						
656	9.82E-04						
657	1.02E-03						
658	1.06E-03						
659	1.11E-03						
660	1.16E-03						
661	1.21E-03						
662	1.28E-03						
663	1.36E-03						
664	1.45E-03						
665	1.53E-03						
666	1.59E-03						
667	1.70E-03						
