OLIS-3D-ASCII	SySl1215		
375	-7.74E-03		
376	-7.52E-03		
377	-7.31E-03		
378	-7.12E-03		
379	-6.93E-03		
380	-6.75E-03		
381	-6.57E-03		
382	-6.39E-03		
383	-6.14E-03		
384	-5.96E-03		
385	-5.87E-03		
386	-5.73E-03		
387	-5.55E-03		
388	-5.42E-03		
389	-5.28E-03		
390	-5.11E-03		
391	-4.94E-03		
392	-4.80E-03		
393	-4.60E-03		
394	-4.43E-03		
395	-4.28E-03		
396	-4.18E-03		
397	-4.13E-03		
398	-4.04E-03		
399	-3.96E-03		
400	-3.86E-03		
401	-3.73E-03		
402	-3.61E-03		
403	-3.50E-03		
404	-3.42E-03		
405	-3.32E-03		
406	-3.22E-03		
407	-3.16E-03		
408	-3.08E-03		
409	-3.00E-03		
410	-2.91E-03		
411	-2.83E-03		
412	-2.73E-03		
413	-2.64E-03		
414	-2.59E-03		
415	-2.54E-03		
416	-2.50E-03		
417	-2.44E-03		
418	-2.39E-03		
419	-2.34E-03		
420	-2.26E-03		
421	-2.21E-03		
422	-2.13E-03		
423	-2.07E-03		
424	-1.99E-03		
425	-1.95E-03		
426	-1.92E-03		
427	-1.88E-03		
428	-1.85E-03		
429	-1.83E-03		
430	-1.81E-03		
431	-1.77E-03		
432	-1.72E-03		
433	-1.68E-03		
434	-1.64E-03		
435	-1.60E-03		
436	-1.57E-03		
437	-1.54E-03		
438	-1.51E-03		
439	-1.50E-03		
440	-1.48E-03		
441	-1.46E-03		
442	-1.44E-03		
443	-1.41E-03		
444	-1.38E-03		
445	-1.36E-03		
446	-1.34E-03		
447	-1.32E-03		
448	-1.31E-03		
449	-1.29E-03		
450	-1.29E-03		
451	-1.28E-03		
452	-1.24E-03		
453	-1.21E-03		
454	-1.20E-03		
455	-1.18E-03		
456	-1.15E-03		
457	-1.14E-03		
458	-1.12E-03		
459	-1.13E-03		
460	-1.10E-03		
461	-1.10E-03		
462	-1.08E-03		
463	-1.07E-03		
464	-1.05E-03		
465	-1.04E-03		
466	-0.001026025		
467	-9.91E-04		
468	-9.69E-04		
469	-9.54E-04		
470	-9.49E-04		
471	-9.47E-04		
472	-9.23E-04		
473	-9.19E-04		
474	-9.00E-04		
475	-8.90E-04		
476	-8.68E-04		
477	-8.45E-04		
478	-8.16E-04		
479	-7.95E-04		
480	-7.80E-04		
481	-7.65E-04		
482	-7.63E-04		
483	-7.57E-04		
484	-7.50E-04		
485	-7.44E-04		
486	-7.27E-04		
487	-7.00E-04		
488	-6.90E-04		
489	-6.77E-04		
490	-6.74E-04		
491	-6.64E-04		
492	-6.50E-04		
493	-6.42E-04		
494	-6.34E-04		
495	-6.26E-04		
496	-6.21E-04		
497	-6.16E-04		
498	-5.97E-04		
499	-5.99E-04		
500	-6.19E-04		
501	-6.18E-04		
502	-6.32E-04		
503	-6.16E-04		
504	-6.06E-04		
505	-6.01E-04		
506	-5.86E-04		
507	-5.86E-04		
508	-5.84E-04		
509	-5.75E-04		
510	-5.74E-04		
511	-5.88E-04		
512	-5.91E-04		
513	-5.81E-04		
514	-5.73E-04		
515	-5.50E-04		
516	-5.34E-04		
517	-5.32E-04		
518	-5.31E-04		
519	-5.17E-04		
520	-5.06E-04		
521	-4.99E-04		
522	-4.97E-04		
523	-4.90E-04		
524	-4.74E-04		
525	-4.67E-04		
526	-4.47E-04		
527	-4.25E-04		
528	-4.28E-04		
529	-4.31E-04		
530	-4.28E-04		
531	-4.14E-04		
532	-4.16E-04		
533	-4.07E-04		
534	-4.03E-04		
535	-3.92E-04		
536	-3.77E-04		
537	-3.77E-04		
538	-3.59E-04		
539	-3.52E-04		
540	-3.59E-04		
541	-3.51E-04		
542	-3.40E-04		
543	-3.37E-04		
544	-3.23E-04		
545	-3.17E-04		
546	-3.00E-04		
547	-2.85E-04		
548	-2.70E-04		
549	-2.64E-04		
550	-2.60E-04		
551	-2.67E-04		
552	-2.60E-04		
553	-2.50E-04		
554	-2.38E-04		
555	-2.40E-04		
556	-2.39E-04		
557	-2.49E-04		
558	-2.39E-04		
559	-2.38E-04		
560	-2.27E-04		
561	-2.26E-04		
562	-2.31E-04		
563	-2.23E-04		
564	-2.11E-04		
565	-1.92E-04		
566	-1.86E-04		
567	-1.81E-04		
568	-1.74E-04		
569	-1.74E-04		
570	-1.71E-04		
571	-1.78E-04		
572	-1.66E-04		
573	-1.64E-04		
574	-1.58E-04		
575	-1.57E-04		
576	-1.51E-04		
577	-1.50E-04		
578	-1.53E-04		
579	-1.52E-04		
580	-1.50E-04		
581	-1.49E-04		
582	-1.59E-04		
583	-1.70E-04		
584	-1.56E-04		
585	-1.44E-04		
586	-1.33E-04		
587	-1.33E-04		
588	-1.34E-04		
589	-1.43E-04		
590	-1.37E-04		
591	-1.37E-04		
592	-1.27E-04		
593	-1.31E-04		
594	-1.35E-04		
595	-1.23E-04		
596	-1.07E-04		
597	-8.04E-05		
598	-7.22E-05		
599	-8.13E-05		
600	-9.85E-05		
601	-9.41E-05		
602	-9.15E-05		
603	-9.50E-05		
604	-1.01E-04		
605	-1.02E-04		
606	-8.50E-05		
607	-8.15E-05		
608	-7.27E-05		
609	-6.17E-05		
610	-6.31E-05		
611	-6.89E-05		
612	-7.18E-05		
613	-7.73E-05		
614	-8.60E-05		
615	-8.54E-05		
616	-9.45E-05		
617	-8.86E-05		
618	-9.44E-05		
619	-1.09E-04		
620	-9.46E-05		
621	-9.61E-05		
622	-8.44E-05		
623	-7.27E-05		
624	-6.80E-05		
625	-7.21E-05		
626	-6.14E-05		
627	-4.05E-05		
628	-4.22E-05		
629	-4.09E-05		
630	-3.91E-05		
631	-4.74E-05		
632	-4.20E-05		
633	-3.40E-05		
634	-2.80E-05		
635	-4.38E-05		
636	-5.17E-05		
637	-4.73E-05		
638	-4.22E-05		
639	-3.31E-05		
640	-3.50E-05		
641	-3.34E-05		
642	-3.32E-05		
643	-5.98E-05		
644	-5.77E-05		
645	-6.29E-05		
646	-6.40E-05		
647	-8.36E-05		
648	-6.36E-05		
649	-5.98E-05		
650	-6.62E-05		
651	-5.39E-05		
652	-3.51E-05		
653	-5.27E-05		
654	-6.59E-05		
655	-9.38E-05		
656	-9.29E-05		
657	-1.02E-04		
658	-9.66E-05		
659	-1.08E-04		
660	-1.12E-04		
661	-1.12E-04		
662	-1.11E-04		
663	-1.03E-04		
664	-8.19E-05		
665	-7.50E-05		
666	-6.58E-05		
667	-6.50E-05		
668	-4.80E-05		
669	-5.42E-05		
670	-4.94E-05		
671	-4.69E-05		
672	-5.21E-05		
673	-4.52E-05		
674	-4.61E-05		
675	-4.98E-05		
676	-5.09E-05		
677	-3.96E-05		
678	-2.92E-05		
679	-4.32E-06		
680	9.59E-06		
681	1.12E-05		
682	-8.59E-06		
683	-3.03E-05		
684	-5.98E-05		
685	-3.71E-05		
686	-4.44E-06		
687	-2.41E-05		
688	-8.24E-05		
689	-1.08E-04		
690	-1.17E-04		
691	-8.39E-05		
692	-7.31E-05		
693	-9.11E-05		
694	-7.77E-05		
695	-8.52E-05		
696	-1.48E-04		
697	-9.14E-05		
698	-9.08E-05		
699	-1.14E-04		
700	-1.44E-04		
701	-1.84E-04		
702	-2.18E-04		
703	-2.27E-04		
704	-2.17E-04		
705	-2.33E-04		
706	-2.50E-04		
707	-2.65E-04		
708	-2.77E-04		
709	-2.85E-04		
710	-2.88E-04		
