OLIS-3D-ASCII	SySl1242	
375	2.93E-02	
376	2.98E-02	
377	3.04E-02	
378	3.11E-02	
379	3.18E-02	
380	3.25E-02	
381	0.033130473	
382	0.033824877	
383	3.43E-02	
384	3.48E-02	
385	3.51E-02	
386	3.53E-02	
387	3.55E-02	
388	3.57E-02	
389	3.58E-02	
390	3.61E-02	
391	3.64E-02	
392	3.66E-02	
393	3.71E-02	
394	3.76E-02	
395	3.80E-02	
396	3.84E-02	
397	3.90E-02	
398	3.95E-02	
399	4.01E-02	
400	4.08E-02	
401	4.15E-02	
402	4.24E-02	
403	4.32E-02	
404	4.42E-02	
405	4.52E-02	
406	4.63E-02	
407	4.72E-02	
408	4.83E-02	
409	0.049498671	
410	5.07E-02	
411	0.051802994	
412	5.30E-02	
413	5.42E-02	
414	5.54E-02	
415	0.056573924	
416	5.76E-02	
417	5.85E-02	
418	5.93E-02	
419	6.01E-02	
420	6.08E-02	
421	6.15E-02	
422	6.21E-02	
423	6.27E-02	
424	6.32E-02	
425	6.38E-02	
426	6.45E-02	
427	0.065246293	
428	6.60E-02	
429	6.68E-02	
430	6.78E-02	
431	6.87E-02	
432	0.069851879	
433	7.08E-02	
434	7.16E-02	
435	7.24E-02	
436	7.29E-02	
437	7.34E-02	
438	7.36E-02	
439	7.36E-02	
440	7.35E-02	
441	7.30E-02	
442	7.22E-02	
443	7.12E-02	
444	7.01E-02	
445	6.86E-02	
446	6.70E-02	
447	6.51E-02	
448	6.33E-02	
449	6.16E-02	
450	6.00E-02	
451	5.85E-02	
452	5.71E-02	
453	0.05594411	
454	5.48E-02	
455	5.41E-02	
456	5.35E-02	
457	5.30E-02	
458	5.25E-02	
459	5.21E-02	
460	5.18E-02	
461	5.14E-02	
462	5.11E-02	
463	5.07E-02	
464	5.04E-02	
465	5.00E-02	
466	4.93E-02	
467	4.89E-02	
468	4.83E-02	
469	4.77E-02	
470	4.70E-02	
471	4.64E-02	
472	4.57E-02	
473	4.50E-02	
474	4.44E-02	
475	4.40E-02	
476	4.35E-02	
477	4.32E-02	
478	4.29E-02	
479	4.27E-02	
480	4.27E-02	
481	4.28E-02	
482	4.30E-02	
483	4.33E-02	
484	4.36E-02	
485	4.40E-02	
486	4.44E-02	
487	4.49E-02	
488	4.53E-02	
489	4.57E-02	
490	4.60E-02	
491	4.62E-02	
492	4.65E-02	
493	0.046620531	
494	4.67E-02	
495	4.66E-02	
496	4.64E-02	
497	4.61E-02	
498	4.56E-02	
499	4.51E-02	
500	4.45E-02	
501	0.043644653	
502	4.28E-02	
503	4.18E-02	
504	4.09E-02	
505	3.99E-02	
506	3.88E-02	
507	3.77E-02	
508	3.65E-02	
509	3.54E-02	
510	3.43E-02	
511	3.32E-02	
512	3.21E-02	
513	3.10E-02	
514	3.00E-02	
515	2.91E-02	
516	2.83E-02	
517	2.75E-02	
518	0.026770467	
519	2.60E-02	
520	2.54E-02	
521	2.49E-02	
522	2.44E-02	
523	2.40E-02	
524	2.35E-02	
525	2.31E-02	
526	2.28E-02	
527	0.022471902	
528	0.022201483	
529	2.19E-02	
530	2.17E-02	
531	2.15E-02	
532	2.14E-02	
533	2.13E-02	
534	2.12E-02	
535	2.11E-02	
536	2.10E-02	
537	2.10E-02	
538	0.020919379	
539	2.09E-02	
540	2.09E-02	
541	2.09E-02	
542	2.09E-02	
543	2.10E-02	
544	2.11E-02	
545	2.12E-02	
546	2.13E-02	
547	0.021477966	
548	2.16E-02	
549	0.021781614	
550	2.19E-02	
551	2.20E-02	
552	0.022177392	
553	2.23E-02	
554	0.022484136	
555	2.27E-02	
556	2.28E-02	
557	2.31E-02	
558	2.33E-02	
559	2.35E-02	
560	2.38E-02	
561	0.024106618	
562	2.44E-02	
563	2.47E-02	
564	2.50E-02	
565	2.53E-02	
566	2.56E-02	
567	2.58E-02	
568	2.59E-02	
569	2.58E-02	
570	2.56E-02	
571	2.53E-02	
572	2.48E-02	
573	2.41E-02	
574	2.34E-02	
575	2.25E-02	
576	2.15E-02	
577	2.05E-02	
578	1.95E-02	
579	1.85E-02	
580	1.76E-02	
581	1.68E-02	
582	1.60E-02	
583	1.54E-02	
584	1.48E-02	
585	1.43E-02	
586	1.39E-02	
587	1.35E-02	
588	1.32E-02	
589	1.29E-02	
590	1.27E-02	
591	1.25E-02	
592	1.23E-02	
593	1.21E-02	
594	1.20E-02	
595	1.19E-02	
596	1.18E-02	
597	1.17E-02	
598	1.17E-02	
599	1.16E-02	
600	1.16E-02	
601	1.15E-02	
602	1.15E-02	
603	1.15E-02	
604	1.15E-02	
605	1.16E-02	
606	1.16E-02	
607	1.17E-02	
608	1.18E-02	
609	1.19E-02	
610	1.20E-02	
611	1.22E-02	
612	1.23E-02	
613	0.012504793	
614	1.27E-02	
615	1.28E-02	
616	1.30E-02	
617	1.31E-02	
618	1.33E-02	
619	1.34E-02	
620	0.013518575	
621	1.36E-02	
622	1.37E-02	
623	1.38E-02	
624	1.39E-02	
625	0.013984944	
626	1.40E-02	
627	1.41E-02	
628	1.41E-02	
629	1.41E-02	
630	1.41E-02	
631	1.40E-02	
632	1.40E-02	
633	1.39E-02	
634	1.38E-02	
635	0.013736461	
636	1.37E-02	
637	0.013553923	
638	1.35E-02	
639	1.34E-02	
640	1.34E-02	
641	0.013287973	
642	1.32E-02	
643	1.31E-02	
644	1.31E-02	
645	1.30E-02	
646	1.30E-02	
647	1.29E-02	
648	1.30E-02	
649	1.30E-02	
650	1.31E-02	
651	1.33E-02	
652	1.35E-02	
653	1.38E-02	
654	1.41E-02	
655	1.46E-02	
656	1.52E-02	
657	1.59E-02	
658	1.67E-02	
659	1.77E-02	
660	1.88E-02	
661	2.00E-02	
662	2.13E-02	
663	2.27E-02	
664	2.42E-02	
665	2.58E-02	
666	2.73E-02	
667	2.90E-02	
668	3.05E-02	
669	3.20E-02	
670	3.34E-02	
671	3.48E-02	
672	3.62E-02	
673	3.76E-02	
674	3.89E-02	
675	4.02E-02	
676	4.14E-02	
677	4.25E-02	
678	4.36E-02	
679	4.45E-02	
680	4.50E-02	
681	4.50E-02	
682	4.46E-02	
683	4.38E-02	
684	4.25E-02	
685	4.09E-02	
686	3.88E-02	
687	3.63E-02	
688	3.39E-02	
689	3.13E-02	
690	2.88E-02	
691	2.64E-02	
692	2.40E-02	
693	2.17E-02	
694	1.98E-02	
695	1.79E-02	
696	0.016260109	
697	1.47E-02	
698	1.33E-02	
699	1.20E-02	
700	1.09E-02	
701	9.95E-03	
702	9.13E-03	
703	8.41E-03	
704	7.75E-03	
705	7.17E-03	
706	6.61E-03	
707	6.01E-03	
708	5.34E-03	
709	4.57E-03	
710	3.65E-03	
