OLIS-3D-ASCII	SySl1197				
375	5.75E-03				
376	5.64E-03				
377	5.59E-03				
378	5.59E-03				
379	5.63E-03				
380	5.70E-03				
381	5.79E-03				
382	5.88E-03				
383	5.98E-03				
384	5.98E-03				
385	6.02E-03				
386	6.06E-03				
387	6.14E-03				
388	6.20E-03				
389	6.19E-03				
390	6.19E-03				
391	6.22E-03				
392	6.22E-03				
393	6.20E-03				
394	6.24E-03				
395	6.24E-03				
396	6.30E-03				
397	6.32E-03				
398	6.34E-03				
399	6.41E-03				
400	6.37E-03				
401	6.32E-03				
402	6.31E-03				
403	6.29E-03				
404	6.22E-03				
405	6.12E-03				
406	6.12E-03				
407	6.05E-03				
408	5.98E-03				
409	5.92E-03				
410	5.84E-03				
411	5.79E-03				
412	5.70E-03				
413	5.65E-03				
414	5.64E-03				
415	5.61E-03				
416	5.61E-03				
417	5.61E-03				
418	5.60E-03				
419	5.54E-03				
420	5.52E-03				
421	5.44E-03				
422	5.40E-03				
423	5.33E-03				
424	5.27E-03				
425	5.25E-03				
426	5.20E-03				
427	5.19E-03				
428	5.21E-03				
429	5.20E-03				
430	5.19E-03				
431	5.20E-03				
432	5.21E-03				
433	5.21E-03				
434	5.21E-03				
435	5.20E-03				
436	5.22E-03				
437	5.20E-03				
438	5.16E-03				
439	5.14E-03				
440	5.10E-03				
441	5.03E-03				
442	4.98E-03				
443	4.91E-03				
444	4.85E-03				
445	4.76E-03				
446	4.67E-03				
447	4.59E-03				
448	4.49E-03				
449	4.40E-03				
450	4.32E-03				
451	4.25E-03				
452	4.18E-03				
453	4.11E-03				
454	4.07E-03				
455	4.02E-03				
456	3.99E-03				
457	3.95E-03				
458	3.92E-03				
459	3.89E-03				
460	3.86E-03				
461	3.84E-03				
462	3.81E-03				
463	3.77E-03				
464	3.74E-03				
465	3.71E-03				
466	3.69E-03				
467	3.67E-03				
468	0.003637885				
469	3.62E-03				
470	3.60E-03				
471	3.58E-03				
472	3.56E-03				
473	3.56E-03				
474	3.55E-03				
475	3.53E-03				
476	3.53E-03				
477	3.51E-03				
478	3.51E-03				
479	3.52E-03				
480	3.52E-03				
481	3.52E-03				
482	3.53E-03				
483	3.54E-03				
484	3.55E-03				
485	3.58E-03				
486	3.61E-03				
487	3.64E-03				
488	3.66E-03				
489	3.68E-03				
490	3.72E-03				
491	3.74E-03				
492	3.74E-03				
