OLIS-3D-ASCII	SySl1111		
375	3.86E-03		
376	3.93E-03		
377	3.96E-03		
378	3.96E-03		
379	3.94E-03		
380	3.90E-03		
381	3.87E-03		
382	0.003968026		
383	3.89E-03		
384	0.003922535		
385	3.96E-03		
386	3.89E-03		
387	3.90E-03		
388	3.90E-03		
389	3.86E-03		
390	3.79E-03		
391	3.80E-03		
392	3.77E-03		
393	3.82E-03		
394	3.90E-03		
395	3.92E-03		
396	3.97E-03		
397	4.01E-03		
398	4.07E-03		
399	4.09E-03		
400	4.05E-03		
401	4.07E-03		
402	4.11E-03		
403	4.15E-03		
404	4.22E-03		
405	4.31E-03		
406	4.38E-03		
407	4.47E-03		
408	4.56E-03		
409	4.67E-03		
410	4.76E-03		
411	4.84E-03		
412	4.92E-03		
413	5.02E-03		
414	5.14E-03		
415	5.22E-03		
416	5.31E-03		
417	5.38E-03		
418	5.41E-03		
419	5.42E-03		
420	5.42E-03		
421	5.40E-03		
422	0.005408122		
423	5.44E-03		
424	5.46E-03		
425	5.49E-03		
426	5.54E-03		
427	5.56E-03		
428	5.61E-03		
429	5.65E-03		
430	5.69E-03		
431	5.74E-03		
432	5.80E-03		
433	5.83E-03		
434	5.87E-03		
435	5.91E-03		
436	5.93E-03		
437	5.92E-03		
438	5.90E-03		
439	5.85E-03		
440	5.78E-03		
441	5.70E-03		
442	5.61E-03		
443	5.50E-03		
444	5.37E-03		
445	5.19E-03		
446	5.02E-03		
447	4.83E-03		
448	4.66E-03		
449	4.48E-03		
450	4.30E-03		
451	4.14E-03		
452	4.01E-03		
453	3.90E-03		
454	3.82E-03		
455	3.74E-03		
456	3.68E-03		
457	3.61E-03		
458	3.56E-03		
459	3.51E-03		
460	3.46E-03		
461	3.41E-03		
462	3.36E-03		
463	3.32E-03		
464	3.29E-03		
465	3.24E-03		
466	3.19E-03		
467	3.13E-03		
468	3.08E-03		
469	3.02E-03		
470	2.95E-03		
471	2.90E-03		
472	2.84E-03		
473	2.79E-03		
474	2.74E-03		
475	2.70E-03		
476	2.65E-03		
477	2.60E-03		
478	2.56E-03		
479	2.55E-03		
480	2.53E-03		
481	2.51E-03		
482	2.49E-03		
483	2.50E-03		
484	2.50E-03		
485	2.51E-03		
486	2.52E-03		
487	2.53E-03		
488	2.55E-03		
489	2.56E-03		
490	2.58E-03		
491	2.60E-03		
492	2.62E-03		
493	2.62E-03		
494	2.62E-03		
495	2.64E-03		
496	2.62E-03		
497	2.61E-03		
498	2.61E-03		
499	2.60E-03		
500	2.58E-03		
501	2.55E-03		
502	2.50E-03		
503	2.47E-03		
504	2.42E-03		
505	2.37E-03		
506	2.31E-03		
507	2.25E-03		
508	2.17E-03		
509	2.11E-03		
510	2.05E-03		
511	1.99E-03		
512	1.94E-03		
513	1.86E-03		
514	1.78E-03		
515	1.70E-03		
516	1.61E-03		
517	1.52E-03		
518	1.44E-03		
519	1.37E-03		
520	1.30E-03		
521	1.24E-03		
522	1.19E-03		
523	1.14E-03		
524	1.09E-03		
525	1.04E-03		
526	1.00E-03		
527	9.65E-04		
528	9.48E-04		
529	9.43E-04		
530	9.23E-04		
531	9.09E-04		
532	9.02E-04		
533	8.95E-04		
534	8.86E-04		
535	8.64E-04		
536	8.61E-04		
537	8.49E-04		
538	8.49E-04		
539	8.53E-04		
540	8.68E-04		
541	8.75E-04		
542	8.74E-04		
543	8.77E-04		
544	8.90E-04		
545	9.10E-04		
546	9.30E-04		
547	9.28E-04		
548	9.44E-04		
549	9.59E-04		
550	9.68E-04		
551	9.96E-04		
552	1.02E-03		
553	1.04E-03		
554	1.07E-03		
555	1.10E-03		
556	1.14E-03		
557	1.18E-03		
558	1.21E-03		
559	1.23E-03		
560	1.25E-03		
561	1.29E-03		
562	1.32E-03		
563	1.37E-03		
564	1.40E-03		
565	1.44E-03		
566	1.48E-03		
567	1.53E-03		
568	1.57E-03		
569	1.60E-03		
570	1.64E-03		
571	1.67E-03		
572	1.72E-03		
573	1.77E-03		
574	1.81E-03		
575	1.86E-03		
576	1.91E-03		
577	1.95E-03		
578	2.00E-03		
579	2.04E-03		
580	2.09E-03		
581	2.12E-03		
582	2.17E-03		
583	2.21E-03		
584	2.26E-03		
585	2.30E-03		
586	2.34E-03		
587	2.39E-03		
588	2.43E-03		
589	2.46E-03		
590	2.49E-03		
591	2.52E-03		
592	2.57E-03		
593	2.59E-03		
594	2.63E-03		
595	2.67E-03		
596	2.70E-03		
597	2.75E-03		
598	2.80E-03		
599	2.86E-03		
600	2.91E-03		
601	2.95E-03		
602	3.01E-03		
603	3.06E-03		
604	3.14E-03		
605	3.20E-03		
606	3.28E-03		
607	3.36E-03		
608	3.44E-03		
609	3.54E-03		
610	3.62E-03		
611	3.70E-03		
612	3.77E-03		
613	3.84E-03		
614	3.91E-03		
615	3.97E-03		
616	4.04E-03		
617	4.11E-03		
618	4.18E-03		
619	4.24E-03		
620	4.29E-03		
621	4.34E-03		
622	4.37E-03		
623	4.39E-03		
624	4.41E-03		
625	4.43E-03		
626	4.42E-03		
627	4.43E-03		
628	4.43E-03		
629	4.44E-03		
630	4.42E-03		
631	4.41E-03		
632	4.42E-03		
633	4.41E-03		
634	4.39E-03		
635	4.36E-03		
636	4.33E-03		
637	4.29E-03		
638	4.21E-03		
639	4.15E-03		
640	4.09E-03		
641	4.00E-03		
642	3.90E-03		
643	3.82E-03		
644	3.74E-03		
645	3.60E-03		
646	3.48E-03		
647	3.35E-03		
648	3.22E-03		
649	3.08E-03		
650	2.92E-03		
651	2.80E-03		
652	2.70E-03		
653	2.61E-03		
654	2.55E-03		
655	2.51E-03		
656	2.52E-03		
657	2.53E-03		
658	2.59E-03		
659	0.002646413		
660	2.72E-03		
661	2.79E-03		
662	2.88E-03		
663	2.96E-03		
664	3.06E-03		
665	3.16E-03		
666	3.28E-03		
667	3.41E-03		
668	3.57E-03		
669	3.72E-03		
670	3.88E-03		
671	4.01E-03		
672	4.14E-03		
673	4.27E-03		
674	4.39E-03		
675	4.48E-03		
676	4.58E-03		
677	4.67E-03		
678	4.81E-03		
679	4.88E-03		
680	4.95E-03		
681	4.96E-03		
682	4.90E-03		
683	4.80E-03		
684	4.64E-03		
685	4.44E-03		
686	4.20E-03		
687	3.93E-03		
688	3.66E-03		
689	3.38E-03		
690	3.15E-03		
691	2.90E-03		
692	2.71E-03		
693	2.48E-03		
694	2.27E-03		
695	2.09E-03		
696	1.93E-03		
697	1.79E-03		
698	1.68E-03		
699	1.53E-03		
700	1.42E-03		
701	1.32E-03		
702	1.20E-03		
703	1.09E-03		
