OLIS-3D-ASCII	SySl1221				
375	-1.00E-04				
376	-5.72E-05				
377	-2.16E-06				
378	5.97E-05				
379	1.23E-04				
380	1.84E-04				
381	2.36E-04				
382	2.70E-04				
383	2.80E-04				
384	2.33E-04				
385	2.09E-04				
386	1.97E-04				
387	1.86E-04				
388	2.15E-04				
389	2.04E-04				
390	2.11E-04				
391	1.53E-04				
392	1.43E-04				
393	1.47E-04				
394	1.17E-04				
395	1.07E-04				
396	1.11E-04				
397	1.38E-04				
398	1.74E-04				
399	2.26E-04				
400	2.98E-04				
401	3.25E-04				
402	3.01E-04				
403	2.78E-04				
404	2.81E-04				
405	2.51E-04				
406	2.26E-04				
407	2.19E-04				
408	1.96E-04				
409	1.84E-04				
410	1.75E-04				
411	2.36E-04				
412	2.32E-04				
413	2.42E-04				
414	2.16E-04				
415	2.01E-04				
416	2.09E-04				
417	2.09E-04				
418	1.98E-04				
419	2.10E-04				
420	1.86E-04				
421	2.32E-04				
422	2.63E-04				
423	3.11E-04				
424	3.05E-04				
425	3.17E-04				
426	3.27E-04				
427	3.38E-04				
428	3.45E-04				
429	3.11E-04				
430	2.89E-04				
431	2.86E-04				
432	2.53E-04				
433	2.79E-04				
434	2.78E-04				
435	2.76E-04				
436	2.79E-04				
437	2.81E-04				
438	3.00E-04				
439	3.11E-04				
440	3.00E-04				
441	2.93E-04				
442	2.94E-04				
443	2.77E-04				
444	2.69E-04				
445	2.72E-04				
446	2.54E-04				
447	2.37E-04				
448	2.31E-04				
449	2.09E-04				
450	2.03E-04				
451	2.08E-04				
452	2.13E-04				
453	2.09E-04				
454	1.97E-04				
455	1.98E-04				
456	2.04E-04				
457	1.90E-04				
458	1.74E-04				
459	1.69E-04				
460	1.60E-04				
461	1.62E-04				
462	1.77E-04				
463	1.79E-04				
464	1.90E-04				
465	1.84E-04				
466	2.00E-04				
467	2.07E-04				
468	1.93E-04				
469	1.80E-04				
470	1.74E-04				
471	1.58E-04				
472	1.41E-04				
473	1.41E-04				
474	1.48E-04				
475	1.48E-04				
476	1.50E-04				
477	1.55E-04				
478	1.76E-04				
479	1.78E-04				
480	1.85E-04				
481	2.03E-04				
482	2.17E-04				
483	2.03E-04				
484	1.96E-04				
485	1.99E-04				
486	2.04E-04				
487	1.93E-04				
488	1.77E-04				
489	1.65E-04				
490	1.64E-04				
491	1.67E-04				
492	1.70E-04				
493	1.66E-04				
494	1.70E-04				
495	1.70E-04				
496	1.67E-04				
497	1.70E-04				
498	1.81E-04				
499	1.79E-04				
500	1.81E-04				
501	1.83E-04				
502	1.93E-04				
503	1.94E-04				
504	1.88E-04				
505	1.87E-04				
506	1.96E-04				
507	2.02E-04				
508	2.12E-04				
509	2.18E-04				
510	2.28E-04				
511	2.31E-04				
512	2.29E-04				
513	2.28E-04				
514	2.29E-04				
515	2.24E-04				
516	2.29E-04				
517	2.35E-04				
518	2.37E-04				
519	2.40E-04				
520	2.48E-04				
521	2.32E-04				
522	2.28E-04				
523	2.29E-04				
524	2.25E-04				
525	2.32E-04				
526	2.47E-04				
527	2.67E-04				
528	2.96E-04				
529	2.96E-04				
530	3.02E-04				
531	2.92E-04				
532	2.88E-04				
533	2.68E-04				
534	2.70E-04				
535	2.67E-04				
536	2.61E-04				
537	2.76E-04				
538	2.85E-04				
539	2.93E-04				
540	3.02E-04				
541	2.89E-04				
542	2.97E-04				
543	2.81E-04				
544	2.81E-04				
545	2.84E-04				
546	3.04E-04				
547	3.19E-04				
548	3.24E-04				
549	3.50E-04				
550	3.59E-04				
551	3.57E-04				
552	3.46E-04				
553	3.32E-04				
554	3.23E-04				
555	3.18E-04				
556	3.11E-04				
557	3.18E-04				
558	3.26E-04				
559	3.30E-04				
560	3.25E-04				
561	3.39E-04				
562	3.47E-04				
563	3.50E-04				
564	3.47E-04				
565	3.61E-04				
566	3.74E-04				
567	3.96E-04				
568	3.94E-04				
569	4.11E-04				
570	4.03E-04				
571	3.93E-04				
572	3.73E-04				
573	3.42E-04				
574	3.21E-04				
575	3.00E-04				
576	2.71E-04				
577	2.54E-04				
578	2.24E-04				
579	2.08E-04				
580	1.93E-04				
581	1.86E-04				
582	1.61E-04				
583	1.50E-04				
584	1.29E-04				
585	1.11E-04				
586	1.10E-04				
587	1.07E-04				
588	1.01E-04				
589	8.96E-05				
590	6.75E-05				
591	6.22E-05				
592	5.48E-05				
593	6.69E-05				
594	7.23E-05				
595	6.57E-05				
596	6.62E-05				
597	6.81E-05				
598	7.14E-05				
599	7.40E-05				
600	6.45E-05				
601	6.46E-05				
602	5.63E-05				
603	6.30E-05				
604	7.00E-05				
605	7.74E-05				
606	8.69E-05				
607	7.81E-05				
608	8.95E-05				
609	8.08E-05				
610	7.75E-05				
611	7.60E-05				
612	5.64E-05				
613	7.47E-05				
614	7.55E-05				
615	8.86E-05				
616	9.56E-05				
617	9.31E-05				
618	9.99E-05				
619	1.13E-04				
620	1.25E-04				
621	1.26E-04				
622	1.35E-04				
623	1.25E-04				
624	1.18E-04				
625	1.23E-04				
626	1.21E-04				
627	1.14E-04				
628	1.01E-04				
629	9.25E-05				
630	8.17E-05				
631	8.40E-05				
632	7.85E-05				
633	9.26E-05				
634	9.58E-05				
635	8.74E-05				
636	1.05E-04				
637	1.04E-04				
638	1.04E-04				
639	1.04E-04				
640	8.94E-05				
641	8.70E-05				
642	6.84E-05				
643	6.51E-05				
644	6.89E-05				
645	9.56E-05				
646	1.05E-04				
647	1.12E-04				
648	1.07E-04				
649	9.96E-05				
650	8.34E-05				
651	8.97E-05				
652	6.18E-05				
653	6.45E-05				
654	5.36E-05				
655	8.58E-05				
656	9.16E-05				
657	1.08E-04				
658	1.09E-04				
659	1.04E-04				
660	9.62E-05				
661	9.83E-05				
662	1.16E-04				
663	1.26E-04				
664	1.42E-04				
665	1.63E-04				
666	1.78E-04				
667	2.20E-04				
668	2.37E-04				
669	2.57E-04				
670	2.45E-04				
671	2.43E-04				
672	2.63E-04				
673	2.77E-04				
674	3.11E-04				
675	3.17E-04				
676	3.34E-04				
677	3.06E-04				
678	3.17E-04				
679	3.30E-04				
680	3.45E-04				
681	3.38E-04				
682	3.26E-04				
683	3.00E-04				
684	2.90E-04				
685	3.23E-04				
686	3.13E-04				
687	2.90E-04				
688	2.69E-04				
689	2.39E-04				
690	2.44E-04				
691	2.40E-04				
692	2.81E-04				
693	3.32E-04				
694	3.07E-04				
695	2.92E-04				
696	3.07E-04				
697	3.12E-04				
698	2.34E-04				
699	1.39E-04				
700	1.72E-04				
701	1.28E-04				
702	1.32E-04				
703	1.57E-04				
704	1.50E-04				
705	1.29E-04				
706	8.81E-05				
707	2.16E-05				
708	-7.49E-05				
709	-2.06E-04				
710	-3.76E-04				
