OLIS-3D-ASCII	SySl1066							
375	-5.64E-04							
376	-4.81E-04							
377	-4.11E-04							
378	-3.52E-04							
379	-3.02E-04							
380	-2.59E-04							
381	-2.22E-04							
382	-1.69E-04							
383	-1.54E-04							
384	-7.43E-05							
385	-6.79E-05							
386	-3.95E-05							
387	-3.44E-05							
388	3.61E-05							
389	1.13E-04							
390	1.62E-04							
391	1.71E-04							
392	1.86E-04							
393	2.06E-04							
394	2.00E-04							
395	2.38E-04							
396	2.85E-04							
397	3.08E-04							
398	3.37E-04							
399	3.92E-04							
400	3.87E-04							
401	4.54E-04							
402	5.13E-04							
403	5.17E-04							
404	5.52E-04							
405	6.28E-04							
406	6.48E-04							
407	7.05E-04							
408	7.49E-04							
409	7.97E-04							
410	8.64E-04							
411	9.17E-04							
412	9.02E-04							
413	9.58E-04							
414	9.64E-04							
415	9.70E-04							
416	9.88E-04							
417	1.02E-03							
418	1.02E-03							
419	1.02E-03							
420	1.04E-03							
421	1.06E-03							
422	1.10E-03							
423	1.10E-03							
424	1.11E-03							
425	1.13E-03							
426	1.11E-03							
427	1.12E-03							
428	1.13E-03							
429	1.15E-03							
430	1.17E-03							
431	1.21E-03							
432	1.24E-03							
433	1.27E-03							
434	1.31E-03							
435	1.33E-03							
436	1.35E-03							
437	1.37E-03							
438	1.36E-03							
439	1.37E-03							
440	1.35E-03							
441	1.34E-03							
442	1.33E-03							
443	1.29E-03							
444	1.23E-03							
445	1.15E-03							
446	1.10E-03							
447	1.03E-03							
448	1.01E-03							
449	9.56E-04							
450	9.14E-04							
451	8.75E-04							
452	8.48E-04							
453	8.25E-04							
454	8.24E-04							
455	8.05E-04							
456	7.82E-04							
457	7.59E-04							
458	7.52E-04							
459	7.32E-04							
460	7.21E-04							
461	7.06E-04							
462	6.94E-04							
463	6.79E-04							
464	6.64E-04							
465	6.38E-04							
466	6.44E-04							
467	6.34E-04							
468	6.24E-04							
469	6.30E-04							
470	6.26E-04							
471	6.11E-04							
472	6.17E-04							
473	6.20E-04							
474	6.06E-04							
475	5.94E-04							
476	5.81E-04							
477	5.77E-04							
478	5.91E-04							
479	5.88E-04							
480	5.85E-04							
481	5.90E-04							
482	5.93E-04							
483	6.04E-04							
484	6.22E-04							
485	6.28E-04							
486	6.22E-04							
487	6.29E-04							
488	6.45E-04							
489	6.73E-04							
490	7.16E-04							
491	7.32E-04							
492	7.60E-04							
493	7.87E-04							
494	8.10E-04							
495	8.33E-04							
496	8.46E-04							
497	8.53E-04							
498	8.54E-04							
499	8.54E-04							
500	8.60E-04							
501	8.79E-04							
502	9.13E-04							
503	9.24E-04							
504	9.47E-04							
505	9.51E-04							
506	9.62E-04							
507	9.68E-04							
508	9.68E-04							
509	9.79E-04							
510	9.94E-04							
511	9.99E-04							
512	1.02E-03							
513	1.05E-03							
514	1.07E-03							
515	1.10E-03							
516	1.13E-03							
517	1.14E-03							
518	1.17E-03							
519	1.20E-03							
520	1.22E-03							
521	1.25E-03							
522	1.27E-03							
523	1.30E-03							
524	1.33E-03							
525	1.36E-03							
526	1.37E-03							
527	1.41E-03							
528	1.44E-03							
529	1.46E-03							
530	1.49E-03							
531	1.51E-03							
532	1.53E-03							
533	1.55E-03							
534	1.57E-03							
535	1.59E-03							
536	1.61E-03							
537	1.65E-03							
538	1.68E-03							
539	1.72E-03							
540	1.76E-03							
541	1.79E-03							
542	1.82E-03							
543	1.85E-03							
544	1.88E-03							
545	1.88E-03							
546	1.90E-03							
547	1.92E-03							
548	1.96E-03							
549	1.98E-03							
550	2.01E-03							
551	2.04E-03							
552	2.09E-03							
553	2.14E-03							
554	2.17E-03							
555	2.20E-03							
556	2.22E-03							
557	2.24E-03							
558	2.26E-03							
559	2.28E-03							
560	2.30E-03							
561	2.30E-03							
562	2.31E-03							
563	2.33E-03							
564	2.37E-03							
565	2.41E-03							
566	2.44E-03							
567	2.47E-03							
568	2.47E-03							
569	2.46E-03							
570	2.43E-03							
571	2.37E-03							
572	2.30E-03							
573	2.20E-03							
574	2.07E-03							
575	1.95E-03							
576	1.83E-03							
577	1.68E-03							
578	1.54E-03							
579	1.39E-03							
580	1.24E-03							
581	1.12E-03							
582	1.01E-03							
583	9.00E-04							
584	8.20E-04							
585	7.44E-04							
586	6.73E-04							
587	6.28E-04							
588	5.91E-04							
589	5.37E-04							
590	5.09E-04							
591	4.84E-04							
592	4.66E-04							
593	4.52E-04							
594	4.35E-04							
595	4.25E-04							
596	4.04E-04							
597	3.84E-04							
598	3.71E-04							
599	3.63E-04							
600	3.57E-04							
601	3.54E-04							
602	3.65E-04							
603	3.73E-04							
604	3.80E-04							
605	3.83E-04							
606	3.96E-04							
607	4.10E-04							
608	4.00E-04							
609	3.93E-04							
610	3.92E-04							
611	3.91E-04							
612	3.85E-04							
613	3.92E-04							
614	4.02E-04							
615	4.15E-04							
616	4.21E-04							
617	4.20E-04							
618	4.33E-04							
619	4.47E-04							
620	4.47E-04							
621	4.47E-04							
622	4.43E-04							
623	4.43E-04							
624	4.23E-04							
625	4.20E-04							
626	4.29E-04							
627	4.34E-04							
628	4.41E-04							
629	4.34E-04							
630	4.39E-04							
631	4.29E-04							
632	4.31E-04							
633	4.16E-04							
634	3.97E-04							
635	3.85E-04							
636	3.65E-04							
637	3.53E-04							
638	3.71E-04							
639	3.80E-04							
640	3.98E-04							
641	3.99E-04							
642	4.07E-04							
643	3.99E-04							
644	4.14E-04							
645	4.05E-04							
646	3.90E-04							
647	3.85E-04							
648	3.82E-04							
649	3.78E-04							
650	3.89E-04							
651	3.91E-04							
652	3.86E-04							
653	4.07E-04							
654	4.11E-04							
655	4.17E-04							
656	4.54E-04							
657	4.59E-04							
658	4.56E-04							
659	4.82E-04							
660	5.21E-04							
661	5.58E-04							
662	6.33E-04							
663	6.97E-04							
664	7.47E-04							
665	8.37E-04							
666	8.78E-04							
667	9.41E-04							
668	9.83E-04							
669	1.00E-03							
670	1.01E-03							
671	1.05E-03							
672	1.07E-03							
673	1.12E-03							
674	1.15E-03							
675	1.19E-03							
676	1.22E-03							
677	1.26E-03							
678	1.28E-03							
679	1.30E-03							
680	1.28E-03							
681	1.27E-03							
682	1.25E-03							
683	0.001246643							
684	1.21E-03							
685	1.19E-03							
686	1.13E-03							
687	1.09E-03							
688	1.01E-03							
689	9.62E-04							
690	8.85E-04							
691	7.54E-04							
692	6.20E-04							
693	4.90E-04							
694	3.58E-04							
695	2.91E-04							
696	1.97E-04							
697	1.56E-04							
698	1.10E-04							
699	1.09E-04							
700	5.49E-05							
701	3.48E-05							
702	1.47E-05							
703	-1.39E-05							
704	7.22E-06							
705	-1.35E-07							
706	-2.59E-05							
707	-7.92E-05							
708	-1.69E-04							
709	-3.06E-04							
710	-4.98E-04							
