OLIS-3D-ASCII	SySl1307				
375	1.76E-03				
376	1.44E-03				
377	1.25E-03				
378	1.17E-03				
379	1.17E-03				
380	0.001227604				
381	1.31E-03				
382	1.34E-03				
383	0.001366692				
384	1.35E-03				
385	1.28E-03				
386	1.29E-03				
387	1.27E-03				
388	1.25E-03				
389	1.21E-03				
390	1.16E-03				
391	1.15E-03				
392	1.17E-03				
393	1.15E-03				
394	1.07E-03				
395	1.07E-03				
396	1.01E-03				
397	1.02E-03				
398	1.03E-03				
399	1.02E-03				
400	1.03E-03				
401	1.03E-03				
402	1.03E-03				
403	1.05E-03				
404	1.06E-03				
405	1.03E-03				
406	1.06E-03				
407	1.09E-03				
408	1.09E-03				
409	1.09E-03				
410	1.11E-03				
411	1.14E-03				
412	1.15E-03				
413	1.17E-03				
414	1.15E-03				
415	1.16E-03				
416	1.16E-03				
417	1.17E-03				
418	1.19E-03				
419	1.21E-03				
420	1.20E-03				
421	1.20E-03				
422	1.22E-03				
423	1.23E-03				
424	1.23E-03				
425	1.24E-03				
426	1.24E-03				
427	1.25E-03				
428	1.24E-03				
429	1.23E-03				
430	1.23E-03				
431	1.23E-03				
432	1.23E-03				
433	1.25E-03				
434	1.27E-03				
435	1.28E-03				
436	1.27E-03				
437	1.29E-03				
438	1.28E-03				
439	1.26E-03				
440	1.21E-03				
441	1.20E-03				
442	1.18E-03				
443	1.15E-03				
444	1.13E-03				
445	1.09E-03				
446	1.05E-03				
447	1.01E-03				
448	9.52E-04				
449	9.13E-04				
450	8.63E-04				
451	8.26E-04				
452	7.97E-04				
453	7.99E-04				
454	7.83E-04				
455	7.85E-04				
456	7.53E-04				
457	7.31E-04				
458	7.23E-04				
459	7.17E-04				
460	6.95E-04				
461	6.72E-04				
462	6.54E-04				
463	6.51E-04				
464	6.50E-04				
465	6.50E-04				
466	6.53E-04				
467	6.55E-04				
468	6.38E-04				
469	6.40E-04				
470	6.31E-04				
471	6.20E-04				
472	5.97E-04				
473	5.79E-04				
474	5.71E-04				
475	5.66E-04				
476	5.55E-04				
477	5.57E-04				
478	5.74E-04				
479	5.89E-04				
480	5.96E-04				
481	5.97E-04				
482	5.88E-04				
483	5.84E-04				
484	5.72E-04				
485	5.67E-04				
486	5.62E-04				
487	5.66E-04				
488	5.80E-04				
489	5.95E-04				
490	6.19E-04				
491	6.43E-04				
492	6.55E-04				
493	6.66E-04				
494	6.81E-04				
495	6.91E-04				
496	6.89E-04				
497	6.99E-04				
498	7.17E-04				
499	7.45E-04				
500	7.63E-04				
501	7.71E-04				
502	7.82E-04				
503	7.91E-04				
504	7.94E-04				
505	8.03E-04				
506	8.14E-04				
507	8.05E-04				
508	8.02E-04				
509	8.12E-04				
510	8.27E-04				
511	8.26E-04				
512	8.39E-04				
513	8.48E-04				
514	8.55E-04				
515	8.74E-04				
516	8.87E-04				
517	9.09E-04				
518	9.21E-04				
519	9.39E-04				
520	9.63E-04				
521	9.86E-04				
522	1.00E-03				
523	1.01E-03				
524	1.03E-03				
525	1.04E-03				
526	1.05E-03				
527	1.07E-03				
528	1.07E-03				
529	1.09E-03				
530	1.11E-03				
531	1.13E-03				
532	1.15E-03				
533	1.18E-03				
534	1.22E-03				
535	1.24E-03				
536	1.26E-03				
537	1.28E-03				
538	1.29E-03				
539	1.30E-03				
540	1.31E-03				
541	1.32E-03				
542	1.32E-03				
543	1.32E-03				
544	1.34E-03				
545	1.36E-03				
546	1.40E-03				
547	1.44E-03				
548	1.46E-03				
549	1.47E-03				
550	1.49E-03				
551	1.51E-03				
552	1.52E-03				
553	1.52E-03				
554	1.53E-03				
555	1.53E-03				
556	1.54E-03				
557	1.54E-03				
558	1.57E-03				
559	1.60E-03				
560	1.63E-03				
561	1.64E-03				
562	1.66E-03				
563	1.69E-03				
564	1.71E-03				
565	1.75E-03				
566	1.76E-03				
567	1.78E-03				
568	1.78E-03				
569	1.76E-03				
570	1.75E-03				
571	1.71E-03				
572	1.67E-03				
573	1.59E-03				
574	1.52E-03				
575	1.43E-03				
576	1.34E-03				
577	1.24E-03				
578	1.14E-03				
579	1.05E-03				
580	9.55E-04				
581	8.58E-04				
582	8.00E-04				
583	7.37E-04				
584	6.81E-04				
585	6.25E-04				
586	5.75E-04				
587	5.26E-04				
588	4.98E-04				
589	4.71E-04				
590	4.43E-04				
591	4.13E-04				
592	3.96E-04				
593	3.83E-04				
594	3.87E-04				
595	3.68E-04				
596	3.52E-04				
597	3.51E-04				
598	3.44E-04				
599	3.35E-04				
600	3.49E-04				
601	3.44E-04				
602	3.41E-04				
603	3.39E-04				
604	3.52E-04				
605	3.48E-04				
606	3.40E-04				
607	3.26E-04				
608	3.22E-04				
609	3.36E-04				
610	3.37E-04				
611	3.37E-04				
612	3.39E-04				
613	3.33E-04				
614	3.47E-04				
615	3.43E-04				
616	3.59E-04				
617	3.62E-04				
618	3.64E-04				
619	3.71E-04				
620	3.86E-04				
621	4.01E-04				
622	3.90E-04				
623	3.91E-04				
624	3.97E-04				
625	4.02E-04				
626	4.21E-04				
627	4.09E-04				
628	4.15E-04				
629	4.10E-04				
630	4.03E-04				
631	4.05E-04				
632	4.10E-04				
633	4.06E-04				
634	3.98E-04				
635	4.01E-04				
636	4.03E-04				
637	4.20E-04				
638	4.21E-04				
639	4.23E-04				
640	4.06E-04				
641	3.87E-04				
642	3.74E-04				
643	3.47E-04				
644	3.27E-04				
645	3.00E-04				
646	3.00E-04				
647	2.85E-04				
648	3.02E-04				
649	3.12E-04				
650	3.27E-04				
651	3.78E-04				
652	3.85E-04				
653	4.16E-04				
654	4.55E-04				
655	4.71E-04				
656	4.80E-04				
657	4.81E-04				
658	4.98E-04				
659	5.05E-04				
660	5.16E-04				
661	5.13E-04				
662	5.38E-04				
663	5.69E-04				
664	6.01E-04				
665	6.52E-04				
666	7.24E-04				
667	7.80E-04				
668	8.25E-04				
669	8.74E-04				
670	9.11E-04				
671	9.53E-04				
672	9.88E-04				
673	1.04E-03				
674	1.05E-03				
675	1.05E-03				
676	1.08E-03				
677	1.12E-03				
678	1.14E-03				
679	1.15E-03				
680	1.15E-03				
681	1.14E-03				
682	1.12E-03				
683	1.10E-03				
684	1.08E-03				
685	1.03E-03				
686	9.62E-04				
687	8.77E-04				
688	8.30E-04				
689	7.67E-04				
690	7.01E-04				
691	6.42E-04				
692	6.44E-04				
693	6.34E-04				
694	6.32E-04				
695	5.57E-04				
696	5.33E-04				
697	4.77E-04				
698	4.36E-04				
699	3.38E-04				
700	2.86E-04				
701	2.25E-04				
702	1.77E-04				
703	9.03E-05				
704	5.05E-05				
705	-1.52E-05				
706	-5.55E-05				
707	-5.71E-05				
708	-6.27E-06				
709	1.10E-04				
710	3.07E-04				
