OLIS-3D-ASCII	SySl1141				
375	1.06E-03				
376	1.19E-03				
377	1.27E-03				
378	1.32E-03				
379	1.34E-03				
380	1.33E-03				
381	1.31E-03				
382	1.28E-03				
383	1.27E-03				
384	1.27E-03				
385	1.30E-03				
386	1.29E-03				
387	1.36E-03				
388	1.45E-03				
389	1.44E-03				
390	1.52E-03				
391	1.53E-03				
392	1.47E-03				
393	1.41E-03				
394	1.36E-03				
395	1.29E-03				
396	1.27E-03				
397	1.31E-03				
398	1.32E-03				
399	1.35E-03				
400	1.38E-03				
401	1.38E-03				
402	1.43E-03				
403	1.46E-03				
404	1.46E-03				
405	1.52E-03				
406	1.53E-03				
407	1.54E-03				
408	1.57E-03				
409	1.60E-03				
410	1.62E-03				
411	1.66E-03				
412	1.69E-03				
413	1.70E-03				
414	1.72E-03				
415	1.77E-03				
416	1.83E-03				
417	1.85E-03				
418	1.84E-03				
419	1.85E-03				
420	1.82E-03				
421	1.83E-03				
422	1.83E-03				
423	1.83E-03				
424	1.82E-03				
425	1.81E-03				
426	1.81E-03				
427	1.84E-03				
428	1.86E-03				
429	1.86E-03				
430	1.87E-03				
431	1.88E-03				
432	1.88E-03				
433	1.92E-03				
434	1.93E-03				
435	1.97E-03				
436	1.97E-03				
437	1.99E-03				
438	1.97E-03				
439	1.97E-03				
440	1.96E-03				
441	1.94E-03				
442	1.90E-03				
443	1.86E-03				
444	1.82E-03				
445	1.76E-03				
446	1.70E-03				
447	1.65E-03				
448	1.59E-03				
449	1.53E-03				
450	1.48E-03				
451	1.43E-03				
452	1.39E-03				
453	1.35E-03				
454	1.34E-03				
455	1.32E-03				
456	1.31E-03				
457	1.29E-03				
458	1.28E-03				
459	0.001280733				
460	1.27E-03				
461	1.27E-03				
462	1.27E-03				
463	1.24E-03				
464	1.22E-03				
465	1.20E-03				
466	1.19E-03				
467	1.17E-03				
468	1.16E-03				
469	1.14E-03				
470	1.13E-03				
471	1.13E-03				
472	1.11E-03				
473	1.10E-03				
474	1.09E-03				
475	1.07E-03				
476	1.05E-03				
477	1.04E-03				
478	1.02E-03				
479	1.02E-03				
480	1.00E-03				
481	1.00E-03				
482	1.01E-03				
483	1.02E-03				
484	1.03E-03				
485	1.05E-03				
486	1.07E-03				
487	1.08E-03				
488	1.10E-03				
489	1.11E-03				
490	1.12E-03				
491	1.13E-03				
492	1.14E-03				
493	1.15E-03				
494	1.16E-03				
495	1.18E-03				
496	1.19E-03				
497	1.22E-03				
498	1.23E-03				
499	1.26E-03				
500	1.28E-03				
501	1.29E-03				
502	1.29E-03				
503	1.31E-03				
504	1.32E-03				
505	1.32E-03				
506	1.32E-03				
507	1.33E-03				
508	1.34E-03				
509	1.34E-03				
510	1.33E-03				
511	1.33E-03				
512	1.32E-03				
513	1.31E-03				
514	1.33E-03				
515	1.35E-03				
516	1.35E-03				
517	1.38E-03				
518	1.40E-03				
519	1.42E-03				
520	1.45E-03				
521	1.48E-03				
522	1.49E-03				
523	1.51E-03				
524	1.54E-03				
525	1.54E-03				
526	1.57E-03				
527	1.59E-03				
528	1.60E-03				
529	1.64E-03				
530	1.66E-03				
531	1.68E-03				
532	1.71E-03				
533	1.74E-03				
534	1.76E-03				
535	1.79E-03				
536	1.81E-03				
537	1.81E-03				
