OLIS-3D-ASCII	SySl1109				
375	9.02E-03				
376	9.09E-03				
377	9.22E-03				
378	9.38E-03				
379	9.57E-03				
380	9.76E-03				
381	9.95E-03				
382	1.01E-02				
383	1.02E-02				
384	1.02E-02				
385	1.02E-02				
386	1.02E-02				
387	1.02E-02				
388	1.02E-02				
389	1.02E-02				
390	1.03E-02				
391	1.05E-02				
392	1.06E-02				
393	1.07E-02				
394	1.08E-02				
395	0.010931947				
396	0.011026056				
397	1.12E-02				
398	0.011305475				
399	1.14E-02				
400	1.16E-02				
401	1.18E-02				
402	1.21E-02				
403	1.23E-02				
404	1.25E-02				
405	1.27E-02				
406	0.012962758				
407	1.32E-02				
408	1.35E-02				
409	1.38E-02				
410	1.42E-02				
411	1.45E-02				
412	1.48E-02				
413	0.015098037				
414	1.54E-02				
415	1.57E-02				
416	0.015898979				
417	0.016107667				
418	1.63E-02				
419	1.65E-02				
420	1.66E-02				
421	1.68E-02				
422	1.69E-02				
423	1.70E-02				
424	1.71E-02				
425	1.73E-02				
426	1.74E-02				
427	1.76E-02				
428	1.77E-02				
429	1.78E-02				
430	1.80E-02				
431	1.82E-02				
432	1.84E-02				
433	1.86E-02				
434	1.87E-02				
435	1.88E-02				
436	1.89E-02				
437	1.90E-02				
438	1.90E-02				
439	1.89E-02				
440	1.88E-02				
441	1.86E-02				
442	1.84E-02				
443	1.81E-02				
444	1.78E-02				
445	0.017470381				
446	1.71E-02				
447	1.67E-02				
448	1.63E-02				
449	1.58E-02				
450	1.54E-02				
451	1.50E-02				
452	0.014695173				
453	1.44E-02				
454	0.014099184				
455	1.38E-02				
456	1.36E-02				
457	0.013424787				
458	1.33E-02				
459	1.31E-02				
460	1.30E-02				
461	1.29E-02				
462	0.012771021				
463	1.26E-02				
464	1.25E-02				
465	1.24E-02				
466	0.012184395				
467	1.20E-02				
468	1.18E-02				
469	1.16E-02				
470	1.14E-02				
471	0.011138968				
472	1.10E-02				
473	1.08E-02				
474	1.06E-02				
475	1.04E-02				
476	1.03E-02				
477	1.02E-02				
478	1.01E-02				
479	1.00E-02				
480	9.99E-03				
481	9.95E-03				
482	9.95E-03				
483	9.97E-03				
484	1.00E-02				
485	1.00E-02				
486	1.01E-02				
487	1.02E-02				
488	1.02E-02				
489	1.03E-02				
490	1.04E-02				
491	1.04E-02				
492	0.01049021				
493	1.05E-02				
494	1.05E-02				
495	1.05E-02				
496	1.04E-02				
497	1.04E-02				
498	1.03E-02				
499	1.01E-02				
500	1.00E-02				
501	9.84E-03				
502	9.64E-03				
503	9.45E-03				
504	9.24E-03				
505	9.02E-03				
506	8.76E-03				
507	8.52E-03				
508	8.28E-03				
509	8.02E-03				
510	7.76E-03				
511	7.50E-03				
512	7.25E-03				
513	7.01E-03				
514	6.79E-03				
515	6.60E-03				
516	6.39E-03				
517	6.19E-03				
518	6.00E-03				
519	5.81E-03				
520	5.62E-03				
521	5.42E-03				
522	5.25E-03				
523	5.09E-03				
524	4.93E-03				
525	4.81E-03				
526	4.68E-03				
527	4.58E-03				
528	4.47E-03				
529	4.39E-03				
530	4.32E-03				
531	4.23E-03				
532	4.14E-03				
533	4.03E-03				
534	3.95E-03				
535	3.88E-03				
536	3.80E-03				
537	3.73E-03				
538	3.66E-03				
539	3.61E-03				
540	3.55E-03				
541	3.51E-03				
542	3.47E-03				
543	3.43E-03				
544	3.38E-03				
545	3.35E-03				
546	3.33E-03				
547	3.31E-03				
548	3.29E-03				
549	3.26E-03				
550	3.25E-03				
551	3.25E-03				
552	3.25E-03				
553	3.26E-03				
554	3.26E-03				
555	3.27E-03				
556	3.28E-03				
557	3.30E-03				
558	3.30E-03				
559	3.33E-03				
560	3.37E-03				
561	3.39E-03				
562	3.43E-03				
563	3.47E-03				
564	3.52E-03				
565	3.56E-03				
566	3.58E-03				
567	3.61E-03				
568	3.62E-03				
569	3.62E-03				
570	3.59E-03				
571	3.56E-03				
572	3.51E-03				
573	3.44E-03				
574	3.32E-03				
575	3.22E-03				
576	3.10E-03				
577	2.97E-03				
578	2.85E-03				
579	0.002754296				
580	2.65E-03				
581	2.56E-03				
582	2.49E-03				
583	2.43E-03				
584	2.37E-03				
585	2.32E-03				
586	2.27E-03				
587	2.23E-03				
588	2.19E-03				
589	2.16E-03				
590	2.13E-03				
591	2.10E-03				
592	2.08E-03				
593	2.06E-03				
594	2.05E-03				
595	2.03E-03				
596	1.99E-03				
597	1.99E-03				
598	2.00E-03				
599	1.98E-03				
600	1.97E-03				
601	1.97E-03				
602	1.98E-03				
603	1.98E-03				
604	2.01E-03				
605	2.02E-03				
606	2.05E-03				
607	2.06E-03				
608	2.09E-03				
609	2.14E-03				
610	2.18E-03				
611	2.20E-03				
612	2.26E-03				
613	2.30E-03				
614	2.35E-03				
615	2.40E-03				
616	2.44E-03				
617	2.49E-03				
618	2.54E-03				
619	2.57E-03				
620	2.62E-03				
621	2.65E-03				
622	2.68E-03				
623	2.69E-03				
624	2.73E-03				
625	2.74E-03				
626	2.77E-03				
627	2.77E-03				
628	2.79E-03				
629	2.81E-03				
630	2.80E-03				
631	2.80E-03				
632	2.80E-03				
633	2.76E-03				
634	2.74E-03				
635	2.69E-03				
636	2.67E-03				
637	2.64E-03				
638	2.60E-03				
639	2.55E-03				
640	2.53E-03				
641	2.52E-03				
642	2.51E-03				
643	2.50E-03				
644	2.48E-03				
645	2.47E-03				
646	2.49E-03				
647	2.49E-03				
648	2.54E-03				
649	2.57E-03				
650	2.60E-03				
651	2.65E-03				
652	2.72E-03				
653	0.002826561				
654	2.96E-03				
655	3.10E-03				
656	3.26E-03				
657	3.46E-03				
658	3.69E-03				
659	3.98E-03				
660	4.29E-03				
661	4.63E-03				
662	4.99E-03				
663	5.40E-03				
664	5.83E-03				
665	6.28E-03				
666	6.80E-03				
667	7.29E-03				
668	7.77E-03				
669	8.25E-03				
670	8.70E-03				
671	9.20E-03				
672	9.62E-03				
673	1.00E-02				
674	1.04E-02				
675	1.08E-02				
676	1.11E-02				
677	1.14E-02				
678	1.16E-02				
679	1.18E-02				
680	1.19E-02				
681	1.18E-02				
682	1.16E-02				
