OLIS-3D-ASCII	SySl1175		
375	1.17E-03		
376	1.50E-03		
377	1.72E-03		
378	1.86E-03		
379	1.94E-03		
380	1.97E-03		
381	1.98E-03		
382	2.03E-03		
383	2.05E-03		
384	2.16E-03		
385	2.23E-03		
386	2.25E-03		
387	2.31E-03		
388	2.39E-03		
389	2.43E-03		
390	2.49E-03		
391	2.52E-03		
392	2.49E-03		
393	2.50E-03		
394	0.0025964		
395	2.61E-03		
396	2.67E-03		
397	2.70E-03		
398	2.78E-03		
399	2.85E-03		
400	2.95E-03		
401	3.03E-03		
402	3.10E-03		
403	3.16E-03		
404	3.27E-03		
405	3.39E-03		
406	3.52E-03		
407	3.60E-03		
408	3.70E-03		
409	3.78E-03		
410	3.90E-03		
411	3.99E-03		
412	4.09E-03		
413	4.16E-03		
414	4.28E-03		
415	4.37E-03		
416	4.49E-03		
417	4.54E-03		
418	4.59E-03		
419	4.62E-03		
420	4.67E-03		
421	4.70E-03		
422	4.73E-03		
423	4.73E-03		
424	4.74E-03		
425	4.78E-03		
426	4.83E-03		
427	4.89E-03		
428	4.95E-03		
429	4.97E-03		
430	5.05E-03		
431	5.12E-03		
432	5.21E-03		
433	5.30E-03		
434	5.36E-03		
435	5.39E-03		
436	5.43E-03		
437	5.46E-03		
438	5.46E-03		
439	5.44E-03		
440	5.38E-03		
441	5.31E-03		
442	5.25E-03		
443	5.13E-03		
444	5.00E-03		
445	4.86E-03		
446	4.66E-03		
447	4.48E-03		
448	4.28E-03		
449	4.09E-03		
450	3.88E-03		
451	3.70E-03		
452	3.54E-03		
453	3.40E-03		
454	3.29E-03		
455	3.17E-03		
456	3.08E-03		
457	3.00E-03		
458	2.91E-03		
459	2.87E-03		
460	2.81E-03		
461	2.79E-03		
462	2.76E-03		
463	2.73E-03		
464	2.70E-03		
465	2.67E-03		
466	2.64E-03		
467	2.58E-03		
468	2.54E-03		
469	2.50E-03		
470	2.44E-03		
471	2.41E-03		
472	2.38E-03		
473	2.34E-03		
474	2.30E-03		
475	2.27E-03		
476	2.24E-03		
477	2.20E-03		
478	2.16E-03		
479	2.12E-03		
480	2.09E-03		
481	2.07E-03		
482	2.06E-03		
483	2.05E-03		
484	2.05E-03		
485	2.05E-03		
486	2.06E-03		
487	2.09E-03		
488	2.13E-03		
489	2.16E-03		
490	2.18E-03		
491	2.21E-03		
492	2.22E-03		
493	2.23E-03		
494	2.24E-03		
495	2.25E-03		
496	2.25E-03		
497	2.25E-03		
498	2.24E-03		
499	2.24E-03		
500	2.23E-03		
501	2.22E-03		
502	2.19E-03		
503	2.16E-03		
504	2.11E-03		
505	2.08E-03		
506	2.04E-03		
507	2.00E-03		
508	1.95E-03		
509	1.89E-03		
510	1.83E-03		
511	1.77E-03		
512	1.71E-03		
513	1.65E-03		
514	1.60E-03		
515	1.52E-03		
516	1.45E-03		
517	1.39E-03		
518	1.33E-03		
519	0.001271596		
520	1.21E-03		
521	1.14E-03		
522	1.08E-03		
523	1.03E-03		
524	9.89E-04		
525	9.49E-04		
526	9.13E-04		
527	8.70E-04		
528	8.47E-04		
529	8.28E-04		
530	8.22E-04		
531	8.27E-04		
532	8.16E-04		
533	8.11E-04		
534	8.07E-04		
535	8.04E-04		
536	8.04E-04		
537	8.06E-04		
538	8.06E-04		
539	8.21E-04		
540	8.42E-04		
541	8.75E-04		
542	8.99E-04		
543	9.15E-04		
544	9.20E-04		
545	9.41E-04		
546	9.55E-04		
547	9.79E-04		
548	1.00E-03		
549	0.001027739		
550	1.05E-03		
551	1.09E-03		
552	1.13E-03		
553	1.18E-03		
554	1.21E-03		
555	1.24E-03		
556	1.27E-03		
557	1.31E-03		
558	1.36E-03		
559	1.41E-03		
560	1.44E-03		
561	1.48E-03		
562	1.53E-03		
563	1.59E-03		
564	1.65E-03		
565	1.70E-03		
