OLIS-3D-ASCII	SySl1312			
375	8.67E-03			
376	8.84E-03			
377	9.06E-03			
378	9.30E-03			
379	9.55E-03			
380	9.80E-03			
381	1.00E-02			
382	0.010229221			
383	1.03E-02			
384	1.04E-02			
385	1.04E-02			
386	1.05E-02			
387	1.05E-02			
388	1.05E-02			
389	1.06E-02			
390	0.010602053			
391	1.07E-02			
392	1.07E-02			
393	1.08E-02			
394	1.09E-02			
395	1.09E-02			
396	1.11E-02			
397	1.12E-02			
398	1.14E-02			
399	1.15E-02			
400	0.011658122			
401	1.19E-02			
402	1.20E-02			
403	1.22E-02			
404	1.24E-02			
405	1.26E-02			
406	1.28E-02			
407	1.31E-02			
408	0.013294673			
409	1.35E-02			
410	1.38E-02			
411	1.40E-02			
412	1.43E-02			
413	1.45E-02			
414	1.47E-02			
415	1.49E-02			
416	1.51E-02			
417	1.53E-02			
418	1.55E-02			
419	0.015626008			
420	1.57E-02			
421	1.58E-02			
422	1.59E-02			
423	1.60E-02			
424	1.60E-02			
425	1.61E-02			
426	1.62E-02			
427	1.64E-02			
428	1.65E-02			
429	1.66E-02			
430	1.68E-02			
431	1.69E-02			
432	1.70E-02			
433	1.71E-02			
434	1.73E-02			
435	1.73E-02			
436	1.73E-02			
437	1.73E-02			
438	1.73E-02			
439	1.72E-02			
440	1.70E-02			
441	1.68E-02			
442	1.66E-02			
443	1.63E-02			
444	1.60E-02			
445	1.56E-02			
446	1.52E-02			
447	1.48E-02			
448	1.43E-02			
449	1.39E-02			
450	1.36E-02			
451	1.32E-02			
452	1.29E-02			
453	1.26E-02			
454	0.012393618			
455	1.22E-02			
456	1.20E-02			
457	1.18E-02			
458	1.17E-02			
459	1.16E-02			
460	1.14E-02			
461	1.13E-02			
462	0.011177143			
463	1.11E-02			
464	1.09E-02			
465	1.08E-02			
466	1.06E-02			
467	0.010436011			
468	1.03E-02			
469	1.01E-02			
470	9.92E-03			
471	9.74E-03			
472	9.58E-03			
473	9.41E-03			
474	9.26E-03			
475	9.11E-03			
476	8.98E-03			
477	8.86E-03			
478	8.79E-03			
479	8.70E-03			
480	8.65E-03			
481	8.62E-03			
482	8.62E-03			
483	8.62E-03			
484	8.65E-03			
485	8.68E-03			
486	8.75E-03			
487	8.83E-03			
488	8.90E-03			
489	9.00E-03			
490	9.10E-03			
491	9.17E-03			
492	9.23E-03			
493	9.29E-03			
494	9.33E-03			
495	9.35E-03			
496	9.35E-03			
497	9.35E-03			
498	9.36E-03			
499	9.34E-03			
500	0.009304425			
501	9.28E-03			
502	9.22E-03			
503	9.15E-03			
504	9.04E-03			
505	8.95E-03			
506	8.83E-03			
507	8.70E-03			
508	8.55E-03			
509	8.39E-03			
510	8.26E-03			
511	8.12E-03			
512	7.99E-03			
513	7.86E-03			
514	7.76E-03			
515	7.68E-03			
516	7.60E-03			
517	7.53E-03			
518	7.45E-03			
519	7.38E-03			
520	7.31E-03			
521	0.007265058			
522	7.22E-03			
523	7.17E-03			
524	7.14E-03			
525	7.09E-03			
526	7.08E-03			
527	7.08E-03			
528	7.09E-03			
529	7.10E-03			
530	7.11E-03			
531	7.16E-03			
532	7.21E-03			
533	7.28E-03			
534	7.34E-03			
535	7.42E-03			
536	7.49E-03			
537	7.55E-03			
538	7.64E-03			
539	7.71E-03			
540	7.77E-03			
541	7.86E-03			
542	7.93E-03			
543	8.02E-03			
544	8.11E-03			
545	8.20E-03			
546	8.30E-03			
547	8.42E-03			
548	8.52E-03			
549	8.62E-03			
550	8.71E-03			
551	8.79E-03			
552	8.88E-03			
553	8.97E-03			
554	9.06E-03			
555	9.14E-03			
556	9.25E-03			
557	9.34E-03			
558	9.46E-03			
559	9.57E-03			
560	9.70E-03			
561	9.83E-03			
562	9.97E-03			
563	1.01E-02			
564	1.02E-02			
565	1.03E-02			
566	1.05E-02			
567	1.05E-02			
568	1.06E-02			
569	1.05E-02			
570	1.04E-02			
571	1.03E-02			
572	0.010034861			
573	9.73E-03			
574	9.36E-03			
575	8.92E-03			
576	8.44E-03			
577	7.93E-03			
578	7.42E-03			
579	6.91E-03			
580	6.42E-03			
581	5.97E-03			
582	5.58E-03			
583	5.22E-03			
584	4.91E-03			
585	4.64E-03			
586	4.41E-03			
587	4.21E-03			
588	4.04E-03			
589	3.90E-03			
590	3.77E-03			
591	3.69E-03			
592	3.61E-03			
593	3.55E-03			
594	3.50E-03			
595	3.47E-03			
596	3.43E-03			
597	3.38E-03			
598	3.35E-03			
599	3.32E-03			
600	3.29E-03			
601	3.29E-03			
602	3.29E-03			
603	3.28E-03			
604	3.28E-03			
605	3.30E-03			
606	3.33E-03			
607	3.37E-03			
608	3.38E-03			
609	3.40E-03			
610	3.44E-03			
611	3.46E-03			
612	3.50E-03			
613	3.54E-03			
614	3.55E-03			
615	3.57E-03			
616	3.60E-03			
617	3.62E-03			
618	0.003662276			
619	3.69E-03			
620	3.70E-03			
621	3.74E-03			
622	3.74E-03			
623	3.76E-03			
624	3.77E-03			
625	3.79E-03			
626	3.80E-03			
627	3.83E-03			
628	3.83E-03			
629	3.83E-03			
630	3.86E-03			
631	3.85E-03			
632	3.83E-03			
633	3.81E-03			
634	3.75E-03			
635	3.73E-03			
636	3.70E-03			
637	3.66E-03			
638	3.67E-03			
639	3.64E-03			
640	3.60E-03			
641	3.58E-03			
642	3.58E-03			
643	3.57E-03			
644	3.56E-03			
645	3.54E-03			
646	3.55E-03			
647	3.58E-03			
648	3.60E-03			
649	3.63E-03			
650	3.68E-03			
651	3.70E-03			
652	3.75E-03			
653	3.83E-03			
654	3.92E-03			
655	4.02E-03			
656	4.14E-03			
657	4.30E-03			
658	4.50E-03			
659	4.70E-03			
660	4.92E-03			
661	5.16E-03			
662	5.45E-03			
663	5.76E-03			
664	6.09E-03			
665	6.41E-03			
666	6.75E-03			
667	7.09E-03			
668	7.46E-03			
669	7.81E-03			
670	8.12E-03			
671	8.43E-03			
672	8.72E-03			
673	9.03E-03			
674	9.31E-03			
675	9.55E-03			
676	9.78E-03			
677	1.00E-02			
678	0.010218974			
679	1.04E-02			
680	1.05E-02			
681	1.05E-02			
682	1.04E-02			
683	1.02E-02			
684	9.88E-03			
685	9.49E-03			
686	8.96E-03			
687	8.31E-03			
688	7.68E-03			
689	7.09E-03			
690	6.46E-03			
691	5.82E-03			
692	5.22E-03			
693	4.68E-03			
694	4.18E-03			
695	3.74E-03			
696	3.37E-03			
697	3.10E-03			
698	2.80E-03			
699	2.51E-03			
700	2.24E-03			
701	2.09E-03			
702	1.82E-03			
703	1.57E-03			
704	1.42E-03			
705	1.28E-03			
706	1.16E-03			
707	1.07E-03			
708	9.93E-04			
709	9.42E-04			
710	9.10E-04			
