OLIS-3D-ASCII	SySl1018			
375	1.54E-04			
376	1.03E-04			
377	5.02E-05			
378	1.09E-06			
379	-4.08E-05			
380	-7.12E-05			
381	-8.61E-05			
382	-5.23E-05			
383	2.19E-05			
384	3.99E-05			
385	7.03E-05			
386	1.66E-04			
387	3.09E-04			
388	2.81E-04			
389	2.76E-04			
390	2.81E-04			
391	2.15E-04			
392	2.27E-04			
393	1.92E-04			
394	1.80E-04			
395	2.21E-04			
396	1.87E-04			
397	1.83E-04			
398	2.16E-04			
399	2.83E-04			
400	3.06E-04			
401	3.72E-04			
402	4.26E-04			
403	4.44E-04			
404	4.93E-04			
405	5.18E-04			
406	5.27E-04			
407	5.64E-04			
408	5.44E-04			
409	5.60E-04			
410	5.83E-04			
411	6.23E-04			
412	6.59E-04			
413	6.87E-04			
414	7.04E-04			
415	7.38E-04			
416	7.69E-04			
417	8.04E-04			
418	8.11E-04			
419	8.21E-04			
420	8.16E-04			
421	8.34E-04			
422	8.32E-04			
423	8.52E-04			
424	8.66E-04			
425	8.77E-04			
426	8.95E-04			
427	9.46E-04			
428	9.63E-04			
429	1.00E-03			
430	1.01E-03			
431	1.02E-03			
432	1.04E-03			
433	1.06E-03			
434	1.04E-03			
435	1.07E-03			
436	1.08E-03			
437	1.10E-03			
438	1.10E-03			
439	1.13E-03			
440	1.13E-03			
441	1.14E-03			
442	1.11E-03			
443	1.10E-03			
444	1.07E-03			
445	1.03E-03			
446	9.70E-04			
447	9.22E-04			
448	8.77E-04			
449	8.40E-04			
450	7.83E-04			
451	7.35E-04			
452	6.90E-04			
453	6.59E-04			
454	6.37E-04			
455	6.27E-04			
456	6.13E-04			
457	5.86E-04			
458	5.70E-04			
459	5.62E-04			
460	5.70E-04			
461	5.52E-04			
462	5.22E-04			
463	5.20E-04			
464	5.21E-04			
465	5.19E-04			
466	5.18E-04			
467	5.12E-04			
468	5.09E-04			
469	4.84E-04			
470	4.75E-04			
471	4.63E-04			
472	4.53E-04			
473	4.34E-04			
474	4.27E-04			
475	4.19E-04			
476	4.23E-04			
477	4.27E-04			
478	4.40E-04			
479	4.58E-04			
480	4.65E-04			
481	4.74E-04			
482	4.84E-04			
483	4.92E-04			
484	4.98E-04			
485	5.12E-04			
486	5.13E-04			
487	4.97E-04			
488	4.96E-04			
489	4.80E-04			
490	4.81E-04			
491	4.84E-04			
492	4.83E-04			
493	4.90E-04			
494	4.82E-04			
495	5.00E-04			
496	5.13E-04			
497	5.30E-04			
498	5.33E-04			
499	5.24E-04			
500	5.24E-04			
501	5.18E-04			
502	5.16E-04			
503	5.08E-04			
504	4.96E-04			
505	4.84E-04			
506	4.74E-04			
507	4.75E-04			
508	4.72E-04			
509	4.60E-04			
510	4.55E-04			
511	4.39E-04			
512	4.56E-04			
513	4.50E-04			
514	4.38E-04			
515	4.33E-04			
516	4.26E-04			
517	4.21E-04			
518	4.22E-04			
519	4.22E-04			
520	4.24E-04			
521	4.11E-04			
522	4.09E-04			
523	3.99E-04			
524	4.17E-04			
525	4.02E-04			
526	3.78E-04			
527	3.57E-04			
528	3.49E-04			
529	3.27E-04			
530	3.13E-04			
531	3.10E-04			
532	3.15E-04			
533	3.13E-04			
534	3.24E-04			
535	3.35E-04			
536	3.51E-04			
537	3.47E-04			
538	3.38E-04			
539	3.31E-04			
540	3.19E-04			
541	2.92E-04			
542	2.81E-04			
543	2.92E-04			
544	2.81E-04			
545	2.65E-04			
546	2.69E-04			
547	2.76E-04			
548	2.85E-04			
549	2.89E-04			
550	2.93E-04			
551	2.98E-04			
552	2.95E-04			
553	3.11E-04			
554	3.19E-04			
555	3.26E-04			
556	3.20E-04			
557	3.15E-04			
558	3.27E-04			
559	3.39E-04			
560	3.48E-04			
561	3.63E-04			
562	3.76E-04			
563	3.89E-04			
564	4.02E-04			
565	4.21E-04			
566	4.32E-04			
567	4.62E-04			
568	4.81E-04			
569	4.99E-04			
570	5.23E-04			
571	5.45E-04			
572	5.77E-04			
573	6.02E-04			
574	6.19E-04			
575	6.28E-04			
576	6.33E-04			
577	6.31E-04			
578	6.51E-04			
579	6.61E-04			
580	6.77E-04			
581	6.88E-04			
582	7.18E-04			
583	7.34E-04			
584	7.57E-04			
585	7.60E-04			
586	7.81E-04			
587	7.92E-04			
588	7.90E-04			
589	7.89E-04			
590	7.98E-04			
591	7.98E-04			
592	8.12E-04			
593	8.22E-04			
594	8.29E-04			
595	8.30E-04			
596	8.46E-04			
597	8.57E-04			
598	8.90E-04			
599	9.10E-04			
600	9.31E-04			
601	9.47E-04			
602	9.62E-04			
603	9.80E-04			
604	1.00E-03			
605	1.02E-03			
606	1.02E-03			
607	1.05E-03			
608	1.08E-03			
609	1.11E-03			
610	1.14E-03			
611	1.17E-03			
612	1.20E-03			
613	1.24E-03			
614	0.001272444			
615	1.30E-03			
616	1.33E-03			
617	1.35E-03			
618	1.37E-03			
619	1.40E-03			
620	1.42E-03			
621	1.44E-03			
622	1.45E-03			
623	1.47E-03			
624	1.50E-03			
625	1.54E-03			
626	1.56E-03			
627	1.56E-03			
628	1.57E-03			
629	1.56E-03			
630	1.55E-03			
631	1.53E-03			
632	1.50E-03			
633	1.48E-03			
634	1.47E-03			
635	1.45E-03			
636	1.45E-03			
637	1.44E-03			
638	1.42E-03			
639	1.38E-03			
640	1.35E-03			
641	1.31E-03			
642	1.26E-03			
643	1.21E-03			
644	1.18E-03			
645	1.14E-03			
646	1.13E-03			
647	1.11E-03			
648	1.08E-03			
649	1.07E-03			
650	1.07E-03			
651	1.06E-03			
652	1.05E-03			
653	1.03E-03			
654	1.01E-03			
655	1.00E-03			
656	9.97E-04			
657	9.79E-04			
658	9.62E-04			
659	9.61E-04			
660	9.56E-04			
661	9.88E-04			
662	1.03E-03			
663	1.07E-03			
664	1.12E-03			
665	1.16E-03			
666	1.22E-03			
667	1.26E-03			
668	1.29E-03			
669	1.33E-03			
670	1.37E-03			
671	1.42E-03			
672	1.44E-03			
673	1.47E-03			
674	1.51E-03			
675	1.55E-03			
676	1.62E-03			
677	1.63E-03			
678	1.71E-03			
679	1.72E-03			
680	1.73E-03			
681	1.74E-03			
682	1.74E-03			
683	1.74E-03			
684	0.001665661			
685	1.60E-03			
686	1.54E-03			
687	1.45E-03			
688	1.35E-03			
689	1.22E-03			
690	1.18E-03			
691	1.08E-03			
692	9.89E-04			
693	8.87E-04			
694	8.22E-04			
695	7.30E-04			
696	6.29E-04			
697	5.47E-04			
698	5.06E-04			
699	4.79E-04			
700	4.69E-04			
701	4.42E-04			
702	3.46E-04			
703	3.41E-04			
704	3.11E-04			
705	2.64E-04			
706	2.38E-04			
707	2.44E-04			
708	2.92E-04			
709	3.93E-04			
710	5.59E-04			
