OLIS-3D-ASCII	SySl1220					
375	-4.75E-03					
376	-4.33E-03					
377	-3.98E-03					
378	-3.69E-03					
379	-3.45E-03					
380	-3.26E-03					
381	-3.12E-03					
382	-3.01E-03					
383	-2.94E-03					
384	-2.90E-03					
385	-2.92E-03					
386	-2.88E-03					
387	-2.78E-03					
388	-2.68E-03					
389	-2.60E-03					
390	-2.56E-03					
391	-2.46E-03					
392	-2.38E-03					
393	-2.25E-03					
394	-2.16E-03					
395	-2.13E-03					
396	-2.14E-03					
397	-2.10E-03					
398	-1.99E-03					
399	-1.92E-03					
400	-1.86E-03					
401	-1.79E-03					
402	-1.77E-03					
403	-1.71E-03					
404	-1.66E-03					
405	-1.60E-03					
406	-1.54E-03					
407	-1.52E-03					
408	-1.49E-03					
409	-1.42E-03					
410	-1.35E-03					
411	-1.31E-03					
412	-1.26E-03					
413	-0.001236476					
414	-1.25E-03					
415	-1.19E-03					
416	-1.16E-03					
417	-1.15E-03					
418	-1.15E-03					
419	-1.13E-03					
420	-1.09E-03					
421	-1.06E-03					
422	-9.85E-04					
423	-9.36E-04					
424	-8.76E-04					
425	-8.60E-04					
426	-8.16E-04					
427	-7.65E-04					
428	-7.37E-04					
429	-7.32E-04					
430	-7.40E-04					
431	-6.89E-04					
432	-6.60E-04					
433	-6.43E-04					
434	-6.27E-04					
435	-6.18E-04					
436	-6.11E-04					
437	-6.10E-04					
438	-5.92E-04					
439	-5.82E-04					
440	-5.66E-04					
441	-5.51E-04					
442	-5.24E-04					
443	-4.91E-04					
444	-4.90E-04					
445	-4.83E-04					
446	-4.82E-04					
447	-4.85E-04					
448	-4.89E-04					
449	-4.76E-04					
450	-4.77E-04					
451	-4.72E-04					
452	-4.52E-04					
453	-4.33E-04					
454	-4.29E-04					
455	-4.29E-04					
456	-4.26E-04					
457	-4.36E-04					
458	-4.45E-04					
459	-4.65E-04					
460	-4.50E-04					
461	-4.48E-04					
462	-4.34E-04					
463	-4.17E-04					
464	-3.88E-04					
465	-3.67E-04					
466	-3.60E-04					
467	-3.25E-04					
468	-3.17E-04					
469	-3.19E-04					
470	-3.25E-04					
471	-3.21E-04					
472	-3.00E-04					
473	-2.95E-04					
474	-2.74E-04					
475	-2.66E-04					
476	-2.58E-04					
477	-2.56E-04					
478	-2.48E-04					
479	-2.29E-04					
480	-2.34E-04					
481	-2.19E-04					
482	-2.08E-04					
483	-1.96E-04					
484	-1.85E-04					
485	-1.76E-04					
486	-1.61E-04					
487	-1.47E-04					
488	-1.60E-04					
489	-1.57E-04					
490	-1.61E-04					
491	-1.61E-04					
492	-1.62E-04					
493	-1.44E-04					
494	-1.23E-04					
495	-1.10E-04					
496	-1.02E-04					
497	-9.55E-05					
498	-8.49E-05					
499	-8.21E-05					
500	-9.68E-05					
501	-9.16E-05					
502	-1.03E-04					
503	-9.98E-05					
504	-9.64E-05					
505	-8.29E-05					
506	-7.40E-05					
507	-7.16E-05					
508	-6.63E-05					
509	-5.19E-05					
510	-4.77E-05					
511	-5.03E-05					
512	-5.54E-05					
513	-4.84E-05					
514	-2.89E-05					
515	-1.33E-05					
516	-6.23E-06					
517	1.48E-05					
