OLIS-3D-ASCII	SySl1197				
375	3.79E-05				
376	-1.76E-04				
377	-2.56E-04				
378	-2.29E-04				
379	-1.22E-04				
380	3.82E-05				
381	2.25E-04				
382	3.65E-04				
383	4.98E-04				
384	5.46E-04				
385	6.51E-04				
386	6.56E-04				
387	6.89E-04				
388	7.86E-04				
389	8.05E-04				
390	9.42E-04				
391	1.01E-03				
392	1.06E-03				
393	1.15E-03				
394	1.20E-03				
395	1.28E-03				
396	1.31E-03				
397	1.34E-03				
398	0.001396843				
399	1.48E-03				
400	1.63E-03				
401	1.74E-03				
402	1.86E-03				
403	1.94E-03				
404	2.07E-03				
405	2.20E-03				
406	2.30E-03				
407	2.37E-03				
408	2.43E-03				
409	2.51E-03				
410	2.65E-03				
411	2.79E-03				
412	2.90E-03				
413	3.00E-03				
414	3.08E-03				
415	3.16E-03				
416	3.25E-03				
417	3.32E-03				
418	3.36E-03				
419	3.40E-03				
420	3.46E-03				
421	3.52E-03				
422	3.56E-03				
423	3.58E-03				
424	3.60E-03				
425	3.64E-03				
426	3.66E-03				
427	3.72E-03				
428	3.78E-03				
429	3.86E-03				
430	3.92E-03				
431	4.03E-03				
432	4.15E-03				
433	4.22E-03				
434	4.28E-03				
435	4.33E-03				
436	4.39E-03				
437	4.43E-03				
438	4.43E-03				
439	4.39E-03				
440	4.34E-03				
441	4.30E-03				
442	4.23E-03				
443	4.15E-03				
444	4.03E-03				
445	3.89E-03				
446	3.76E-03				
447	3.64E-03				
448	3.51E-03				
449	3.37E-03				
450	3.24E-03				
451	3.10E-03				
452	3.00E-03				
453	2.92E-03				
454	2.82E-03				
455	2.75E-03				
456	2.69E-03				
457	2.63E-03				
458	2.60E-03				
459	2.56E-03				
460	2.53E-03				
461	2.50E-03				
462	2.48E-03				
463	2.47E-03				
464	2.46E-03				
465	2.43E-03				
466	2.40E-03				
467	2.37E-03				
468	2.34E-03				
469	2.30E-03				
470	2.26E-03				
471	2.23E-03				
472	2.19E-03				
473	2.17E-03				
474	2.16E-03				
475	2.16E-03				
476	2.15E-03				
477	2.13E-03				
478	2.13E-03				
479	2.12E-03				
480	2.12E-03				
481	2.12E-03				
482	2.14E-03				
483	2.16E-03				
484	2.18E-03				
485	2.21E-03				
486	2.24E-03				
487	2.27E-03				
488	2.30E-03				
489	2.35E-03				
490	2.40E-03				
491	2.45E-03				
492	2.49E-03				
493	2.54E-03				
494	2.60E-03				
495	2.66E-03				
496	2.71E-03				
497	2.74E-03				
498	2.79E-03				
499	2.81E-03				
500	2.85E-03				
501	2.88E-03				
502	2.92E-03				
503	2.94E-03				
504	2.97E-03				
505	2.99E-03				
506	3.00E-03				
507	3.01E-03				
508	3.03E-03				
509	3.05E-03				
510	3.07E-03				
511	3.08E-03				
512	3.09E-03				
513	3.11E-03				
514	3.15E-03				
515	3.20E-03				
516	3.24E-03				
517	3.29E-03				
518	3.32E-03				
519	3.37E-03				
520	3.45E-03				
521	3.51E-03				
522	3.57E-03				
523	3.62E-03				
524	3.65E-03				
525	3.70E-03				
526	3.76E-03				
527	3.82E-03				
528	3.88E-03				
529	3.94E-03				
530	3.99E-03				
531	4.08E-03				
532	4.17E-03				
533	4.24E-03				
534	4.31E-03				
535	4.37E-03				
536	4.44E-03				
537	4.52E-03				
538	4.59E-03				
539	4.64E-03				
540	4.72E-03				
541	4.78E-03				
542	4.85E-03				
543	4.91E-03				
544	4.99E-03				
545	5.06E-03				
546	5.15E-03				
547	5.23E-03				
548	5.31E-03				
549	5.39E-03				
550	5.44E-03				
551	5.49E-03				
552	5.56E-03				
553	5.61E-03				
554	5.67E-03				
555	5.73E-03				
556	5.80E-03				
557	5.89E-03				
558	6.00E-03				
559	6.08E-03				
560	6.16E-03				
561	6.23E-03				
562	6.30E-03				
563	6.38E-03				
564	6.46E-03				
565	6.53E-03				
566	6.60E-03				
567	6.63E-03				
568	6.65E-03				
569	6.64E-03				
570	6.57E-03				
571	6.45E-03				
572	6.26E-03				
573	6.02E-03				
574	5.73E-03				
575	5.40E-03				
576	5.04E-03				
577	4.66E-03				
578	4.28E-03				
579	3.92E-03				
580	3.58E-03				
581	3.28E-03				
582	3.00E-03				
583	2.74E-03				
584	2.53E-03				
585	2.33E-03				
586	2.17E-03				
587	2.01E-03				
588	1.88E-03				
589	1.77E-03				
590	1.69E-03				
591	1.62E-03				
592	1.56E-03				
593	1.51E-03				
594	1.48E-03				
595	1.44E-03				
596	1.42E-03				
597	1.39E-03				
598	1.38E-03				
599	1.37E-03				
600	1.36E-03				
601	1.35E-03				
602	1.35E-03				
603	1.34E-03				
604	1.33E-03				
605	1.33E-03				
606	1.34E-03				
607	1.35E-03				
608	1.38E-03				
609	1.41E-03				
610	1.43E-03				
611	1.46E-03				
612	1.47E-03				
613	1.48E-03				
614	1.50E-03				
615	1.50E-03				
616	1.50E-03				
617	1.49E-03				
618	1.49E-03				
619	1.49E-03				
620	1.52E-03				
621	1.53E-03				
622	1.54E-03				
623	1.54E-03				
624	1.54E-03				
625	1.55E-03				
626	1.56E-03				
627	1.57E-03				
628	1.56E-03				
629	1.56E-03				
630	1.56E-03				
631	1.56E-03				
