OLIS-3D-ASCII	SySl1113
375	6.62E-03
376	6.63E-03
377	6.70E-03
378	6.80E-03
379	6.93E-03
380	7.06E-03
381	7.20E-03
382	7.29E-03
383	7.35E-03
384	7.37E-03
385	7.35E-03
386	7.26E-03
387	7.27E-03
388	7.25E-03
389	7.21E-03
390	7.20E-03
391	7.24E-03
392	7.28E-03
393	7.36E-03
394	7.40E-03
395	7.43E-03
396	7.50E-03
397	7.60E-03
398	7.68E-03
399	7.78E-03
400	7.86E-03
401	7.93E-03
402	8.03E-03
403	8.14E-03
404	8.23E-03
405	8.32E-03
406	8.42E-03
407	8.51E-03
408	8.67E-03
409	8.82E-03
410	9.00E-03
411	9.13E-03
412	9.27E-03
413	9.40E-03
414	9.52E-03
415	9.61E-03
416	9.70E-03
417	0.009759276
418	9.81E-03
419	9.84E-03
420	9.93E-03
421	9.98E-03
422	1.00E-02
423	1.01E-02
424	1.01E-02
425	1.02E-02
426	1.02E-02
427	1.03E-02
428	1.04E-02
429	1.04E-02
430	1.05E-02
431	1.06E-02
432	0.010686809
433	1.07E-02
434	1.08E-02
435	1.08E-02
436	1.08E-02
437	1.08E-02
438	1.07E-02
439	1.07E-02
440	1.06E-02
441	1.05E-02
442	0.010392958
443	1.02E-02
444	1.00E-02
445	9.83E-03
446	9.61E-03
447	9.38E-03
448	9.11E-03
449	8.88E-03
450	8.64E-03
451	8.44E-03
452	8.25E-03
453	8.09E-03
454	7.97E-03
455	7.85E-03
456	7.75E-03
457	7.68E-03
458	7.60E-03
459	7.52E-03
460	7.43E-03
461	7.36E-03
462	7.26E-03
463	7.17E-03
464	7.10E-03
465	7.03E-03
466	6.95E-03
467	6.84E-03
468	6.74E-03
469	6.64E-03
470	6.52E-03
471	6.39E-03
472	6.27E-03
473	6.15E-03
474	6.04E-03
475	5.92E-03
476	5.83E-03
477	5.75E-03
478	5.68E-03
479	5.62E-03
480	5.58E-03
481	5.54E-03
482	5.52E-03
483	5.50E-03
484	5.49E-03
485	5.50E-03
486	5.51E-03
487	5.54E-03
488	5.57E-03
489	5.60E-03
490	5.62E-03
491	5.65E-03
492	5.66E-03
493	5.68E-03
494	5.67E-03
495	5.65E-03
496	5.61E-03
497	5.58E-03
498	5.54E-03
499	5.49E-03
500	5.40E-03
501	5.30E-03
502	5.19E-03
503	5.08E-03
504	4.95E-03
505	4.82E-03
506	4.66E-03
507	4.52E-03
508	4.37E-03
509	4.22E-03
510	4.06E-03
511	3.92E-03
512	3.76E-03
513	3.60E-03
514	3.47E-03
515	3.33E-03
516	3.17E-03
517	3.03E-03
518	2.89E-03
519	2.76E-03
520	2.61E-03
521	2.48E-03
522	2.35E-03
523	2.24E-03
524	2.12E-03
525	2.03E-03
526	1.96E-03
527	1.88E-03
528	1.80E-03
529	1.74E-03
530	1.68E-03
531	1.61E-03
532	1.55E-03
533	1.49E-03
534	1.42E-03
535	1.36E-03
536	1.31E-03
537	1.27E-03
538	1.24E-03
539	1.21E-03
540	1.17E-03
541	1.14E-03
542	1.13E-03
543	1.10E-03
544	1.09E-03
545	1.06E-03
546	1.04E-03
547	1.03E-03
548	1.01E-03
549	1.00E-03
550	9.90E-04
551	9.94E-04
552	9.95E-04
553	9.98E-04
554	1.00E-03
555	9.97E-04
556	1.01E-03
557	1.02E-03
558	1.03E-03
559	1.04E-03
560	1.03E-03
561	1.04E-03
562	1.05E-03
563	1.07E-03
564	1.10E-03
565	1.10E-03
566	1.11E-03
567	1.12E-03
568	1.15E-03
569	1.19E-03
570	1.23E-03
571	1.25E-03
572	1.28E-03
573	1.32E-03
574	1.34E-03
575	1.37E-03
576	1.41E-03
577	1.43E-03
578	1.46E-03
579	1.48E-03
580	1.51E-03
581	1.55E-03
582	1.58E-03
583	1.61E-03
584	1.65E-03
585	1.67E-03
586	1.69E-03
587	1.71E-03
588	1.73E-03
589	1.76E-03
590	1.79E-03
591	1.80E-03
592	1.83E-03
593	1.84E-03
594	1.86E-03
595	1.89E-03
596	1.92E-03
597	1.94E-03
598	1.96E-03
599	1.98E-03
600	2.00E-03
601	2.04E-03
602	2.08E-03
603	2.12E-03
604	2.17E-03
605	2.21E-03
606	2.27E-03
607	2.33E-03
608	2.39E-03
609	2.45E-03
610	2.50E-03
611	0.002549405
612	2.60E-03
613	2.67E-03
614	2.72E-03
615	2.78E-03
616	2.83E-03
617	2.88E-03
618	2.93E-03
619	2.97E-03
620	3.03E-03
621	3.07E-03
622	3.10E-03
623	3.12E-03
624	3.13E-03
625	3.14E-03
626	3.15E-03
627	3.17E-03
628	3.18E-03
629	3.17E-03
630	3.16E-03
631	3.17E-03
632	3.18E-03
633	3.17E-03
634	3.18E-03
635	3.16E-03
636	3.15E-03
637	3.13E-03
638	3.10E-03
639	3.09E-03
640	3.04E-03
641	3.01E-03
642	2.98E-03
643	2.93E-03
644	2.87E-03
645	2.81E-03
646	2.76E-03
647	2.71E-03
648	2.65E-03
649	2.59E-03
650	2.56E-03
651	2.56E-03
652	2.54E-03
653	2.56E-03
654	2.59E-03
655	2.64E-03
656	2.70E-03
657	2.78E-03
658	2.87E-03
659	2.99E-03
660	3.10E-03
661	3.25E-03
662	3.44E-03
663	3.64E-03
664	3.83E-03
665	4.02E-03
666	4.24E-03
