OLIS-3D-ASCII	SySl1221				
375	4.23E-04				
376	5.46E-04				
377	6.00E-04				
378	5.98E-04				
379	5.52E-04				
380	4.75E-04				
381	3.81E-04				
382	3.14E-04				
383	1.95E-04				
384	1.27E-04				
385	1.31E-04				
386	1.64E-04				
387	2.25E-04				
388	2.96E-04				
389	3.54E-04				
390	3.54E-04				
391	3.99E-04				
392	4.19E-04				
393	4.39E-04				
394	4.34E-04				
395	3.85E-04				
396	3.94E-04				
397	3.66E-04				
398	3.45E-04				
399	3.24E-04				
400	3.18E-04				
401	2.74E-04				
402	2.44E-04				
403	2.87E-04				
404	2.92E-04				
405	3.20E-04				
406	3.25E-04				
407	2.98E-04				
408	2.89E-04				
409	2.59E-04				
410	2.46E-04				
411	2.27E-04				
412	2.15E-04				
413	1.87E-04				
414	1.95E-04				
415	2.27E-04				
416	2.03E-04				
417	2.18E-04				
418	2.25E-04				
419	2.12E-04				
420	2.42E-04				
421	2.56E-04				
422	2.64E-04				
423	2.86E-04				
424	3.13E-04				
425	3.26E-04				
426	3.43E-04				
427	3.43E-04				
428	3.18E-04				
429	2.84E-04				
430	2.42E-04				
431	2.01E-04				
432	2.04E-04				
433	1.98E-04				
434	2.02E-04				
435	2.04E-04				
436	2.03E-04				
437	2.07E-04				
438	2.13E-04				
439	2.08E-04				
440	2.06E-04				
441	2.07E-04				
442	2.10E-04				
443	0.000212532				
444	2.35E-04				
445	2.42E-04				
446	2.35E-04				
447	2.10E-04				
448	1.96E-04				
449	1.99E-04				
450	1.81E-04				
451	1.66E-04				
452	1.67E-04				
453	1.75E-04				
454	1.74E-04				
455	1.78E-04				
456	1.90E-04				
457	1.90E-04				
458	1.80E-04				
459	1.86E-04				
460	1.77E-04				
461	1.82E-04				
462	1.54E-04				
463	1.38E-04				
464	1.28E-04				
465	1.23E-04				
466	1.22E-04				
467	1.11E-04				
468	1.13E-04				
469	1.17E-04				
470	1.25E-04				
471	1.27E-04				
472	1.22E-04				
473	1.25E-04				
474	1.08E-04				
475	8.77E-05				
476	8.39E-05				
477	8.61E-05				
478	9.11E-05				
479	8.16E-05				
480	8.90E-05				
481	9.47E-05				
482	9.49E-05				
483	8.69E-05				
484	9.08E-05				
485	9.41E-05				
486	8.57E-05				
487	7.92E-05				
488	9.52E-05				
489	1.02E-04				
490	1.10E-04				
491	1.07E-04				
492	1.11E-04				
493	1.13E-04				
494	1.05E-04				
495	9.87E-05				
496	1.05E-04				
497	1.04E-04				
498	9.77E-05				
499	9.93E-05				
500	1.14E-04				
501	1.17E-04				
502	1.16E-04				
503	1.22E-04				
504	1.25E-04				
505	1.20E-04				
506	1.15E-04				
507	1.17E-04				
508	1.11E-04				
509	9.83E-05				
510	8.98E-05				
511	7.72E-05				
512	7.59E-05				
513	6.30E-05				
514	7.53E-05				
515	6.73E-05				
516	6.58E-05				
517	7.36E-05				
518	8.32E-05				
519	8.33E-05				
520	9.03E-05				
521	7.77E-05				
522	6.79E-05				
523	5.20E-05				
524	5.50E-05				
525	5.17E-05				
526	6.48E-05				
527	5.12E-05				
528	6.54E-05				
529	7.40E-05				
530	7.55E-05				
531	6.84E-05				
532	7.55E-05				
533	6.58E-05				
534	6.74E-05				
535	6.49E-05				
536	8.28E-05				
537	8.23E-05				
538	8.60E-05				
539	8.28E-05				
540	7.72E-05				
541	7.23E-05				
542	7.06E-05				
543	5.96E-05				
544	6.20E-05				
545	7.51E-05				
546	7.19E-05				
547	8.37E-05				
548	9.58E-05				
549	9.45E-05				
550	9.50E-05				
551	8.02E-05				
552	5.31E-05				
553	3.20E-05				
554	2.31E-05				
555	1.95E-05				
556	1.68E-05				
557	2.60E-05				
558	2.89E-05				
559	5.50E-05				
560	7.25E-05				
561	8.21E-05				
562	8.80E-05				
563	8.26E-05				
564	7.73E-05				
565	6.11E-05				
566	5.76E-05				
567	5.79E-05				
568	5.77E-05				
569	6.33E-05				
570	6.09E-05				
571	6.33E-05				
572	6.54E-05				
573	5.15E-05				
574	5.56E-05				
575	5.45E-05				
576	4.45E-05				
577	1.91E-05				
578	1.38E-05				
579	9.20E-06				
580	7.91E-06				
581	-4.14E-06				
582	-1.58E-05				
583	-2.31E-05				
584	-1.59E-05				
585	-1.32E-05				
586	-4.62E-06				
587	2.95E-07				
588	-1.80E-06				
589	-1.34E-06				
590	7.46E-06				
591	3.73E-06				
592	-6.75E-06				
593	-2.28E-05				
594	-2.40E-05				
595	-4.05E-05				
596	-3.35E-05				
597	-4.08E-05				
598	-4.52E-05				
599	-4.00E-05				
600	-3.89E-05				
601	-3.70E-05				
602	-3.34E-05				
603	-3.88E-05				
604	-4.10E-05				
605	-4.06E-05				
606	-3.38E-05				
607	-3.93E-05				
608	-2.28E-05				
609	-2.04E-05				
610	-2.76E-05				
611	-3.07E-05				
612	-3.17E-05				
613	-3.67E-05				
614	-4.37E-05				
615	-4.29E-05				
616	-4.03E-05				
617	-4.60E-05				
618	-3.74E-05				
619	-3.06E-05				
620	-1.53E-05				
621	-1.00E-05				
622	-1.78E-07				
623	1.35E-06				
624	9.34E-06				
625	1.04E-05				
626	-2.10E-06				
627	1.27E-06				
628	-6.42E-06				
629	-2.64E-05				
630	-3.04E-05				
631	-4.25E-05				
632	-5.03E-05				
633	-5.28E-05				
634	-4.44E-05				
635	-5.46E-05				
636	-5.09E-05				
637	-5.22E-05				
638	-5.56E-05				
639	-4.03E-05				
640	-3.25E-05				
641	-4.40E-05				
642	-3.91E-05				
643	-4.25E-05				
644	-5.79E-05				
645	-7.58E-05				
646	-7.22E-05				
647	-7.35E-05				
648	-7.94E-05				
649	-6.94E-05				
650	-5.65E-05				
651	-6.19E-05				
652	-6.00E-05				
653	-6.47E-05				
654	-6.98E-05				
655	-7.03E-05				
656	-9.35E-05				
657	-8.60E-05				
658	-6.35E-05				
659	-6.84E-05				
660	-6.52E-05				
661	-5.02E-05				
662	-5.59E-05				
663	-5.76E-05				
664	-5.76E-05				
665	-9.19E-05				
666	-1.01E-04				
667	-1.05E-04				
668	-1.04E-04				
669	-8.12E-05				
670	-8.19E-05				
671	-7.95E-05				
672	-5.59E-05				
673	-4.86E-05				
674	-5.45E-05				
675	-5.08E-05				
676	-5.94E-05				
677	-7.90E-05				
678	-7.86E-05				
679	-9.46E-05				
680	-5.59E-05				
681	-3.56E-05				
682	-1.13E-05				
683	2.56E-06				
684	4.65E-06				
685	-7.80E-06				
686	-4.64E-05				
687	-5.64E-05				
688	-7.18E-05				
689	-1.28E-04				
690	-1.72E-04				
691	-1.94E-04				
692	-2.00E-04				
693	-1.84E-04				
694	-1.47E-04				
695	-1.76E-04				
696	-2.26E-04				
697	-2.61E-04				
698	-2.82E-04				
699	-3.12E-04				
700	-3.50E-04				
701	-4.77E-04				
702	-5.57E-04				
703	-5.72E-04				
704	-5.31E-04				
705	-4.73E-04				
706	-4.27E-04				
707	-4.13E-04				
708	-4.50E-04				
709	-5.58E-04				
710	-7.57E-04				
