OLIS-3D-ASCII	SySl1019		
375	1.58E-02		
376	1.64E-02		
377	1.68E-02		
378	1.72E-02		
379	1.74E-02		
380	1.75E-02		
381	0.017586499		
382	1.76E-02		
383	0.017557923		
384	1.74E-02		
385	1.74E-02		
386	1.72E-02		
387	1.71E-02		
388	1.71E-02		
389	1.71E-02		
390	1.71E-02		
391	1.71E-02		
392	1.70E-02		
393	1.70E-02		
394	1.70E-02		
395	1.70E-02		
396	1.69E-02		
397	1.69E-02		
398	1.69E-02		
399	1.70E-02		
400	1.71E-02		
401	1.73E-02		
402	1.75E-02		
403	1.77E-02		
404	1.80E-02		
405	1.83E-02		
406	1.86E-02		
407	1.90E-02		
408	1.93E-02		
409	1.98E-02		
410	2.02E-02		
411	2.06E-02		
412	2.10E-02		
413	2.13E-02		
414	2.16E-02		
415	2.19E-02		
416	2.21E-02		
417	2.23E-02		
418	2.25E-02		
419	2.25E-02		
420	2.26E-02		
421	2.27E-02		
422	2.27E-02		
423	0.022743049		
424	2.28E-02		
425	2.29E-02		
426	2.31E-02		
427	0.02323391		
428	2.35E-02		
429	2.37E-02		
430	2.39E-02		
431	0.024245398		
432	2.46E-02		
433	2.49E-02		
434	2.52E-02		
435	2.55E-02		
436	2.57E-02		
437	2.59E-02		
438	2.59E-02		
439	2.59E-02		
440	2.56E-02		
441	2.53E-02		
442	2.48E-02		
443	2.43E-02		
444	2.35E-02		
445	2.27E-02		
446	2.18E-02		
447	2.09E-02		
448	1.99E-02		
449	1.90E-02		
450	1.80E-02		
451	1.72E-02		
452	1.64E-02		
453	1.57E-02		
454	1.51E-02		
455	1.46E-02		
456	1.41E-02		
457	1.37E-02		
458	0.013351679		
459	1.31E-02		
460	1.29E-02		
461	1.27E-02		
462	0.012501913		
463	1.23E-02		
464	0.012212092		
465	1.21E-02		
466	1.20E-02		
467	1.19E-02		
468	1.18E-02		
469	0.011655613		
470	1.15E-02		
471	1.14E-02		
472	1.13E-02		
473	1.13E-02		
474	1.12E-02		
475	1.11E-02		
476	0.010989694		
477	1.09E-02		
478	1.09E-02		
479	1.09E-02		
480	1.09E-02		
481	1.09E-02		
482	1.09E-02		
483	1.09E-02		
484	1.09E-02		
485	1.10E-02		
486	1.10E-02		
487	1.10E-02		
488	1.11E-02		
489	1.11E-02		
490	1.11E-02		
491	1.11E-02		
492	1.12E-02		
493	1.12E-02		
494	1.12E-02		
495	1.12E-02		
496	1.12E-02		
497	1.11E-02		
498	1.11E-02		
499	1.10E-02		
500	1.09E-02		
501	0.010820195		
502	1.07E-02		
503	1.06E-02		
504	1.05E-02		
505	1.04E-02		
506	1.03E-02		
507	1.01E-02		
508	1.00E-02		
509	9.93E-03		
510	9.85E-03		
511	9.73E-03		
512	9.63E-03		
513	9.51E-03		
514	9.44E-03		
