OLIS-3D-ASCII	SySl1032	
375	1.77E-02	
376	1.81E-02	
377	0.018603978	
378	1.91E-02	
379	1.97E-02	
380	2.03E-02	
381	2.08E-02	
382	2.13E-02	
383	2.18E-02	
384	2.21E-02	
385	2.23E-02	
386	2.24E-02	
387	2.26E-02	
388	0.022627069	
389	2.27E-02	
390	2.28E-02	
391	2.30E-02	
392	2.32E-02	
393	2.35E-02	
394	2.38E-02	
395	2.41E-02	
396	2.44E-02	
397	0.024677172	
398	2.50E-02	
399	2.54E-02	
400	2.58E-02	
401	2.62E-02	
402	2.68E-02	
403	2.74E-02	
404	2.81E-02	
405	2.89E-02	
406	2.97E-02	
407	3.06E-02	
408	3.14E-02	
409	3.22E-02	
410	3.30E-02	
411	3.39E-02	
412	3.47E-02	
413	0.035395992	
414	3.61E-02	
415	3.67E-02	
416	3.73E-02	
417	3.78E-02	
418	3.82E-02	
419	3.86E-02	
420	3.89E-02	
421	3.92E-02	
422	3.94E-02	
423	3.97E-02	
424	4.00E-02	
425	4.03E-02	
426	4.06E-02	
427	4.10E-02	
428	4.14E-02	
429	4.20E-02	
430	4.25E-02	
431	4.31E-02	
432	4.37E-02	
433	4.43E-02	
434	4.48E-02	
435	4.53E-02	
436	4.56E-02	
437	4.58E-02	
438	4.59E-02	
439	4.57E-02	
440	4.52E-02	
441	4.46E-02	
442	4.37E-02	
443	4.26E-02	
444	4.14E-02	
445	4.00E-02	
446	3.84E-02	
447	3.68E-02	
448	3.51E-02	
449	3.35E-02	
450	3.20E-02	
451	3.06E-02	
452	2.94E-02	
453	2.83E-02	
454	2.74E-02	
455	2.67E-02	
456	2.61E-02	
457	2.56E-02	
458	0.025133245	
459	2.48E-02	
460	2.45E-02	
461	2.42E-02	
462	2.40E-02	
463	2.37E-02	
464	2.35E-02	
465	2.33E-02	
466	2.30E-02	
467	2.27E-02	
468	2.24E-02	
469	2.20E-02	
470	2.17E-02	
471	2.14E-02	
472	0.021086483	
473	2.08E-02	
474	2.06E-02	
475	2.03E-02	
476	2.02E-02	
477	2.00E-02	
478	0.019918786	
479	1.98E-02	
480	1.98E-02	
481	1.99E-02	
482	1.99E-02	
483	2.01E-02	
484	2.03E-02	
485	0.02047475	
486	2.07E-02	
487	2.11E-02	
488	2.14E-02	
489	2.18E-02	
490	2.21E-02	
491	2.25E-02	
492	2.28E-02	
493	2.32E-02	
494	2.34E-02	
495	2.37E-02	
496	0.023902779	
497	2.41E-02	
498	2.42E-02	
499	2.43E-02	
500	2.44E-02	
501	2.44E-02	
502	2.44E-02	
503	2.43E-02	
504	2.42E-02	
505	2.41E-02	
506	2.40E-02	
507	2.38E-02	
508	2.36E-02	
509	2.35E-02	
510	0.023315335	
511	2.32E-02	
512	2.30E-02	
513	0.022854254	
514	0.02275398	
515	0.022693766	
516	2.27E-02	
517	2.27E-02	
518	2.27E-02	
519	2.27E-02	
520	2.28E-02	
521	2.30E-02	
522	2.31E-02	
523	2.33E-02	
524	2.34E-02	
525	2.36E-02	
526	2.38E-02	
527	0.024042426	
528	2.43E-02	
529	2.46E-02	
530	2.49E-02	
531	2.52E-02	
532	2.55E-02	
533	2.59E-02	
534	2.63E-02	
535	0.026714058	
536	2.71E-02	
537	2.75E-02	
538	2.79E-02	
539	2.83E-02	
540	2.88E-02	
541	2.93E-02	
542	0.029717575	
543	3.02E-02	
544	3.07E-02	
545	3.12E-02	
546	3.17E-02	
547	3.22E-02	
548	3.26E-02	
549	3.31E-02	
550	3.35E-02	
551	3.39E-02	
552	3.43E-02	
553	3.48E-02	
554	3.52E-02	
555	3.57E-02	
556	3.61E-02	
557	3.67E-02	
558	3.71E-02	
559	3.76E-02	
560	3.81E-02	
561	3.86E-02	
562	3.91E-02	
563	3.96E-02	
564	4.02E-02	
565	4.07E-02	
566	4.11E-02	
567	4.14E-02	
568	4.14E-02	
569	4.12E-02	
570	4.06E-02	
571	3.97E-02	
572	3.86E-02	
573	0.037189537	
574	3.55E-02	
575	3.37E-02	
576	3.17E-02	
577	2.97E-02	
578	0.027660526	
579	2.56E-02	
580	2.36E-02	
581	2.18E-02	
582	2.02E-02	
583	1.88E-02	
584	1.76E-02	
585	1.65E-02	
586	1.56E-02	
587	1.48E-02	
588	1.42E-02	
589	1.36E-02	
590	1.32E-02	
591	1.28E-02	
592	1.25E-02	
593	1.23E-02	
594	1.21E-02	
595	1.19E-02	
596	1.18E-02	
597	1.17E-02	
598	1.16E-02	
599	1.16E-02	
600	1.16E-02	
601	1.15E-02	
602	0.011566123	
603	1.16E-02	
604	1.17E-02	
605	1.17E-02	
606	1.18E-02	
607	1.20E-02	
608	1.21E-02	
609	1.22E-02	
610	1.24E-02	
611	1.25E-02	
612	1.27E-02	
613	1.29E-02	
614	1.30E-02	
615	1.32E-02	
616	1.33E-02	
617	1.35E-02	
618	1.37E-02	
619	1.38E-02	
620	1.39E-02	
621	1.41E-02	
622	1.41E-02	
623	1.42E-02	
624	0.014233996	
625	1.42E-02	
626	1.42E-02	
627	1.42E-02	
628	1.42E-02	
629	1.41E-02	
630	1.40E-02	
631	0.013868519	
632	1.37E-02	
633	1.36E-02	
634	1.34E-02	
635	1.32E-02	
636	1.30E-02	
637	1.28E-02	
638	1.25E-02	
639	1.23E-02	
640	1.21E-02	
641	0.011907882	
642	1.17E-02	
643	1.15E-02	
644	1.13E-02	
645	1.12E-02	
646	1.11E-02	
647	1.10E-02	
648	1.10E-02	
649	1.10E-02	
650	1.11E-02	
651	1.12E-02	
652	1.14E-02	
653	0.011712706	
654	1.21E-02	
655	1.25E-02	
656	1.31E-02	
657	0.013731444	
658	1.45E-02	
659	1.54E-02	
660	1.64E-02	
661	1.75E-02	
662	1.87E-02	
663	0.019935218	
664	2.12E-02	
665	2.25E-02	
666	0.023864042	
667	2.52E-02	
668	2.65E-02	
669	2.77E-02	
670	2.88E-02	
671	3.00E-02	
672	3.11E-02	
673	3.21E-02	
674	3.32E-02	
675	3.42E-02	
676	3.52E-02	
677	3.62E-02	
678	0.037116445	
679	3.79E-02	
680	3.83E-02	
681	3.83E-02	
682	3.79E-02	
683	3.71E-02	
684	3.60E-02	
685	3.45E-02	
686	3.26E-02	
687	3.05E-02	
688	2.82E-02	
689	0.025961694	
690	2.37E-02	
691	2.14E-02	
692	1.91E-02	
693	1.68E-02	
694	1.46E-02	
695	1.25E-02	
696	1.06E-02	
697	8.78E-03	
698	7.07E-03	
699	5.46E-03	
700	3.92E-03	
701	2.44E-03	
702	1.03E-03	
703	-2.34E-04	
704	-1.42E-03	
705	-2.62E-03	
706	-3.80E-03	
707	-5.00E-03	
