OLIS-3D-ASCII	SySl1261				
375	6.44E-03				
376	6.21E-03				
377	6.08E-03				
378	6.03E-03				
379	6.04E-03				
380	6.09E-03				
381	6.17E-03				
382	6.26E-03				
383	6.28E-03				
384	6.31E-03				
385	6.37E-03				
386	6.33E-03				
387	6.37E-03				
388	6.35E-03				
389	6.24E-03				
390	6.22E-03				
391	6.19E-03				
392	6.21E-03				
393	6.27E-03				
394	6.34E-03				
395	6.40E-03				
396	0.006517285				
397	6.66E-03				
398	6.73E-03				
399	6.86E-03				
400	6.94E-03				
401	7.00E-03				
402	7.10E-03				
403	7.22E-03				
404	7.39E-03				
405	7.55E-03				
406	7.72E-03				
407	7.86E-03				
408	8.02E-03				
409	8.18E-03				
410	8.35E-03				
411	8.50E-03				
412	8.69E-03				
413	8.90E-03				
414	9.13E-03				
415	9.35E-03				
416	9.58E-03				
417	9.76E-03				
418	9.96E-03				
419	1.01E-02				
420	1.03E-02				
421	1.04E-02				
422	1.06E-02				
423	1.07E-02				
424	1.08E-02				
425	1.09E-02				
426	1.10E-02				
427	1.11E-02				
428	1.11E-02				
429	1.12E-02				
430	1.12E-02				
431	1.13E-02				
432	1.14E-02				
433	0.011471954				
434	1.15E-02				
435	1.17E-02				
436	1.18E-02				
437	1.19E-02				
438	1.21E-02				
439	1.22E-02				
440	1.22E-02				
441	1.23E-02				
442	1.24E-02				
443	1.24E-02				
444	1.24E-02				
445	1.24E-02				
446	1.24E-02				
447	1.23E-02				
448	0.012214111				
449	1.21E-02				
450	1.19E-02				
451	1.17E-02				
452	1.15E-02				
453	1.12E-02				
454	1.10E-02				
455	0.010672004				
456	1.04E-02				
457	1.01E-02				
458	9.75E-03				
459	9.45E-03				
460	9.13E-03				
461	8.84E-03				
462	8.52E-03				
463	8.22E-03				
464	7.94E-03				
465	7.69E-03				
466	7.46E-03				
467	7.25E-03				
468	7.05E-03				
469	6.87E-03				
470	6.72E-03				
471	6.58E-03				
472	6.44E-03				
473	6.30E-03				
474	6.17E-03				
475	6.05E-03				
476	5.96E-03				
477	5.87E-03				
478	5.81E-03				
479	5.77E-03				
480	5.76E-03				
481	5.75E-03				
482	5.73E-03				
483	5.73E-03				
484	5.73E-03				
485	5.73E-03				
486	5.72E-03				
487	5.72E-03				
488	5.71E-03				
489	5.69E-03				
490	5.68E-03				
491	5.66E-03				
492	5.63E-03				
493	5.57E-03				
494	5.51E-03				
495	5.44E-03				
496	5.36E-03				
497	5.27E-03				
498	5.16E-03				
499	5.05E-03				
500	4.93E-03				
501	4.79E-03				
502	4.66E-03				
503	4.51E-03				
504	4.34E-03				
505	4.17E-03				
506	4.01E-03				
507	3.83E-03				
508	3.65E-03				
509	3.46E-03				
510	3.27E-03				
511	3.08E-03				
512	2.90E-03				
513	2.73E-03				
514	2.55E-03				
515	2.39E-03				
516	2.25E-03				
517	2.10E-03				
518	1.98E-03				
519	1.85E-03				
520	1.73E-03				
521	1.61E-03				
522	1.51E-03				
523	1.39E-03				
524	1.29E-03				
525	1.21E-03				
526	1.12E-03				
527	1.07E-03				
528	1.02E-03				
529	9.62E-04				
530	9.25E-04				
531	8.92E-04				
532	8.55E-04				
533	8.25E-04				
534	7.94E-04				
535	7.65E-04				
536	7.47E-04				
537	7.31E-04				
538	7.14E-04				
539	7.09E-04				
540	6.91E-04				
541	6.69E-04				
542	6.65E-04				
543	6.53E-04				
544	6.39E-04				
545	6.22E-04				
546	6.20E-04				
547	6.08E-04				
548	5.89E-04				
549	5.72E-04				
550	5.66E-04				
551	5.43E-04				
552	5.24E-04				
553	5.25E-04				
554	5.30E-04				
555	5.25E-04				
556	5.27E-04				
557	5.31E-04				
558	5.31E-04				
559	5.07E-04				
560	5.04E-04				
561	5.15E-04				
562	5.18E-04				
563	4.91E-04				
564	4.93E-04				
565	4.89E-04				
566	4.93E-04				
567	4.87E-04				
568	4.85E-04				
569	4.97E-04				
570	4.80E-04				
571	4.78E-04				
572	4.85E-04				
573	4.99E-04				
574	5.08E-04				
575	5.03E-04				
576	5.24E-04				
577	5.28E-04				
578	5.58E-04				
579	5.65E-04				
580	5.81E-04				
581	6.05E-04				
582	6.08E-04				
583	6.15E-04				
584	6.14E-04				
585	6.23E-04				
586	6.31E-04				
