OLIS-3D-ASCII	SySl1108					
375	1.00E-03					
376	1.30E-03					
377	1.49E-03					
378	1.60E-03					
379	1.62E-03					
380	1.60E-03					
381	1.53E-03					
382	1.42E-03					
383	1.45E-03					
384	1.39E-03					
385	1.29E-03					
386	1.32E-03					
387	1.31E-03					
388	1.37E-03					
389	1.40E-03					
390	1.40E-03					
391	1.42E-03					
392	1.45E-03					
393	1.44E-03					
394	1.42E-03					
395	1.44E-03					
396	1.43E-03					
397	1.43E-03					
398	1.42E-03					
399	1.39E-03					
400	1.39E-03					
401	1.40E-03					
402	1.37E-03					
403	1.37E-03					
404	1.39E-03					
405	1.44E-03					
406	1.47E-03					
407	1.47E-03					
408	1.50E-03					
409	1.54E-03					
410	1.59E-03					
411	1.59E-03					
412	1.62E-03					
413	1.66E-03					
414	1.69E-03					
415	1.69E-03					
416	1.73E-03					
417	1.77E-03					
418	1.78E-03					
419	1.76E-03					
420	1.78E-03					
421	1.78E-03					
422	1.77E-03					
423	0.001766357					
424	1.79E-03					
425	1.82E-03					
426	1.82E-03					
427	1.80E-03					
428	1.81E-03					
429	1.80E-03					
430	1.82E-03					
431	1.83E-03					
432	1.86E-03					
433	1.88E-03					
434	1.92E-03					
435	1.94E-03					
436	1.96E-03					
437	1.97E-03					
438	1.97E-03					
439	1.95E-03					
440	1.91E-03					
441	1.86E-03					
442	1.83E-03					
443	1.78E-03					
444	1.76E-03					
445	1.72E-03					
446	1.67E-03					
447	1.61E-03					
448	1.57E-03					
449	1.54E-03					
450	1.50E-03					
451	1.45E-03					
452	1.40E-03					
453	1.36E-03					
454	1.34E-03					
455	1.31E-03					
456	1.29E-03					
457	1.26E-03					
458	1.24E-03					
459	1.21E-03					
460	1.19E-03					
461	1.19E-03					
462	1.16E-03					
463	1.15E-03					
464	1.13E-03					
465	1.12E-03					
466	1.12E-03					
467	1.11E-03					
468	1.09E-03					
469	1.09E-03					
470	1.07E-03					
471	1.05E-03					
472	1.03E-03					
473	1.02E-03					
474	9.97E-04					
475	9.84E-04					
476	9.77E-04					
477	9.73E-04					
478	9.70E-04					
479	9.73E-04					
480	9.74E-04					
481	9.85E-04					
482	9.81E-04					
483	9.83E-04					
484	9.89E-04					
485	9.90E-04					
486	9.92E-04					
487	9.90E-04					
488	1.00E-03					
489	9.97E-04					
490	1.00E-03					
491	1.00E-03					
492	1.01E-03					
493	1.02E-03					
494	1.03E-03					
495	1.04E-03					
496	1.05E-03					
497	1.06E-03					
498	1.06E-03					
499	1.06E-03					
500	1.07E-03					
501	1.07E-03					
502	1.07E-03					
503	1.06E-03					
504	1.06E-03					
505	1.06E-03					
506	1.08E-03					
507	1.06E-03					
508	1.07E-03					
509	1.06E-03					
510	1.06E-03					
511	1.06E-03					
512	0.001069879					
513	1.08E-03					
514	1.08E-03					
515	1.08E-03					
516	1.08E-03					
517	1.10E-03					
518	1.10E-03					
519	1.09E-03					
520	1.09E-03					
521	1.09E-03					
522	1.09E-03					
523	1.08E-03					
524	1.09E-03					
525	1.09E-03					
526	1.10E-03					
527	1.11E-03					
528	1.12E-03					
529	1.15E-03					
530	1.17E-03					
531	1.19E-03					
532	1.20E-03					
533	1.22E-03					
534	1.23E-03					
535	1.24E-03					
536	1.26E-03					
537	1.26E-03					
538	1.28E-03					
539	1.30E-03					
540	1.31E-03					
