OLIS-3D-ASCII	SySl1038			
375	1.54E-03			
376	1.54E-03			
377	1.60E-03			
378	1.69E-03			
379	1.81E-03			
380	1.96E-03			
381	2.11E-03			
382	2.23E-03			
383	2.39E-03			
384	2.48E-03			
385	2.65E-03			
386	2.77E-03			
387	2.78E-03			
388	2.82E-03			
389	2.79E-03			
390	2.89E-03			
391	2.90E-03			
392	2.94E-03			
393	2.95E-03			
394	2.96E-03			
395	3.02E-03			
396	3.03E-03			
397	3.10E-03			
398	3.16E-03			
399	3.22E-03			
400	3.31E-03			
401	3.42E-03			
402	3.58E-03			
403	3.71E-03			
404	3.88E-03			
405	4.03E-03			
406	4.15E-03			
407	4.28E-03			
408	4.37E-03			
409	4.50E-03			
410	4.61E-03			
411	4.71E-03			
412	4.80E-03			
413	4.93E-03			
414	5.02E-03			
415	5.14E-03			
416	5.26E-03			
417	5.33E-03			
418	5.38E-03			
419	5.45E-03			
420	5.52E-03			
421	5.60E-03			
422	5.66E-03			
423	5.70E-03			
424	5.73E-03			
425	5.80E-03			
426	5.85E-03			
427	5.92E-03			
428	5.98E-03			
429	6.03E-03			
430	6.09E-03			
431	6.16E-03			
432	6.23E-03			
433	6.30E-03			
434	6.36E-03			
435	6.40E-03			
436	6.45E-03			
437	6.48E-03			
438	6.46E-03			
439	6.44E-03			
440	6.38E-03			
441	6.29E-03			
442	6.20E-03			
443	6.08E-03			
444	5.92E-03			
445	5.75E-03			
446	5.56E-03			
447	5.36E-03			
448	5.18E-03			
449	4.98E-03			
450	4.80E-03			
451	4.65E-03			
452	4.50E-03			
453	4.39E-03			
454	4.29E-03			
455	4.22E-03			
456	4.14E-03			
457	4.08E-03			
458	4.01E-03			
459	3.96E-03			
460	3.91E-03			
461	3.85E-03			
462	3.81E-03			
463	3.76E-03			
464	3.72E-03			
465	3.68E-03			
466	3.63E-03			
467	3.59E-03			
468	3.54E-03			
469	3.50E-03			
470	3.44E-03			
471	3.39E-03			
472	3.32E-03			
473	3.26E-03			
474	3.22E-03			
475	3.16E-03			
476	3.14E-03			
477	3.10E-03			
478	3.08E-03			
479	3.06E-03			
480	3.06E-03			
481	3.08E-03			
482	3.08E-03			
483	3.08E-03			
484	3.10E-03			
485	3.12E-03			
486	3.15E-03			
487	3.17E-03			
488	3.20E-03			
489	3.24E-03			
490	3.28E-03			
491	3.31E-03			
492	3.34E-03			
493	3.37E-03			
494	3.39E-03			
495	3.43E-03			
496	3.47E-03			
497	3.49E-03			
498	3.51E-03			
499	3.51E-03			
500	3.52E-03			
501	3.53E-03			
502	3.54E-03			
503	3.53E-03			
504	3.50E-03			
505	3.48E-03			
506	3.46E-03			
507	3.44E-03			
508	3.42E-03			
509	3.37E-03			
