OLIS-3D-ASCII	SySl1283						
375	6.74E-03						
376	7.03E-03						
377	7.24E-03						
378	7.40E-03						
379	7.50E-03						
380	7.57E-03						
381	7.61E-03						
382	7.67E-03						
383	7.75E-03						
384	7.76E-03						
385	7.77E-03						
386	7.79E-03						
387	7.79E-03						
388	7.80E-03						
389	7.82E-03						
390	7.86E-03						
391	7.83E-03						
392	7.78E-03						
393	7.79E-03						
394	7.87E-03						
395	7.88E-03						
396	7.94E-03						
397	8.03E-03						
398	8.08E-03						
399	8.20E-03						
400	8.35E-03						
401	8.50E-03						
402	8.69E-03						
403	8.79E-03						
404	8.95E-03						
405	9.14E-03						
406	9.38E-03						
407	9.55E-03						
408	9.78E-03						
409	9.99E-03						
410	1.02E-02						
411	1.04E-02						
412	1.06E-02						
413	1.08E-02						
414	1.10E-02						
415	1.11E-02						
416	1.12E-02						
417	1.13E-02						
418	1.14E-02						
419	1.15E-02						
420	1.16E-02						
421	1.16E-02						
422	1.17E-02						
423	1.17E-02						
424	1.18E-02						
425	1.19E-02						
426	1.19E-02						
427	1.20E-02						
428	1.20E-02						
429	1.22E-02						
430	1.23E-02						
431	1.24E-02						
432	1.26E-02						
433	1.27E-02						
434	1.28E-02						
435	1.29E-02						
436	1.30E-02						
437	1.30E-02						
438	1.30E-02						
439	1.29E-02						
440	1.28E-02						
441	1.26E-02						
442	1.24E-02						
443	1.21E-02						
444	1.18E-02						
445	1.14E-02						
446	1.10E-02						
447	1.06E-02						
448	1.02E-02						
449	9.73E-03						
450	9.33E-03						
451	8.95E-03						
452	8.58E-03						
453	8.27E-03						
454	8.02E-03						
455	7.79E-03						
456	7.61E-03						
457	7.45E-03						
458	7.32E-03						
459	7.20E-03						
460	7.10E-03						
461	7.02E-03						
462	6.93E-03						
463	6.85E-03						
464	0.006770123						
465	6.69E-03						
466	6.59E-03						
467	6.48E-03						
468	6.39E-03						
469	6.31E-03						
470	6.21E-03						
471	6.10E-03						
472	6.00E-03						
473	5.91E-03						
474	5.79E-03						
475	5.69E-03						
476	5.61E-03						
477	5.51E-03						
478	5.43E-03						
479	5.37E-03						
480	5.32E-03						
481	5.30E-03						
482	5.28E-03						
483	5.27E-03						
484	5.28E-03						
485	5.29E-03						
486	5.29E-03						
487	5.32E-03						
488	5.36E-03						
489	5.38E-03						
490	5.43E-03						
491	5.46E-03						
492	5.50E-03						
493	5.54E-03						
494	5.58E-03						
495	5.60E-03						
496	5.62E-03						
497	5.62E-03						
498	5.61E-03						
499	5.61E-03						
500	5.57E-03						
501	5.51E-03						
502	5.45E-03						
503	5.37E-03						
504	5.29E-03						
505	5.20E-03						
506	5.09E-03						
507	4.97E-03						
508	4.85E-03						
509	4.71E-03						
510	4.57E-03						
511	4.42E-03						
512	4.25E-03						
513	4.09E-03						
514	3.93E-03						
515	3.79E-03						
516	3.65E-03						
517	3.52E-03						
518	3.38E-03						
519	3.25E-03						
520	3.12E-03						
521	3.00E-03						
522	2.88E-03						
523	2.77E-03						
524	2.65E-03						
525	2.55E-03						
526	2.47E-03						
527	2.39E-03						
528	2.33E-03						
529	2.30E-03						
530	2.26E-03						
531	2.24E-03						
532	2.23E-03						
533	2.23E-03						
534	2.23E-03						
535	2.22E-03						
536	2.23E-03						
537	2.24E-03						
538	2.25E-03						
539	2.26E-03						
540	2.29E-03						
541	2.31E-03						
542	2.33E-03						
543	2.37E-03						
544	2.42E-03						
545	2.46E-03						
546	2.52E-03						
547	2.56E-03						
548	2.62E-03						
549	2.69E-03						
550	2.74E-03						
551	2.80E-03						
552	2.87E-03						
553	2.95E-03						
554	3.02E-03						
555	3.11E-03						
556	3.19E-03						
557	3.27E-03						
558	3.36E-03						
559	3.45E-03						
560	3.55E-03						
561	3.64E-03						
562	3.73E-03						
563	3.82E-03						
564	3.93E-03						
565	4.03E-03						
566	4.13E-03						
567	4.23E-03						
568	4.33E-03						
569	4.44E-03						
570	4.56E-03						
571	4.69E-03						
572	4.81E-03						
573	4.92E-03						
574	5.05E-03						
575	5.16E-03						
576	5.29E-03						
577	5.41E-03						
578	5.52E-03						
579	5.62E-03						
580	5.73E-03						
581	5.84E-03						
582	5.97E-03						
583	6.09E-03						
584	6.19E-03						
585	6.29E-03						
586	6.40E-03						
587	6.50E-03						
588	6.61E-03						
589	6.70E-03						
590	6.79E-03						
591	6.87E-03						
592	6.97E-03						
593	7.08E-03						
594	7.18E-03						
595	7.28E-03						
596	7.37E-03						
597	7.47E-03						
598	7.58E-03						
599	7.72E-03						
600	7.86E-03						
601	8.01E-03						
602	8.17E-03						
603	8.34E-03						
604	8.51E-03						
605	8.69E-03						
606	8.87E-03						
607	9.05E-03						
608	9.24E-03						
609	9.44E-03						
610	9.65E-03						
611	9.85E-03						
612	1.01E-02						
613	1.03E-02						
614	1.05E-02						
615	1.07E-02						
616	1.09E-02						
617	1.10E-02						
618	1.12E-02						
619	0.011281924						
620	1.14E-02						
621	1.15E-02						
622	1.16E-02						
623	1.17E-02						
624	1.18E-02						
625	1.18E-02						
626	1.19E-02						
627	1.19E-02						
628	1.19E-02						
629	1.19E-02						
630	1.19E-02						
631	1.19E-02						
632	1.18E-02						
633	1.18E-02						
634	1.17E-02						
635	1.17E-02						
636	1.16E-02						
637	1.15E-02						
638	1.14E-02						
639	1.13E-02						
640	0.011131701						
641	1.09E-02						
642	1.07E-02						
643	1.04E-02						
644	1.01E-02						
645	9.75E-03						
646	9.40E-03						
647	9.01E-03						
648	8.63E-03						
649	8.29E-03						
650	7.98E-03						
651	7.66E-03						
652	7.39E-03						
653	7.18E-03						
654	0.006975302						
655	6.84E-03						
656	6.78E-03						
657	6.76E-03						
658	6.79E-03						
659	6.89E-03						
660	7.03E-03						
661	7.22E-03						
662	7.49E-03						
663	7.76E-03						
