OLIS-3D-ASCII	SySl1037				
375	8.13E-03				
376	8.15E-03				
377	8.24E-03				
378	8.39E-03				
379	8.57E-03				
380	8.77E-03				
381	8.99E-03				
382	9.16E-03				
383	9.30E-03				
384	9.43E-03				
385	9.55E-03				
386	9.63E-03				
387	9.64E-03				
388	9.68E-03				
389	9.71E-03				
390	9.85E-03				
391	9.97E-03				
392	1.01E-02				
393	1.02E-02				
394	1.03E-02				
395	0.010401829				
396	1.06E-02				
397	1.07E-02				
398	1.09E-02				
399	1.10E-02				
400	1.12E-02				
401	1.14E-02				
402	1.17E-02				
403	1.19E-02				
404	0.012205547				
405	1.25E-02				
406	0.012757377				
407	1.30E-02				
408	1.33E-02				
409	1.36E-02				
410	1.40E-02				
411	1.42E-02				
412	1.45E-02				
413	1.48E-02				
414	1.50E-02				
415	1.52E-02				
416	1.54E-02				
417	1.56E-02				
418	1.57E-02				
419	1.59E-02				
420	1.60E-02				
421	1.61E-02				
422	1.63E-02				
423	1.64E-02				
424	1.65E-02				
425	0.016599548				
426	1.67E-02				
427	0.016869912				
428	1.70E-02				
429	0.017189455				
430	1.74E-02				
431	1.76E-02				
432	1.77E-02				
433	1.79E-02				
434	1.81E-02				
435	1.81E-02				
436	1.82E-02				
437	1.82E-02				
438	1.81E-02				
439	1.80E-02				
440	1.78E-02				
441	1.76E-02				
442	1.73E-02				
443	1.70E-02				
444	1.66E-02				
445	1.62E-02				
446	1.58E-02				
447	1.53E-02				
448	1.48E-02				
449	1.44E-02				
450	1.40E-02				
451	1.36E-02				
452	1.33E-02				
453	1.30E-02				
454	1.27E-02				
455	1.25E-02				
456	1.24E-02				
457	1.22E-02				
458	1.21E-02				
459	1.19E-02				
460	1.18E-02				
461	1.17E-02				
462	1.16E-02				
463	1.14E-02				
464	1.13E-02				
465	1.11E-02				
466	1.10E-02				
467	1.08E-02				
468	1.06E-02				
469	1.04E-02				
470	1.03E-02				
471	1.01E-02				
472	9.92E-03				
473	9.75E-03				
474	9.60E-03				
475	9.44E-03				
476	9.33E-03				
477	9.24E-03				
478	9.16E-03				
479	9.08E-03				
480	9.07E-03				
481	9.07E-03				
482	9.08E-03				
483	9.12E-03				
484	9.15E-03				
485	9.21E-03				
486	9.28E-03				
487	9.37E-03				
488	9.46E-03				
489	9.53E-03				
490	9.61E-03				
491	9.69E-03				
492	9.78E-03				
493	9.82E-03				
494	9.83E-03				
495	9.86E-03				
496	9.88E-03				
497	9.86E-03				
498	9.83E-03				
499	9.77E-03				
500	9.69E-03				
501	9.60E-03				
502	9.49E-03				
503	9.38E-03				
504	9.24E-03				
505	9.07E-03				
506	8.91E-03				
507	8.76E-03				
508	8.59E-03				
509	8.40E-03				
510	8.24E-03				
511	8.07E-03				
512	7.91E-03				
513	7.76E-03				
514	7.61E-03				
515	7.49E-03				
516	7.36E-03				
517	7.25E-03				
518	7.16E-03				
519	7.04E-03				
