OLIS-3D-ASCII	SySl1139						
375	1.48E-03						
376	1.35E-03						
377	1.28E-03						
378	1.24E-03						
379	1.24E-03						
380	1.26E-03						
381	1.29E-03						
382	1.32E-03						
383	1.35E-03						
384	1.34E-03						
385	1.33E-03						
386	1.38E-03						
387	1.38E-03						
388	1.38E-03						
389	1.34E-03						
390	1.42E-03						
391	1.46E-03						
392	1.41E-03						
393	1.40E-03						
394	1.37E-03						
395	1.31E-03						
396	1.23E-03						
397	1.22E-03						
398	1.22E-03						
399	1.22E-03						
400	1.24E-03						
401	1.24E-03						
402	1.28E-03						
403	1.28E-03						
404	1.31E-03						
405	1.37E-03						
406	1.38E-03						
407	1.40E-03						
408	1.40E-03						
409	1.43E-03						
410	1.43E-03						
411	1.45E-03						
412	1.44E-03						
413	1.45E-03						
414	1.45E-03						
415	1.50E-03						
416	1.53E-03						
417	1.56E-03						
418	1.56E-03						
419	1.57E-03						
420	1.55E-03						
421	1.55E-03						
422	1.51E-03						
423	1.53E-03						
424	1.51E-03						
425	1.50E-03						
426	1.52E-03						
427	1.56E-03						
428	1.56E-03						
429	1.55E-03						
430	1.54E-03						
431	1.55E-03						
432	1.54E-03						
433	1.57E-03						
434	1.57E-03						
435	1.61E-03						
436	1.60E-03						
437	1.61E-03						
438	1.61E-03						
439	1.61E-03						
440	0.001570079						
441	1.55E-03						
442	1.51E-03						
443	1.47E-03						
444	1.44E-03						
445	1.39E-03						
446	1.36E-03						
447	1.33E-03						
448	1.30E-03						
449	1.29E-03						
450	1.26E-03						
451	1.23E-03						
452	1.20E-03						
453	1.17E-03						
454	1.13E-03						
455	1.11E-03						
456	1.10E-03						
457	1.08E-03						
458	1.07E-03						
459	1.08E-03						
460	1.08E-03						
461	1.08E-03						
462	1.07E-03						
463	1.06E-03						
464	1.05E-03						
465	1.04E-03						
466	1.04E-03						
467	1.03E-03						
468	1.01E-03						
469	9.89E-04						
470	9.63E-04						
471	9.51E-04						
472	9.37E-04						
473	9.17E-04						
474	9.13E-04						
475	9.05E-04						
476	9.03E-04						
477	8.97E-04						
478	8.84E-04						
479	8.91E-04						
480	8.78E-04						
481	8.70E-04						
482	8.69E-04						
483	8.84E-04						
484	8.92E-04						
485	8.99E-04						
486	9.23E-04						
487	9.30E-04						
488	9.50E-04						
489	9.48E-04						
490	9.60E-04						
491	9.82E-04						
492	9.94E-04						
493	9.99E-04						
494	1.02E-03						
495	1.03E-03						
496	1.04E-03						
497	1.06E-03						
498	1.07E-03						
499	1.07E-03						
500	1.09E-03						
501	1.11E-03						
502	1.12E-03						
503	1.12E-03						
504	1.14E-03						
