OLIS-3D-ASCII	SySl1284					
375	6.34E-03					
376	6.79E-03					
377	7.18E-03					
378	7.51E-03					
379	7.80E-03					
380	8.03E-03					
381	8.21E-03					
382	8.25E-03					
383	8.39E-03					
384	8.51E-03					
385	8.51E-03					
386	8.59E-03					
387	8.63E-03					
388	8.66E-03					
389	8.76E-03					
390	8.89E-03					
391	8.98E-03					
392	8.92E-03					
393	9.00E-03					
394	9.00E-03					
395	9.12E-03					
396	9.24E-03					
397	9.35E-03					
398	9.46E-03					
399	9.60E-03					
400	9.75E-03					
401	9.93E-03					
402	1.02E-02					
403	1.04E-02					
404	1.06E-02					
405	1.09E-02					
406	1.12E-02					
407	1.14E-02					
408	1.18E-02					
409	1.20E-02					
410	1.23E-02					
411	0.012596625					
412	0.012882772					
413	1.31E-02					
414	1.34E-02					
415	1.37E-02					
416	1.39E-02					
417	1.41E-02					
418	0.014271138					
419	1.44E-02					
420	1.45E-02					
421	1.46E-02					
422	1.46E-02					
423	1.46E-02					
424	1.47E-02					
425	1.47E-02					
426	1.49E-02					
427	1.50E-02					
428	1.51E-02					
429	1.53E-02					
430	1.54E-02					
431	1.56E-02					
432	1.58E-02					
433	0.016054728					
434	1.62E-02					
435	1.64E-02					
436	1.65E-02					
437	1.66E-02					
438	1.66E-02					
439	1.66E-02					
440	1.64E-02					
441	1.62E-02					
442	0.015895009					
443	1.55E-02					
444	1.51E-02					
445	1.46E-02					
446	1.41E-02					
447	1.35E-02					
448	1.29E-02					
449	1.24E-02					
450	0.011844457					
451	0.011332598					
452	1.09E-02					
453	1.05E-02					
454	1.01E-02					
455	9.85E-03					
456	9.61E-03					
457	9.41E-03					
458	9.24E-03					
459	9.08E-03					
460	8.95E-03					
461	8.83E-03					
462	8.73E-03					
463	8.59E-03					
464	8.49E-03					
465	8.37E-03					
466	8.27E-03					
467	8.16E-03					
468	8.05E-03					
469	7.92E-03					
470	7.81E-03					
471	7.67E-03					
472	7.53E-03					
473	7.39E-03					
474	7.27E-03					
475	7.12E-03					
476	7.01E-03					
477	6.92E-03					
478	6.84E-03					
479	6.77E-03					
480	6.73E-03					
481	6.70E-03					
482	6.69E-03					
483	6.68E-03					
484	6.68E-03					
485	6.69E-03					
486	6.69E-03					
487	6.71E-03					
488	6.75E-03					
489	6.81E-03					
490	6.85E-03					
491	6.90E-03					
492	6.97E-03					
493	7.02E-03					
494	7.05E-03					
495	7.09E-03					
496	7.11E-03					
497	7.10E-03					
498	7.08E-03					
499	7.05E-03					
500	7.02E-03					
501	6.93E-03					
502	6.84E-03					
503	6.75E-03					
504	6.64E-03					
505	6.50E-03					
506	6.34E-03					
507	6.19E-03					
508	6.01E-03					
509	5.83E-03					
510	5.64E-03					
511	5.46E-03					
512	5.28E-03					
513	5.06E-03					
514	4.88E-03					
515	4.69E-03					
516	4.50E-03					
517	4.30E-03					
518	4.11E-03					
519	3.91E-03					
520	3.72E-03					
521	3.56E-03					
522	3.42E-03					
523	3.29E-03					
524	3.17E-03					
525	3.06E-03					
526	2.98E-03					
527	2.91E-03					
528	2.84E-03					
529	2.79E-03					
530	2.72E-03					
531	2.68E-03					
532	2.65E-03					
533	2.62E-03					
534	2.64E-03					
535	2.64E-03					
536	2.65E-03					
537	2.68E-03					
538	2.71E-03					
539	2.73E-03					
540	2.75E-03					
541	2.77E-03					
542	2.79E-03					
543	2.84E-03					
544	2.89E-03					
545	2.95E-03					
546	3.05E-03					
547	3.15E-03					
548	3.23E-03					
549	0.003335285					
550	3.43E-03					
551	3.51E-03					
552	3.60E-03					
553	3.69E-03					
554	3.79E-03					
555	3.90E-03					
556	4.00E-03					
557	4.12E-03					
558	4.24E-03					
559	4.35E-03					
560	4.46E-03					
561	4.59E-03					
562	4.69E-03					
563	4.81E-03					
564	4.94E-03					
565	5.07E-03					
566	5.21E-03					
567	5.34E-03					
568	5.49E-03					
569	5.65E-03					
570	5.80E-03					
571	5.94E-03					
572	6.12E-03					
573	6.27E-03					
574	6.43E-03					
575	6.60E-03					
576	6.76E-03					
577	6.91E-03					
578	7.05E-03					
579	7.19E-03					
580	7.34E-03					
581	0.007477188					
582	7.61E-03					
583	7.76E-03					
584	7.89E-03					
585	8.03E-03					
586	8.16E-03					
587	8.30E-03					
588	8.43E-03					
589	8.55E-03					
590	8.68E-03					
591	8.80E-03					
592	8.93E-03					
593	9.06E-03					
594	9.20E-03					
595	0.009354186					
596	9.48E-03					
597	9.64E-03					
598	9.79E-03					
599	9.94E-03					
600	1.01E-02					
601	1.03E-02					
602	0.010502951					
603	1.07E-02					
604	1.10E-02					
605	1.12E-02					
606	0.011512154					
607	1.18E-02					
608	1.20E-02					
609	1.23E-02					
610	1.26E-02					
611	1.28E-02					
612	1.31E-02					
613	0.013311218					
614	1.36E-02					
615	1.38E-02					
616	1.40E-02					
617	1.43E-02					
618	1.45E-02					
619	1.47E-02					
620	1.49E-02					
621	1.50E-02					
622	1.51E-02					
623	1.52E-02					
624	1.53E-02					
625	1.53E-02					
626	1.54E-02					
627	1.54E-02					
628	1.54E-02					
629	1.54E-02					
630	1.54E-02					
631	1.53E-02					
632	1.53E-02					
633	0.015239699					
634	1.52E-02					
635	1.51E-02					
636	1.50E-02					
637	1.49E-02					
638	1.47E-02					
639	0.014548079					
640	1.43E-02					
641	1.40E-02					
642	0.013675324					
643	1.33E-02					
644	1.28E-02					
645	1.24E-02					
646	1.19E-02					
647	1.14E-02					
648	1.10E-02					
649	1.05E-02					
650	1.01E-02					
651	9.71E-03					
652	9.37E-03					
653	9.09E-03					
654	8.85E-03					
655	8.64E-03					
656	8.55E-03					
657	8.52E-03					
658	8.54E-03					
659	8.65E-03					
660	8.84E-03					
661	9.06E-03					
662	9.36E-03					
663	9.73E-03					
664	1.01E-02					
665	0.010519245					
666	1.10E-02					
667	1.14E-02					
668	1.18E-02					
669	1.22E-02					
670	1.26E-02					
671	1.30E-02					
672	0.013386082					
673	1.38E-02					
674	1.42E-02					
675	1.46E-02					
676	1.50E-02					
677	1.55E-02					
678	1.59E-02					
679	0.016212571					
680	1.64E-02					
681	1.64E-02					
682	0.016285811					
683	1.60E-02					
684	1.56E-02					
685	1.50E-02					
686	1.43E-02					
687	1.34E-02					
688	1.26E-02					
689	1.18E-02					
690	1.09E-02					
691	1.01E-02					
692	9.25E-03					
693	8.50E-03					
