OLIS-3D-ASCII	SySl1124					
375	6.87E-03					
376	7.32E-03					
377	7.66E-03					
378	7.92E-03					
379	8.10E-03					
380	8.23E-03					
381	8.33E-03					
382	8.46E-03					
383	8.54E-03					
384	8.63E-03					
385	8.72E-03					
386	8.68E-03					
387	8.68E-03					
388	8.68E-03					
389	8.58E-03					
390	8.61E-03					
391	8.65E-03					
392	8.64E-03					
393	8.80E-03					
394	8.97E-03					
395	9.13E-03					
396	9.27E-03					
397	9.44E-03					
398	9.47E-03					
399	9.57E-03					
400	9.68E-03					
401	9.79E-03					
402	9.95E-03					
403	1.01E-02					
404	1.03E-02					
405	1.06E-02					
406	1.08E-02					
407	1.11E-02					
408	1.14E-02					
409	1.17E-02					
410	1.19E-02					
411	1.22E-02					
412	1.25E-02					
413	1.28E-02					
414	1.30E-02					
415	1.32E-02					
416	1.34E-02					
417	1.36E-02					
418	0.01378156					
419	1.38E-02					
420	1.39E-02					
421	1.40E-02					
422	1.41E-02					
423	1.41E-02					
424	0.014197399					
425	1.43E-02					
426	1.44E-02					
427	1.46E-02					
428	1.47E-02					
429	1.49E-02					
430	1.50E-02					
431	1.52E-02					
432	1.53E-02					
433	1.55E-02					
434	1.56E-02					
435	1.57E-02					
436	0.01584778					
437	1.59E-02					
438	1.59E-02					
439	1.58E-02					
440	1.57E-02					
441	1.55E-02					
442	1.52E-02					
443	1.49E-02					
444	0.014520775					
445	1.41E-02					
446	1.37E-02					
447	1.32E-02					
448	1.27E-02					
449	1.22E-02					
450	1.18E-02					
451	1.14E-02					
452	1.10E-02					
453	0.010619015					
454	0.010315065					
455	1.01E-02					
456	9.85E-03					
457	9.66E-03					
458	9.52E-03					
459	9.39E-03					
460	9.27E-03					
461	9.18E-03					
462	9.08E-03					
463	8.97E-03					
464	8.85E-03					
465	8.74E-03					
466	8.63E-03					
467	8.50E-03					
468	8.37E-03					
469	8.23E-03					
470	8.08E-03					
471	7.93E-03					
472	7.79E-03					
473	7.66E-03					
474	7.51E-03					
475	7.39E-03					
476	7.28E-03					
477	7.20E-03					
478	7.13E-03					
479	7.04E-03					
480	6.98E-03					
481	6.93E-03					
482	6.89E-03					
483	6.86E-03					
484	6.86E-03					
485	6.86E-03					
486	6.87E-03					
487	6.91E-03					
488	6.97E-03					
489	7.03E-03					
490	7.08E-03					
491	7.12E-03					
492	7.16E-03					
493	7.19E-03					
494	7.21E-03					
495	7.20E-03					
496	7.20E-03					
497	7.19E-03					
498	7.17E-03					
499	7.11E-03					
500	7.04E-03					
501	6.95E-03					
502	6.86E-03					
503	6.73E-03					
504	6.59E-03					
505	6.45E-03					
506	6.29E-03					
507	6.10E-03					
508	5.92E-03					
509	5.72E-03					
510	5.52E-03					
511	5.29E-03					
512	5.06E-03					
513	4.85E-03					
514	4.61E-03					
515	4.41E-03					
516	4.20E-03					
517	4.02E-03					
518	3.82E-03					
519	3.63E-03					
520	3.44E-03					
521	3.27E-03					
522	3.12E-03					
523	2.98E-03					
524	2.83E-03					
525	2.69E-03					
526	2.54E-03					
527	2.43E-03					
528	2.32E-03					
529	2.24E-03					
530	2.14E-03					
531	2.08E-03					
532	2.03E-03					
533	2.01E-03					
534	1.98E-03					
535	1.98E-03					
536	1.97E-03					
537	1.95E-03					
538	1.94E-03					
539	1.93E-03					
540	1.93E-03					
541	1.95E-03					
542	1.97E-03					
543	2.00E-03					
544	2.04E-03					
545	2.08E-03					
546	2.11E-03					
547	2.15E-03					
548	2.19E-03					
549	2.23E-03					
550	2.28E-03					
551	2.33E-03					
552	2.40E-03					
553	2.47E-03					
554	2.53E-03					
555	2.59E-03					
556	2.65E-03					
557	2.70E-03					
558	2.75E-03					
559	2.80E-03					
560	2.87E-03					
561	2.93E-03					
562	3.03E-03					
563	3.13E-03					
564	3.23E-03					
565	3.31E-03					
566	3.41E-03					
567	3.51E-03					
568	3.61E-03					
569	3.71E-03					
570	3.81E-03					
571	3.89E-03					
572	3.99E-03					
573	4.07E-03					
574	4.18E-03					
575	4.29E-03					
576	4.39E-03					
577	4.49E-03					
578	4.60E-03					
579	4.71E-03					
580	4.81E-03					
581	4.93E-03					
582	5.05E-03					
583	5.15E-03					
584	5.24E-03					
585	5.32E-03					
586	5.42E-03					
587	5.52E-03					
588	5.60E-03					
589	5.68E-03					
590	5.75E-03					
591	5.81E-03					
592	5.89E-03					
593	5.98E-03					
594	6.09E-03					
595	6.19E-03					
596	6.27E-03					
597	6.35E-03					
598	6.46E-03					
599	6.57E-03					
600	6.68E-03					
601	6.79E-03					
602	6.91E-03					
603	7.05E-03					
604	7.20E-03					
605	7.37E-03					
606	7.56E-03					
607	7.73E-03					
608	7.89E-03					
609	8.07E-03					
610	8.27E-03					
611	8.47E-03					
612	8.65E-03					
613	8.85E-03					
614	9.05E-03					
615	9.24E-03					
616	9.40E-03					
617	9.57E-03					
618	9.74E-03					
619	9.87E-03					
620	9.98E-03					
621	1.01E-02					
622	1.02E-02					
623	1.02E-02					
624	1.03E-02					
625	1.03E-02					
626	1.03E-02					
627	1.03E-02					
628	1.04E-02					
629	1.04E-02					
630	1.04E-02					
631	1.04E-02					
632	1.03E-02					
633	1.03E-02					
634	1.03E-02					
635	1.02E-02					
636	1.01E-02					
637	9.99E-03					
638	9.86E-03					
639	9.73E-03					
640	9.55E-03					
641	9.33E-03					
642	9.09E-03					
643	8.82E-03					
644	8.55E-03					
645	8.25E-03					
646	7.93E-03					
647	7.62E-03					
648	7.30E-03					
649	7.01E-03					
650	6.75E-03					
651	6.52E-03					
652	6.30E-03					
653	6.17E-03					
654	6.09E-03					
655	6.04E-03					
656	6.03E-03					
657	6.08E-03					
658	6.17E-03					
659	6.35E-03					
660	6.53E-03					
661	6.79E-03					
662	7.07E-03					
663	7.42E-03					
664	7.82E-03					
665	8.25E-03					
666	8.69E-03					
667	9.11E-03					
668	9.56E-03					
669	1.00E-02					
670	1.04E-02					
671	1.08E-02					
672	0.011103444					
673	1.15E-02					
674	0.011879896					
675	1.23E-02					
676	1.26E-02					
677	1.30E-02					
678	1.33E-02					
679	1.35E-02					
680	1.37E-02					
681	1.37E-02					
682	1.35E-02					
683	1.32E-02					
684	1.29E-02					
685	1.24E-02					
686	0.011805434					
687	0.011072304					
688	1.03E-02					
689	9.61E-03					
690	8.85E-03					
691	8.11E-03					
692	7.47E-03					
693	6.79E-03					
694	6.22E-03					
695	5.66E-03					
696	5.25E-03					
697	4.81E-03					
698	4.37E-03					
699	4.01E-03					
700	3.65E-03					
701	3.35E-03					
702	3.12E-03					
703	2.86E-03					
704	2.71E-03					
705	2.56E-03					
706	2.43E-03					
707	2.30E-03					
708	2.16E-03					
709	2.01E-03					
710	0.001838971					
