OLIS-3D-ASCII	SySl1175		
375	4.43E-03		
376	4.84E-03		
377	5.17E-03		
378	5.45E-03		
379	5.68E-03		
380	5.85E-03		
381	5.99E-03		
382	6.08E-03		
383	6.20E-03		
384	6.24E-03		
385	6.24E-03		
386	6.26E-03		
387	6.26E-03		
388	6.28E-03		
389	6.40E-03		
390	6.56E-03		
391	6.64E-03		
392	6.73E-03		
393	6.77E-03		
394	6.88E-03		
395	6.96E-03		
396	7.03E-03		
397	7.15E-03		
398	7.23E-03		
399	7.30E-03		
400	7.38E-03		
401	7.57E-03		
402	7.75E-03		
403	7.91E-03		
404	8.13E-03		
405	8.32E-03		
406	8.54E-03		
407	8.78E-03		
408	9.03E-03		
409	9.29E-03		
410	9.58E-03		
411	9.81E-03		
412	1.00E-02		
413	1.03E-02		
414	1.05E-02		
415	1.07E-02		
416	1.08E-02		
417	1.09E-02		
418	1.10E-02		
419	1.11E-02		
420	1.12E-02		
421	1.13E-02		
422	1.14E-02		
423	1.15E-02		
424	1.15E-02		
425	1.16E-02		
426	1.17E-02		
427	1.18E-02		
428	1.19E-02		
429	1.20E-02		
430	1.22E-02		
431	1.23E-02		
432	1.25E-02		
433	1.26E-02		
434	1.28E-02		
435	0.012866965		
436	1.30E-02		
437	0.01305043		
438	1.31E-02		
439	1.30E-02		
440	1.29E-02		
441	1.27E-02		
442	1.25E-02		
443	1.22E-02		
444	0.011922265		
445	1.16E-02		
446	1.12E-02		
447	1.08E-02		
448	1.03E-02		
449	9.92E-03		
450	9.50E-03		
451	9.09E-03		
452	8.75E-03		
453	8.47E-03		
454	8.21E-03		
455	7.97E-03		
456	7.79E-03		
457	7.62E-03		
458	7.48E-03		
459	7.37E-03		
460	7.25E-03		
461	7.16E-03		
462	7.09E-03		
463	7.00E-03		
464	6.93E-03		
465	6.85E-03		
466	6.76E-03		
467	6.63E-03		
468	6.53E-03		
469	6.43E-03		
470	6.32E-03		
471	6.19E-03		
472	6.08E-03		
473	5.99E-03		
474	5.90E-03		
475	5.80E-03		
476	5.70E-03		
477	5.62E-03		
478	5.54E-03		
479	5.46E-03		
480	5.41E-03		
481	5.38E-03		
482	5.36E-03		
483	5.34E-03		
484	5.35E-03		
485	5.38E-03		
486	5.42E-03		
487	5.46E-03		
488	5.49E-03		
489	5.53E-03		
490	5.57E-03		
491	5.61E-03		
492	5.65E-03		
493	5.68E-03		
494	5.71E-03		
495	5.73E-03		
496	5.75E-03		
497	5.75E-03		
498	5.75E-03		
499	5.72E-03		
500	5.67E-03		
501	5.60E-03		
502	5.53E-03		
503	5.44E-03		
504	5.35E-03		
505	5.24E-03		
506	5.13E-03		
507	5.00E-03		
508	4.87E-03		
509	4.72E-03		
510	4.57E-03		
511	4.40E-03		
512	4.24E-03		
513	4.07E-03		
514	3.90E-03		
515	3.77E-03		
516	3.63E-03		
517	3.48E-03		
518	3.34E-03		
519	3.19E-03		
520	3.04E-03		
521	2.90E-03		
522	2.78E-03		
523	2.65E-03		
524	2.55E-03		
525	2.44E-03		
526	2.34E-03		
527	2.27E-03		
528	2.20E-03		
529	2.15E-03		
530	2.10E-03		
531	2.07E-03		
532	2.06E-03		
533	0.002049582		
534	0.002053311		
535	2.05E-03		
536	2.05E-03		
537	2.04E-03		
538	2.04E-03		
539	2.04E-03		
540	2.06E-03		
541	2.07E-03		
542	2.09E-03		
543	2.13E-03		
544	2.19E-03		
545	2.25E-03		
546	2.30E-03		
547	2.34E-03		
548	2.40E-03		
549	2.46E-03		
550	2.52E-03		
551	2.58E-03		
552	2.63E-03		
553	2.68E-03		
554	2.74E-03		
555	2.82E-03		
556	2.92E-03		
557	0.002994222		
558	3.08E-03		
559	3.16E-03		
560	3.26E-03		
561	3.37E-03		
562	3.47E-03		
563	3.56E-03		
564	3.64E-03		
565	3.74E-03		
566	3.83E-03		
567	3.92E-03		
568	4.03E-03		
569	4.14E-03		
570	4.26E-03		
571	4.37E-03		
572	4.49E-03		
573	4.62E-03		
574	4.74E-03		
575	4.88E-03		
576	4.98E-03		
577	5.09E-03		
578	5.19E-03		
579	5.28E-03		
580	5.41E-03		
581	5.53E-03		
582	5.65E-03		
583	5.75E-03		
584	5.86E-03		
585	5.97E-03		
586	6.09E-03		
587	6.20E-03		
588	6.28E-03		
589	6.36E-03		
590	6.43E-03		
591	6.51E-03		
592	6.60E-03		
593	6.69E-03		
594	6.79E-03		
595	6.89E-03		
596	7.00E-03		
597	7.11E-03		
598	7.23E-03		
599	7.35E-03		
600	7.47E-03		
601	7.60E-03		
602	7.75E-03		
603	7.90E-03		
604	8.07E-03		
605	8.26E-03		
606	8.46E-03		
607	8.66E-03		
608	8.87E-03		
609	9.08E-03		
610	9.29E-03		
611	9.49E-03		
612	9.70E-03		
613	9.89E-03		
614	1.01E-02		
615	1.03E-02		
616	1.04E-02		
617	1.06E-02		
618	1.07E-02		
619	1.08E-02		
620	1.10E-02		
621	1.11E-02		
622	1.12E-02		
623	1.12E-02		
624	0.011292925		
625	0.011330511		
626	1.14E-02		
627	1.14E-02		
628	0.011381432		
629	1.14E-02		
630	1.14E-02		
631	0.011348944		
632	1.13E-02		
633	1.13E-02		
634	1.13E-02		
635	1.12E-02		
636	1.12E-02		
637	1.11E-02		
638	1.10E-02		
639	1.08E-02		
640	1.06E-02		
641	1.04E-02		
642	1.01E-02		
643	9.87E-03		
644	9.56E-03		
645	9.22E-03		
646	8.88E-03		
647	8.56E-03		
648	8.21E-03		
649	7.88E-03		
650	7.60E-03		
651	7.31E-03		
652	7.06E-03		
653	6.85E-03		
654	6.67E-03		
655	6.53E-03		
656	6.44E-03		
657	6.41E-03		
658	6.46E-03		
659	0.006556981		
660	6.69E-03		
661	6.89E-03		
662	7.15E-03		
663	7.42E-03		
664	7.72E-03		
665	8.01E-03		
666	8.35E-03		
667	8.68E-03		
668	9.03E-03		
669	9.38E-03		
670	9.68E-03		
671	9.98E-03		
672	1.03E-02		
673	1.06E-02		
674	1.09E-02		
675	1.12E-02		
676	1.15E-02		
