OLIS-3D-ASCII	SySl1140					
375	7.36E-03					
376	7.45E-03					
377	7.53E-03					
378	7.61E-03					
379	7.69E-03					
380	7.76E-03					
381	7.82E-03					
382	7.87E-03					
383	7.85E-03					
384	7.98E-03					
385	7.95E-03					
386	7.92E-03					
387	7.93E-03					
388	7.93E-03					
389	7.94E-03					
390	7.97E-03					
391	8.00E-03					
392	8.00E-03					
393	8.05E-03					
394	8.13E-03					
395	8.19E-03					
396	8.30E-03					
397	8.33E-03					
398	8.35E-03					
399	8.44E-03					
400	8.58E-03					
401	8.67E-03					
402	8.78E-03					
403	8.91E-03					
404	9.03E-03					
405	9.17E-03					
406	9.37E-03					
407	9.55E-03					
408	9.78E-03					
409	9.98E-03					
410	1.02E-02					
411	1.04E-02					
412	1.05E-02					
413	1.07E-02					
414	1.09E-02					
415	1.11E-02					
416	1.12E-02					
417	1.13E-02					
418	1.14E-02					
419	1.15E-02					
420	1.16E-02					
421	1.16E-02					
422	1.17E-02					
423	1.17E-02					
424	1.18E-02					
425	1.19E-02					
426	1.20E-02					
427	1.21E-02					
428	1.21E-02					
429	1.23E-02					
430	0.012385682					
431	1.25E-02					
432	1.26E-02					
433	1.27E-02					
434	1.28E-02					
435	1.29E-02					
436	0.012988731					
437	1.30E-02					
438	1.30E-02					
439	1.30E-02					
440	1.29E-02					
441	1.27E-02					
442	1.26E-02					
443	1.23E-02					
444	1.20E-02					
445	1.17E-02					
446	1.13E-02					
447	1.10E-02					
448	1.07E-02					
449	1.03E-02					
450	1.00E-02					
451	9.75E-03					
452	0.009504171					
453	9.28E-03					
454	9.09E-03					
455	8.91E-03					
456	8.77E-03					
457	8.67E-03					
458	8.57E-03					
459	8.49E-03					
460	8.42E-03					
461	8.34E-03					
462	8.24E-03					
463	8.18E-03					
464	8.10E-03					
465	7.98E-03					
466	7.87E-03					
467	7.75E-03					
468	7.66E-03					
469	7.55E-03					
470	0.007426088					
471	7.31E-03					
472	7.19E-03					
473	7.08E-03					
474	6.98E-03					
475	6.91E-03					
476	6.83E-03					
477	6.76E-03					
478	6.71E-03					
479	6.67E-03					
480	6.65E-03					
481	6.61E-03					
482	6.63E-03					
483	6.65E-03					
484	6.67E-03					
485	6.71E-03					
486	6.76E-03					
487	6.83E-03					
488	6.90E-03					
489	6.98E-03					
490	7.04E-03					
491	7.13E-03					
492	7.20E-03					
493	7.27E-03					
494	7.37E-03					
495	7.42E-03					
496	7.46E-03					
497	7.51E-03					
498	7.53E-03					
499	7.54E-03					
500	7.54E-03					
501	7.54E-03					
502	0.007532552					
503	7.53E-03					
504	7.51E-03					
505	0.007485748					
506	7.46E-03					
507	7.42E-03					
508	7.37E-03					
509	7.32E-03					
510	7.28E-03					
511	7.23E-03					
512	7.16E-03					
513	7.12E-03					
514	7.10E-03					
515	7.08E-03					
516	7.08E-03					
517	7.07E-03					
518	7.06E-03					
519	7.05E-03					
520	7.07E-03					
521	7.11E-03					
522	7.15E-03					
523	7.18E-03					
524	7.20E-03					
525	7.25E-03					
526	7.30E-03					
527	7.34E-03					
528	7.40E-03					
529	7.45E-03					
530	7.50E-03					
531	7.57E-03					
532	7.68E-03					
533	7.78E-03					
534	7.87E-03					
535	7.95E-03					
536	8.03E-03					
537	8.14E-03					
538	8.23E-03					
539	8.30E-03					
540	8.40E-03					
541	8.50E-03					
542	8.63E-03					
543	8.75E-03					
544	8.88E-03					
545	9.00E-03					
546	9.14E-03					
547	9.27E-03					
548	9.39E-03					
549	9.51E-03					
550	9.61E-03					
551	9.69E-03					
552	9.80E-03					
553	9.90E-03					
554	1.00E-02					
555	1.01E-02					
556	1.02E-02					
557	1.03E-02					
558	0.010496312					
559	1.06E-02					
560	0.01077377					
561	1.09E-02					
562	1.11E-02					
563	1.12E-02					
564	1.13E-02					
565	1.15E-02					
566	1.16E-02					
567	1.17E-02					
568	1.16E-02					
569	0.011584246					
570	1.15E-02					
571	1.12E-02					
572	1.09E-02					
573	1.05E-02					
574	1.01E-02					
575	9.51E-03					
576	8.92E-03					
577	8.30E-03					
578	7.68E-03					
579	7.07E-03					
580	6.50E-03					
581	5.98E-03					
582	5.51E-03					
583	5.08E-03					
584	4.72E-03					
585	4.40E-03					
586	4.13E-03					
587	3.88E-03					
588	3.68E-03					
589	3.51E-03					
590	3.37E-03					
591	3.26E-03					
592	3.17E-03					
593	3.10E-03					
594	3.05E-03					
595	2.98E-03					
596	2.93E-03					
597	2.91E-03					
598	2.87E-03					
599	2.85E-03					
600	2.84E-03					
601	2.81E-03					
602	2.82E-03					
603	2.80E-03					
604	2.81E-03					
605	2.81E-03					
606	2.82E-03					
607	2.83E-03					
608	2.83E-03					
609	2.86E-03					
610	2.88E-03					
611	2.92E-03					
612	2.95E-03					
613	2.98E-03					
614	3.02E-03					
615	3.05E-03					
616	3.08E-03					
617	3.10E-03					
618	3.14E-03					
619	3.18E-03					
620	3.21E-03					
621	3.24E-03					
622	3.25E-03					
623	3.26E-03					
624	3.27E-03					
625	3.27E-03					
626	3.27E-03					
627	3.27E-03					
628	3.26E-03					
629	3.25E-03					
