OLIS-3D-ASCII	SySl1327				
375	9.26E-02				
376	9.44E-02				
377	9.61E-02				
378	9.77E-02				
379	0.099195641				
380	0.100559616				
381	0.101828198				
382	0.102918815				
383	0.104226127				
384	0.105458215				
385	0.10632697				
386	0.106826502				
387	0.107721505				
388	0.108223428				
389	0.10927087				
390	0.109823231				
391	0.110416705				
392	0.111280128				
393	0.11177021				
394	0.112593226				
395	0.113622859				
396	0.114537982				
397	0.115676242				
398	0.117350919				
399	0.118896036				
400	0.121007122				
401	0.123200885				
402	0.125939009				
403	0.129121246				
404	0.132751944				
405	0.136156519				
406	0.139916807				
407	0.144091357				
408	0.147857883				
409	0.151720511				
410	0.155689542				
411	0.159227534				
412	0.163037584				
413	0.165781466				
414	0.169014803				
415	0.172135783				
416	0.175091164				
417	0.177774262				
418	0.181006422				
419	0.183693322				
420	0.185859256				
421	0.188644485				
422	0.190629323				
423	0.192979199				
424	0.194783747				
425	0.195994656				
426	0.198199237				
427	0.1997823				
428	0.202718246				
429	0.206185672				
430	0.209979571				
431	0.213409221				
432	0.218216486				
433	0.222309097				
434	0.22593598				
435	0.229760106				
436	0.232616164				
437	0.23504337				
438	0.236425331				
439	0.236939629				
440	0.237561292				
441	0.235990872				
442	0.232824424				
443	0.229102229				
444	0.225213721				
445	0.218989532				
446	0.212526366				
447	0.204840798				
448	0.197553286				
449	0.19039325				
450	0.183408164				
451	0.177306779				
452	0.17131188				
453	0.165890707				
454	0.161066857				
455	0.158053652				
456	0.155504321				
457	0.153290314				
458	0.151327938				
459	0.149405793				
460	0.148296406				
461	0.147207848				
462	0.146098139				
463	0.145219783				
464	0.144383644				
465	0.143650087				
466	0.142087213				
467	0.141779211				
468	0.140777406				
469	0.140267571				
470	0.139287837				
471	0.138384277				
472	0.137846353				
473	0.137011418				
474	0.136413714				
475	0.136341327				
476	0.135735497				
477	0.135595698				
478	0.13553882				
479	0.135892158				
480	0.136372187				
481	0.137268838				
482	0.138173864				
483	0.139670966				
484	0.141067719				
485	0.14210323				
486	0.143027779				
487	0.143827208				
488	0.144509292				
489	0.144522471				
490	0.144531766				
491	0.143504188				
492	0.14312647				
493	0.14237461				
494	0.141255789				
495	0.139870308				
496	0.137734672				
497	0.13492899				
498	0.132017938				
499	0.12942304				
500	0.126369161				
501	0.122545247				
502	0.119056942				
503	0.114981066				
504	0.111546382				
505	0.107969252				
506	0.104143707				
507	0.100299673				
508	9.62E-02				
509	9.23E-02				
510	8.89E-02				
511	8.58E-02				
512	8.22E-02				
513	7.89E-02				
514	7.55E-02				
515	7.25E-02				
516	6.98E-02				
517	6.71E-02				
518	6.43E-02				
519	0.061792146				
520	5.96E-02				
521	0.057655388				
522	5.56E-02				
523	5.37E-02				
524	5.17E-02				
525	4.98E-02				
526	0.047830113				
527	4.61E-02				
528	4.43E-02				
529	0.042409352				
530	4.06E-02				
531	3.89E-02				
532	3.73E-02				
533	3.58E-02				
534	3.42E-02				
535	3.28E-02				
536	3.14E-02				
537	3.01E-02				
538	2.89E-02				
539	2.77E-02				
540	2.66E-02				
541	2.56E-02				
542	2.47E-02				
543	2.38E-02				
544	2.31E-02				
545	2.24E-02				
546	2.18E-02				
547	2.13E-02				
548	0.020794521				
549	2.04E-02				
550	2.00E-02				
551	0.019776224				
552	0.019587402				
553	1.95E-02				
554	1.94E-02				
555	1.94E-02				
556	1.95E-02				
557	1.96E-02				
558	1.97E-02				
559	1.99E-02				
560	2.01E-02				
561	2.04E-02				
562	2.07E-02				
563	2.10E-02				
564	2.14E-02				
565	0.021863367				
566	2.23E-02				
567	2.28E-02				
568	2.34E-02				
569	0.023920592				
570	2.45E-02				
571	2.51E-02				
572	2.57E-02				
573	2.63E-02				
574	2.70E-02				
575	2.77E-02				
576	2.84E-02				
577	2.91E-02				
