OLIS-3D-ASCII	SySl1334					
375	5.75E-02					
376	0.059072742					
377	0.060610794					
378	6.21E-02					
379	6.35E-02					
380	6.48E-02					
381	6.59E-02					
382	6.69E-02					
383	6.76E-02					
384	6.84E-02					
385	6.89E-02					
386	6.92E-02					
387	0.069744318					
388	7.01E-02					
389	7.09E-02					
390	7.15E-02					
391	7.24E-02					
392	7.32E-02					
393	0.074131036					
394	7.50E-02					
395	7.58E-02					
396	7.67E-02					
397	7.77E-02					
398	7.87E-02					
399	7.99E-02					
400	8.11E-02					
401	8.25E-02					
402	8.41E-02					
403	8.61E-02					
404	8.83E-02					
405	9.05E-02					
406	9.28E-02					
407	9.52E-02					
408	9.75E-02					
409	9.99E-02					
410	0.102381159					
411	0.104572613					
412	0.106568645					
413	0.108296827					
414	0.11004667					
415	0.111879086					
416	0.113761125					
417	0.115118103					
418	0.116619569					
419	0.117812727					
420	0.119008146					
421	0.120273002					
422	0.121112695					
423	0.122212911					
424	0.123039343					
425	0.123832393					
426	0.124873991					
427	0.12589428					
428	0.127288836					
429	0.128451715					
430	0.129803263					
431	0.13120917					
432	0.132971339					
433	0.134050661					
434	0.135159832					
435	0.136241219					
436	0.136763891					
437	0.137262052					
438	0.137284679					
439	0.136954224					
440	0.136385487					
441	0.134985097					
442	0.132876829					
443	0.130536407					
444	0.127907421					
445	0.124392214					
446	0.120792358					
447	0.116590601					
448	0.112690123					
449	0.109016647					
450	0.105414854					
451	0.102260481					
452	9.92E-02					
453	9.66E-02					
454	9.42E-02					
455	9.27E-02					
456	9.15E-02					
457	9.03E-02					
458	0.08933995					
459	8.84E-02					
460	0.087683089					
461	8.70E-02					
462	8.63E-02					
463	8.56E-02					
464	8.49E-02					
465	8.41E-02					
466	8.31E-02					
467	8.25E-02					
468	8.16E-02					
469	8.08E-02					
470	7.99E-02					
471	0.078907982					
472	7.80E-02					
473	7.70E-02					
474	7.61E-02					
475	7.55E-02					
476	7.46E-02					
477	7.39E-02					
478	7.35E-02					
479	7.33E-02					
480	7.32E-02					
481	7.34E-02					
482	7.37E-02					
483	7.43E-02					
484	7.50E-02					
485	7.57E-02					
486	7.65E-02					
487	7.74E-02					
488	7.84E-02					
489	0.079360821					
490	8.03E-02					
491	8.09E-02					
492	0.081705791					
493	8.24E-02					
494	8.29E-02					
495	8.33E-02					
496	8.34E-02					
497	8.32E-02					
498	8.28E-02					
499	8.26E-02					
500	8.21E-02					
501	8.11E-02					
502	8.01E-02					
503	7.88E-02					
504	7.77E-02					
505	7.64E-02					
506	7.49E-02					
507	7.34E-02					
